"eu_vote","party_id","income","gender","religion","age","ethnic_group","education","marital_status","social_class","region","wt_vote","ability"
"2","0","4","1","1","2","3","5","1","2","London",1.03160669325962,-0.72780497097891
"2","9","4","1","0","3","1","3","3","2","London",3.04721641418551,0.0665939642829392
"2","3","14","1","0","3","1","4","2","1","London",0.502056934559376,0.292189428889772
"2","1","13","2","0","3","1","4","3","1","London",0.431282621997332,0.322001889012642
"1","2","11","2","0","4","1","4","6","2","London",1.05646219693947,0.839420258271681
"2","0","13","1","0","4","1","0","1","2","London",1.25349850529198,-1.20741027342236
"2","0","10","2","0","8","1","5","3","1","London",0.461623121547302,0.322001889012642
"2","1","10","1","1","5","1","4","1","1","London",0.981092463061454,0.839420258271681
"2","1","4","1","0","3","1","4","1","4","London",1.00411386911875,-1.20741027342236
"2","1","14","1","0","5","1","1","3","2","London",0.547827627254527,0.0665939642829392
"0","0","3","2","0","2","1","0","3","2","London",0.564006042518166,-1.20741027342236
"1","2","7","2","0","6","1","3","6","1","London",0.587933637913106,0.839420258271681
"1","1","2","2","0","4","1","2","3","2","London",0.981075117984507,-0.290903410526972
"2","2","12","1","0","1","1","4","3","1","London",0.894937193917661,0.839420258271681
"2","1","4","2","1","2","3","1","5","1","London",0.564006042518166,-1.20741027342236
"2","1","6","2","1","5","1","2","6","2","London",1.00112404107585,0.0665939642829392
"2","2","7","2","1","4","1","4","3","1","London",1.05646219693947,0.839420258271681
"2","2","5","2","1","2","1","4","1","1","London",1.07965903498515,0.322001889012642
"0","1","4","2","0","1","1","1","3","2","London",1.85967229453824,-0.290903410526972
"2","1","7","1","0","2","4","3","3","4","London",0.617262355817369,-0.00996496915823546
"2","1","1","1","1","4","3","0","1","2","London",3.13374626322995,-1.20741027342236
"1","1","3","1","0","4","2","0","2","2","London",0.626749252645991,-0.0781367647476091
"2","1","12","2","0","3","1","5","2","1","London",0.862565243994664,-0.00996496915823546
"2","1","8","2","0","5","1","2","3","2","London",1.00112404107585,0.839420258271681
"2","3","15","1","0","3","1","4","1","1","London",0.944013032514951,0.839420258271681
"2","0","12","1","0","4","1","5","1","1","London",1.00944227596216,0.839420258271681
"2","1","10","2","0","2","1","4","3","1","London",0.942601477341277,-0.00996496915823546
"0","0","8","1","1","2","3","3","3","2","London",2.11492153484355,-0.290903410526972
"0","1","4","2","1","6","2","3","2","1","London",1.02659654153341,-1.20741027342236
"0","1","9","1","0","1","1","4","3","1","London",1.17199378754708,0.839420258271681
"1","1","3","1","0","5","1","2","3","2","London",0.551562729739913,-0.247353298644551
"1","7","10","2","1","2","1","0","3","2","London",0.567851449844079,0.0665939642829392
"0","1","5","1","1","1","3","0","3","2","London",2.32447922360936,-1.20741027342236
"2","2","14","1","0","6","1","5","4","1","London",0.45595310720956,0.839420258271681
"0","3","13","1","0","2","4","5","3","1","London",0.883646633599762,-0.00996496915823546
"0","0","7","2","1","3","3","4","1","2","London",1.47770052113112,-1.20741027342236
"1","3","11","1","0","6","1","4","1","1","London",2.72782267622051,0.839420258271681
"2","2","13","1","1","4","4","5","6","1","London",0.536854341230907,0.839420258271681
"2","3","15","2","0","3","1","4","1","4","London",0.917480685841195,-0.0781367647476091
"0","6","2","2","0","2","1","4","3","1","London",0.807407152087141,-0.640977892727688
"1","2","6","2","0","6","1","2","1","2","North East",0.911338919312473,0.839420258271681
"1","1","14","2","0","6","1","4","1","2","North East",0.563802823032906,0.322001889012642
"1","0","13","1","0","5","1","2","2","2","North East",0.903234494445223,0.0665939642829392
"0","0","8","2","0","4","1","0","3","4","North East",0.760368075691308,-0.72780497097891
"2","2","6","1","1","7","1","4","1","2","North East",0.448490976119034,-0.317754884940321
"2","2","7","2","1","5","1","2","1","2","North East",1.77745251377727,0.839420258271681
"2","2","6","1","1","7","1","0","5","2","North East",0.546145041724175,0.839420258271681
"2","2","8","2","1","8","1","4","1","1","North East",0.819591922825267,-0.640977892727688
"1","2","8","1","0","5","1","4","1","4","North East",0.818813669500304,0.322001889012642
"1","0","11","1","0","1","1","0","2","2","North East",1.8015539909638,-0.640977892727688
"0","0","3","2","1","7","1","3","4","4","North East",0.74637644389739,0.0665939642829392
"2","3","3","1","1","6","1","0","2","2","North East",0.926216303021423,0.839420258271681
"1","7","12","1","0","3","1","0","1","1","North East",1.5744673291543,-1.20741027342236
"2","2","7","2","1","6","1","0","1","4","North East",0.911338919312473,0.292189428889772
"1","1","3","2","0","1","1","4","3","1","North East",0.947903442189599,-1.20741027342236
"1","1","4","2","1","7","1","0","1","2","North East",1.30702744616228,-0.673286815884438
"1","7","8","2","1","2","2","4","1","2","North East",0.735530542885473,-1.20741027342236
"2","1","3","2","1","1","1","3","2","2","North East",0.960874737039802,-0.640977892727688
"1","1","7","2","0","6","1","0","6","2","North East",0.397824398197324,-0.72780497097891
"2","3","9","2","1","3","1","5","3","1","North East",0.334259356246758,0.322001889012642
"0","1","4","1","0","4","1","4","3","2","North East",0.782353631056951,-0.290903410526972
"1","1","5","1","1","6","1","4","1","2","North East",0.925559920975224,0.839420258271681
"1","2","6","1","0","8","1","3","1","1","North East",1.09229008344835,0.839420258271681
"2","0","8","2","1","7","1","4","1","1","North East",0.819591922825267,-0.317754884940321
"1","3","7","1","1","4","1","2","1","2","North East",2.06671411295804,-1.20741027342236
"1","2","14","1","0","2","1","4","1","2","North East",1.37367986003507,0.839420258271681
"2","3","14","1","1","5","1","5","1","1","North East",0.760381518742242,0.839420258271681
"2","1","2","1","0","6","1","2","4","2","North East",0.435388997140041,0.0665939642829392
"0","0","4","1","1","3","1","2","5","2","North East",0.787233664577148,-0.290903410526972
"1","2","3","1","1","6","1","2","4","2","North East",0.997392165820198,0.0665939642829392
"1","1","8","1","0","2","1","2","1","2","North East",0.956800516261689,-0.290903410526972
"0","1","3","1","0","5","1","0","6","2","North East",0.424585876361649,-1.20741027342236
"2","1","13","1","1","7","1","2","1","2","North East",0.476814537266298,0.0665939642829392
"1","2","3","2","1","6","1","1","6","2","North East",0.455669459656236,-1.20741027342236
"1","0","4","1","1","6","1","3","1","4","North East",0.997392165820198,0.839420258271681
"2","1","5","2","1","4","1","1","6","1","North East",0.88768605729717,-0.72780497097891
"0","0","6","1","1","2","3","3","1","2","North East",0.819569668116122,-0.290903410526972
"1","2","6","1","0","1","1","2","3","2","North East",1.20451251783542,-0.317754884940321
"2","2","3","2","0","8","1","0","4","2","North East",0.499024605535653,-0.640977892727688
"1","7","8","1","0","2","1","3","3","2","North East",1.43520077439253,-0.640977892727688
"2","1","9","2","1","5","1","3","1","2","North East",0.775906703459147,-0.0358248190498095
"1","7","4","1","1","4","1","2","5","2","North East",0.978129631945959,-0.640977892727688
"2","1","7","1","0","4","1","2","1","2","North East",0.971505880516936,0.37240049774067
"2","1","13","2","1","3","1","4","1","1","North East",1.14527040906796,-1.20741027342236
"0","0","12","2","0","1","1","5","2","2","North East",0.947903442189599,0.839420258271681
"2","1","9","2","0","5","1","3","2","2","North East",0.775906703459147,-0.0358248190498095
"2","2","8","2","1","5","1","4","6","2","North East",0.374083931202247,-0.317754884940321
"0","0","6","2","0","3","1","4","3","2","North East",0.572635204533978,-1.20741027342236
"2","3","7","1","0","5","1","4","3","2","North East",0.380190759371121,0.839420258271681
"0","1","12","2","0","2","1","3","2","2","North East",0.87424944607469,-0.72780497097891
"2","1","6","1","1","4","1","2","1","2","North East",0.485752940258468,0.839420258271681
"2","1","4","2","0","3","1","2","3","2","North East",0.419878029875067,-1.20741027342236
"1","1","3","1","0","5","1","4","1","2","North East",0.714869185111609,0.839420258271681
"0","1","3","1","0","3","1","3","3","2","North East",0.919050089319892,-1.20741027342236
"0","1","3","2","1","5","1","3","5","2","North East",0.664620878265877,-0.72780497097891
"1","2","5","2","1","8","1","0","4","2","North East",0.499024605535653,-0.247353298644551
"1","1","12","1","1","4","1","4","2","2","North East",0.782353631056951,0.322001889012642
"2","2","2","2","1","8","1","4","4","4","North East",0.409795961412634,0.292189428889772
"0","1","3","2","1","2","1","0","2","2","North East",1.49771726957173,-0.72780497097891
"2","1","14","1","0","2","1","4","2","1","North East",0.7995318420016,-0.290903410526972
"2","1","13","2","0","3","1","4","1","2","North East",0.668518712493515,-0.290903410526972
"2","2","5","2","1","8","1","0","4","1","North East",0.499024605535653,-0.72780497097891
"2","2","15","2","0","5","1","4","1","1","North East",0.748167862404495,0.292189428889772
"1","2","11","1","0","8","1","4","4","1","North East",0.448490976119034,0.839420258271681
"1","0","4","2","1","3","1","3","5","2","North East",0.719312524910558,-0.640977892727688
"0","0","9","1","1","2","1","4","3","2","North East",0.684857538494788,-0.72780497097891
"0","1","2","1","0","6","1","0","1","2","North East",0.74588508225654,-0.247353298644551
"0","0","5","2","0","1","1","2","3","2","North East",1.64611907279007,-1.20741027342236
"0","1","4","2","0","4","1","0","5","4","North East",1.52073615138262,-0.290903410526972
"1","1","6","2","1","6","1","1","1","2","North East",0.795648796394649,-0.290903410526972
"0","1","5","2","1","1","1","3","2","2","North East",0.960874737039802,-1.20741027342236
"0","1","3","2","1","5","1","2","6","2","North East",0.664620878265877,0.37240049774067
"2","1","5","2","0","4","1","4","6","2","North East",0.357426766061126,-1.20741027342236
"1","1","7","2","0","3","1","3","3","2","North East",0.419878029875067,-0.72780497097891
"1","1","4","2","0","3","1","3","6","2","North East",2.15793757473167,-0.290903410526972
"2","1","2","2","1","8","1","0","4","2","North East",0.435675815387426,-1.20741027342236
"1","2","15","1","1","3","1","3","2","1","North East",0.4563587690343,-0.72780497097891
"1","1","11","1","1","1","1","2","3","2","North East",1.05160540688973,0.322001889012642
"2","1","6","1","1","6","1","0","4","2","North East",0.435388997140041,-0.72780497097891
"1","7","5","1","1","5","1","2","3","2","North East",0.854961427004625,-0.247353298644551
"2","1","12","1","1","4","1","4","1","2","North East",1.17353044658543,0.839420258271681
"0","2","5","1","1","8","1","0","1","2","North East",0.816853096164931,-1.20741027342236
"1","0","5","2","1","1","1","3","2","2","North East",1.64611907279007,-0.72780497097891
"1","0","6","2","1","3","1","4","2","2","North East",1.14527040906796,-1.20741027342236
"2","1","9","2","1","5","1","2","1","2","North East",1.16386005518872,-1.20741027342236
"2","1","6","1","1","6","1","0","1","2","North East",0.870777994280082,0.0665939642829392
"1","1","4","2","1","5","1","3","5","2","North East",0.888726256888633,0.839420258271681
"0","1","7","2","0","1","1","3","2","2","North East",1.64611907279007,-0.0781367647476091
"1","1","1","2","1","7","1","0","4","2","North East",0.435675815387426,-1.20741027342236
"1","3","4","2","1","7","1","0","4","2","North East",0.74637644389739,-1.20741027342236
"1","1","4","1","1","4","1","1","3","2","North East",0.485752940258468,-0.72780497097891
"2","0","5","2","1","6","1","0","4","1","North East",0.455669459656236,-0.247353298644551
"1","1","8","2","1","6","1","2","1","2","North East",1.36306285148326,-0.72780497097891
"0","2","13","2","1","7","1","0","4","1","North East",0.74637644389739,-0.72780497097891
"0","1","6","1","0","3","1","3","3","2","North East",0.787233664577148,-1.20741027342236
"1","1","11","2","1","3","1","3","1","2","North East",1.43862504982112,-1.20741027342236
"1","1","6","1","0","6","1","0","4","2","North East",0.435388997140041,0.0665939642829392
"2","2","4","2","1","7","1","2","1","1","North East",0.998049211071307,0.839420258271681
"0","0","7","2","0","2","1","0","2","2","North East",1.49771726957173,-0.72780497097891
"1","1","4","2","0","2","1","0","3","1","North East",0.437124723037345,-0.290903410526972
"1","1","3","2","1","2","1","4","3","2","North East",0.365274818579738,0.0665939642829392
"1","1","1","2","0","4","1","1","3","2","North East",0.443843028648585,0.839420258271681
"0","0","6","1","0","2","1","4","3","2","North East",0.684857538494788,-0.290903410526972
"0","1","4","2","0","1","1","3","3","2","North East",0.480437368519901,-0.72780497097891
"2","1","13","2","0","3","1","4","2","1","North East",0.334259356246758,0.839420258271681
"2","0","7","2","1","7","1","4","4","2","North East",0.357774321447096,-0.317754884940321
"2","1","14","1","0","4","1","2","1","1","North East",1.4572588207754,0.839420258271681
"1","2","10","2","1","7","1","4","4","1","North East",0.409795961412634,0.0665939642829392
"2","2","8","1","1","7","1","0","4","1","North West",0.545974334510371,-0.640977892727688
"2","2","8","2","1","6","1","0","1","2","North West",0.91105406434564,0.839420258271681
"2","2","14","2","0","7","1","3","1","1","North West",0.997737253281627,0.839420258271681
"2","2","11","1","1","7","1","4","1","1","North West",0.896701584793158,0.322001889012642
"2","2","15","2","1","2","1","5","1","1","North West",0.730321291054362,0.839420258271681
"2","1","14","1","1","2","1","4","1","1","North West",0.799281934298209,0.322001889012642
"1","2","10","2","1","4","1","3","1","2","North West",1.0164409146701,-0.72780497097891
"2","1","12","2","1","5","1","5","3","1","North West",0.326493679663008,0.839420258271681
"2","0","14","1","0","3","1","5","1","1","North West",0.73141495451831,0.0665939642829392
"0","1","4","2","0","2","1","3","3","1","North West",0.748624565882347,-0.673286815884438
"0","0","3","2","0","4","1","3","6","2","North West",0.760130409310127,-0.72780497097891
"1","1","8","2","0","3","1","4","2","2","North West",0.668309755242114,-0.640977892727688
"0","1","3","2","1","6","1","0","4","2","North West",0.397700051202641,-0.290903410526972
"1","2","1","2","1","6","1","4","4","1","North West",0.563626596569784,0.839420258271681
"1","1","15","1","1","5","1","4","1","1","North West",1.0719686103103,-0.247353298644551
"1","2","12","2","1","7","1","0","1","1","North West",0.871079274536546,-0.673286815884438
"2","1","12","1","1","2","1","3","1","2","North West",0.956501451475196,0.322001889012642
"0","1","4","2","1","2","3","4","5","2","North West",0.365160645527181,-0.290903410526972
"2","1","5","1","1","1","3","2","3","2","North West",1.57691506375727,-0.0781367647476091
"1","1","5","1","1","1","1","4","3","2","North West",0.302684303884654,0.322001889012642
"2","1","6","1","1","1","3","2","3","4","North West",1.57691506375727,-0.72780497097891
"2","0","12","2","1","5","3","4","1","2","North West",1.30597471865203,-0.72780497097891
"2","1","7","2","1","3","3","4","1","4","North West",1.14491243471014,-0.640977892727688
"2","1","12","2","1","1","3","5","3","2","North West",0.276569233094234,-0.640977892727688
"2","1","4","1","1","3","3","3","1","2","North West",0.918762824091596,-0.72780497097891
"2","1","11","1","0","5","1","5","1","2","North West",0.714645740206865,0.839420258271681
"2","1","12","1","1","3","3","5","1","2","North West",0.73141495451831,-0.290903410526972
"2","1","9","2","1","2","3","5","1","4","North West",0.730321291054362,-0.290903410526972
"2","0","4","2","1","3","3","0","1","1","North West",1.43817538232402,-1.20741027342236
"1","1","13","2","1","6","3","0","4","2","North West",0.397700051202641,-1.20741027342236
"1","1","2","2","1","4","3","0","1","2","North West",0.44370429772365,-0.0781367647476091
"0","1","13","1","1","5","3","0","1","2","North West",0.848906329194979,-0.673286815884438
"0","0","2","1","1","3","3","0","1","2","North West",1.57397520176972,-1.20741027342236
"2","1","13","2","1","6","3","0","4","2","North West",0.681318401138419,-0.72780497097891
"2","1","3","2","1","3","3","0","4","1","North West",0.419746789630917,-0.0358248190498095
"1","1","13","2","1","2","3","0","1","2","North West",0.873976184073377,-0.0781367647476091
"1","0","12","1","1","6","1","0","1","1","North West",1.49130388557806,-0.00996496915823546
"0","0","9","1","1","3","3","0","1","2","North West",1.57397520176972,-1.20741027342236
"2","1","2","1","1","4","1","0","4","2","North West",0.831905780803896,0.322001889012642
"1","2","13","1","0","4","1","0","1","2","North West",1.11241842505299,0.292189428889772
"2","2","13","1","0","6","1","0","1","2","North West",1.49562062010231,-0.247353298644551
"2","1","9","1","1","4","1","0","1","2","North West",1.4568033289663,-0.398214868178642
"1","1","1","1","1","5","1","0","1","2","North West",1.27335949379247,-0.673286815884438
"2","1","9","2","1","5","1","0","1","2","North West",0.775664180207263,-0.290903410526972
"0","0","4","2","0","2","1","0","3","2","North West",0.748624565882347,-0.247353298644551
"0","1","1","1","0","3","1","0","2","2","North West",1.57397520176972,0.292189428889772
"0","1","7","1","1","2","1","4","2","2","North West",1.36928694851338,-1.20741027342236
"2","1","6","1","1","3","1","4","2","2","North West",1.09712243177747,0.0665939642829392
"2","1","12","2","1","1","1","3","3","2","North West",0.480287199392066,-0.290903410526972
"1","2","12","2","1","2","1","3","1","2","North West",1.49724913176469,-0.247353298644551
"2","1","13","1","1","2","1","5","1","2","North West",0.799281934298209,0.322001889012642
"2","1","10","2","0","5","1","4","1","1","North West",0.652987359326016,-0.72780497097891
"1","2","3","2","1","6","1","3","4","2","North West",0.45552703217282,-0.398214868178642
"1","1","4","2","0","6","1","2","5","2","North West",0.397700051202641,0.839420258271681
"2","1","3","1","0","5","1","3","3","2","North West",0.72715040037637,0.839420258271681
"1","2","4","2","1","7","1","4","4","1","North West",0.409667872495851,-0.398214868178642
"2","1","12","2","1","4","1","4","1","1","North West",0.714630092110124,0.37240049774067
"2","1","14","2","0","3","1","5","1","1","North West",0.668309755242114,0.322001889012642
"2","1","14","1","0","2","1","4","1","1","North West",0.799281934298209,0.839420258271681
"0","0","13","2","0","2","1","0","2","1","North West",1.49724913176469,-1.20741027342236
"1","0","13","2","1","4","1","4","1","2","North West",0.81853981153863,-0.290903410526972
"0","1","9","1","1","7","1","0","4","2","North West",0.476665500517927,-0.0358248190498095
"2","1","9","1","0","2","1","0","2","2","North West",0.956501451475196,-0.247353298644551
"0","1","9","1","1","6","1","0","1","2","North West",0.870505817341926,-0.247353298644551
"0","0","5","2","0","2","1","2","5","2","North West",0.748624565882347,-0.673286815884438
"0","2","9","1","0","3","1","0","2","2","North West",1.05235415802326,-0.0358248190498095
"1","1","11","1","0","2","1","4","1","2","North West",0.915500328197583,0.839420258271681
"1","1","11","1","0","3","1","5","1","2","North West",0.73141495451831,-0.673286815884438
"2","2","14","1","0","4","1","4","1","1","North West",0.895830495263472,0.839420258271681
"0","2","14","1","0","5","1","0","1","2","North West",0.972340283994269,0.37240049774067
"2","1","7","2","1","7","1","0","1","2","North West",0.997737253281627,-0.673286815884438
"2","2","3","1","1","7","1","0","1","2","North West",1.09194866902074,-0.247353298644551
"2","1","13","2","1","2","1","4","1","2","North West",0.730321291054362,-0.0358248190498095
"2","2","5","2","1","6","1","0","1","2","North West",0.91105406434564,0.0665939642829392
"0","1","6","2","1","2","1","4","5","2","North West",0.625573636254034,-0.00996496915823546
"2","1","1","1","1","3","1","4","1","2","North West",1.25302087810703,-1.20741027342236
"2","1","5","2","0","2","1","3","3","2","North West",1.31096427611007,-0.640977892727688
"0","1","10","2","0","2","1","3","3","2","North West",0.436988092036688,-0.290903410526972
"2","3","15","1","0","3","1","4","1","1","North West",0.73141495451831,0.839420258271681
"2","2","7","2","0","3","1","2","1","1","North West",0.961558887238939,-0.640977892727688
"2","2","9","2","1","6","1","4","3","1","North West",0.563626596569784,0.322001889012642
"2","1","13","2","0","3","1","5","2","1","North West",0.334154877621057,0.839420258271681
"1","2","3","2","1","7","1","0","6","4","North West",0.498868626640813,-0.290903410526972
"2","3","9","2","0","5","1","5","1","1","North West",0.652987359326016,0.839420258271681
"1","1","7","1","0","4","1","5","3","2","North West",0.391054546352374,0.292189428889772
"1","7","6","1","1","5","1","4","1","2","North West",0.719518212765057,0.292189428889772
"2","3","10","1","0","2","1","4","2","2","North West",0.850168427682364,0.322001889012642
"1","0","9","1","1","2","1","0","2","2","North West",1.63862699447731,-0.317754884940321
"1","1","9","1","1","3","1","0","2","2","North West",0.925026972040728,0.322001889012642
"2","0","6","2","0","2","1","4","3","2","North West",0.388408693525523,0.37240049774067
"2","1","11","1","0","2","1","4","1","2","North West",0.799281934298209,0.839420258271681
"1","0","5","1","0","5","1","0","1","2","North West",0.972340283994269,0.839420258271681
"2","1","6","2","1","6","1","2","6","2","North West",0.795400102405283,-0.317754884940321
"0","1","3","1","1","7","1","0","4","2","North West",0.476665500517927,0.37240049774067
"2","1","8","2","1","3","1","3","2","2","North West",0.839493579261834,0.839420258271681
"2","1","13","1","0","5","1","3","2","2","North West",0.848906329194979,0.839420258271681
"1","2","6","2","1","5","1","0","1","1","North West",0.888448469906134,0.292189428889772
"0","1","3","1","0","4","1","0","3","2","North West",0.831905780803896,-0.72780497097891
"0","1","4","1","1","3","1","4","3","2","North West",0.626510439053515,-0.00996496915823546
"2","2","6","2","1","6","1","2","1","2","North West",0.91105406434564,-0.247353298644551
"1","1","5","2","1","6","1","0","1","2","North West",0.795400102405283,-0.317754884940321
"1","1","6","1","0","6","2","0","1","2","North West",2.23695582836709,0.37240049774067
"1","1","7","2","1","3","1","0","1","2","North West",0.839493579261834,-1.20741027342236
"2","1","4","2","1","2","1","4","3","2","North West",0.730321291054362,-0.290903410526972
"2","1","2","2","1","2","1","4","3","2","North West",0.365160645527181,-0.290903410526972
"2","1","7","2","0","1","1","3","2","2","North West",0.960574398784132,0.839420258271681
"1","1","3","2","0","6","1","1","6","2","North West",0.397700051202641,0.0665939642829392
"0","1","3","2","1","6","1","0","4","2","North West",0.681318401138419,-0.317754884940321
"0","1","5","2","1","2","1","2","3","2","North West",0.748624565882347,-0.72780497097891
"2","1","11","2","1","4","1","2","1","2","North West",1.33111289317095,-0.72780497097891
"0","1","4","2","0","2","1","0","3","2","North West",0.873976184073377,0.0665939642829392
"0","0","9","1","0","3","1","5","1","2","North West",0.73141495451831,-0.00996496915823546
"1","1","3","2","1","5","1","0","6","2","North West",0.387832090103632,-0.72780497097891
"0","1","4","1","0","2","1","0","2","2","North West",0.956501451475196,-0.398214868178642
"2","1","12","1","1","4","1","4","1","2","North West",1.17316363905712,0.322001889012642
"1","2","2","2","1","8","1","4","1","1","North West",0.819335744991702,0.839420258271681
"1","0","8","1","1","6","1","0","1","2","North West",0.997080413401538,0.0665939642829392
"0","1","12","1","1","4","3","4","1","1","North West",0.782109092704748,0.0665939642829392
"2","1","3","2","1","6","1","0","3","2","North West",0.397700051202641,-1.20741027342236
"2","1","11","2","1","5","1","4","1","2","North West",0.652987359326016,-0.640977892727688
"2","1","5","1","0","7","1","2","1","2","North West",0.953331001035853,0.839420258271681
"2","1","4","1","0","6","1","4","6","2","North West",0.30842354032828,0.839420258271681
"1","1","2","1","1","6","1","4","1","2","North West",0.616847080656561,0.839420258271681
"1","2","4","2","1","7","1","0","1","2","North West",0.997737253281627,0.292189428889772
"1","1","2","1","1","6","1","0","1","2","North West",0.870505817341926,-0.00996496915823546
"1","1","6","2","1","4","1","3","1","2","North West",0.887408595447301,-0.72780497097891
"0","1","4","1","0","4","1","3","1","2","North West",1.66381156160779,0.839420258271681
"1","0","12","2","0","7","1","1","1","2","North West",0.871079274536546,-0.317754884940321
"0","1","5","2","0","5","1","0","1","2","North West",1.55132836041453,0.37240049774067
"1","1","10","2","1","1","1","4","2","2","North West",2.36901789584922,-0.290903410526972
"0","1","9","2","1","2","1","3","1","2","North West",1.49724913176469,-1.20741027342236
"2","2","15","1","0","3","1","4","1","2","North West",0.777980678885454,0.839420258271681
"0","0","13","2","1","3","1","3","6","1","North West",0.48077944361947,-0.72780497097891
"0","0","6","2","0","2","1","4","3","1","North West",0.625573636254034,-1.20741027342236
"2","2","5","1","1","7","1","4","4","1","North West",0.391434800789642,0.839420258271681
"1","2","3","2","1","5","1","2","1","2","North West",0.888448469906134,0.839420258271681
"2","0","5","2","1","6","1","0","4","2","North West",0.45552703217282,0.839420258271681
"2","1","5","2","1","3","1","3","3","2","North West",0.419746789630917,0.322001889012642
"1","0","5","2","0","3","1","1","3","2","North West",0.71908769116201,0.322001889012642
"2","1","5","1","1","4","3","4","1","1","North West",0.782109092704748,0.0665939642829392
"0","0","5","1","1","4","3","3","1","2","North West",1.66381156160779,-1.20741027342236
"1","0","6","2","1","6","1","4","1","2","North West",0.645579878636425,-0.247353298644551
"1","0","8","1","1","4","1","4","6","2","North West",0.393720766045094,0.839420258271681
"0","0","6","2","1","1","3","2","1","2","North West",1.64560454939603,-1.20741027342236
"0","1","5","2","1","2","1","3","3","1","North West",0.748624565882347,-1.20741027342236
"2","0","5","2","1","5","4","4","3","2","North West",0.373967004707003,-0.640977892727688
"2","1","14","1","0","1","2","4","3","2","North West",0.908052911653963,0.292189428889772
"1","1","9","2","0","4","1","2","1","2","North West",1.7748171908946,-0.72780497097891
"0","0","4","1","1","2","3","3","3","2","North West",0.819313497238657,-1.20741027342236
"2","1","5","1","1","3","3","5","1","1","North West",1.25302087810703,0.322001889012642
"2","1","2","2","1","6","1","4","1","2","North West",0.563626596569784,0.322001889012642
"2","0","6","2","1","5","1","2","1","2","North West",1.1634962703109,-0.00996496915823546
"0","0","5","1","1","3","3","3","1","2","North West",0.786987600884858,-0.00996496915823546
"2","2","15","1","1","3","1","5","1","1","North West",0.837765251754463,0.322001889012642
"2","1","13","2","0","4","1","1","1","2","North West",1.33111289317095,-0.290903410526972
"1","2","5","2","1","7","1","0","1","2","North West",0.997737253281627,0.292189428889772
"0","2","8","1","1","5","1","4","6","2","North West",0.612146379697134,0.839420258271681
"1","1","6","1","0","5","1","2","1","2","North West",0.486170141997134,0.0665939642829392
"2","1","14","2","0","2","1","4","3","2","North West",0.730321291054362,-0.0781367647476091
"1","1","9","2","1","3","1","4","1","2","North West",0.668309755242114,0.322001889012642
"1","0","10","1","0","2","1","0","3","1","North West",1.63862699447731,-1.20741027342236
"1","1","11","2","0","3","1","3","1","2","North West",0.839493579261834,-0.290903410526972
"2","1","12","2","1","4","1","3","1","1","North West",0.44370429772365,-0.72780497097891
"1","2","5","1","1","7","1","0","1","2","North West",1.09194866902074,0.839420258271681
"1","2","5","2","0","4","1","0","6","2","North West",0.508220457335051,-1.20741027342236
"0","0","3","2","0","4","1","2","6","2","North West",0.760130409310127,-1.20741027342236
"0","2","7","1","1","2","3","0","1","2","North West",1.63862699447731,-1.20741027342236
"1","2","8","2","1","5","1","4","1","1","North West",0.747934009414005,0.839420258271681
"2","2","15","1","1","3","1","4","1","1","North West",0.837765251754463,0.839420258271681
"1","0","5","2","1","3","1","3","6","2","North West",0.71908769116201,-0.673286815884438
"2","2","11","2","1","6","1","5","1","1","North West",0.645579878636425,0.839420258271681
"1","2","5","2","0","5","1","4","1","2","North West",0.747934009414005,0.37240049774067
"1","2","6","1","0","5","1","2","1","2","North West",0.972340283994269,-1.20741027342236
"1","2","5","2","1","7","1","2","4","1","North West",0.498868626640813,0.839420258271681
"1","2","7","1","0","6","1","0","1","2","North West",0.997080413401538,-0.640977892727688
"0","2","14","2","1","6","1","0","4","1","North West",0.45552703217282,-1.20741027342236
"1","2","9","1","0","4","1","0","1","2","North West",0.485601109655435,0.839420258271681
"2","0","3","2","0","3","1","4","1","2","North West",0.572456217355072,-0.640977892727688
"1","1","7","1","0","4","1","4","2","2","North West",0.782109092704748,0.839420258271681
"2","1","5","1","1","6","1","0","1","2","North West",0.870505817341926,0.839420258271681
"1","2","5","1","0","1","1","3","3","2","North West",0.525638354585757,-0.0781367647476091
"2","1","9","1","1","4","1","0","6","1","North West",0.485601109655435,-0.290903410526972
"2","1","11","2","1","5","1","4","1","2","North West",0.652987359326016,-0.72780497097891
"0","0","9","1","1","7","1","0","1","2","North West",1.63319554879937,0.37240049774067
"1","1","12","1","0","5","1","3","1","2","North West",0.848906329194979,-0.247353298644551
"2","2","13","2","0","4","1","4","1","1","North West",1.22426595191406,0.292189428889772
"0","2","4","1","0","1","1","3","3","2","North West",1.20413602631723,-0.72780497097891
"2","2","9","1","1","3","1","4","1","2","North West",0.837765251754463,0.322001889012642
"2","2","13","2","1","4","1","4","1","1","North West",0.81853981153863,0.322001889012642
"1","2","9","2","1","6","1","0","1","2","North West",0.91105406434564,-0.290903410526972
"1","2","8","1","1","4","1","3","1","1","North West",1.11241842505299,0.37240049774067
"1","0","6","2","1","5","1","2","3","2","North West",0.775664180207263,-0.673286815884438
"0","1","1","2","0","1","1","3","3","1","North West",1.4408615981762,0.322001889012642
"2","1","5","1","0","6","1","4","3","1","North West",0.30842354032828,0.839420258271681
"1","0","7","1","1","3","1","3","3","2","North West",0.52617707901163,-0.317754884940321
