"eu_vote","party_id","income","gender","religion","age","ethnic_group","education","marital_status","social_class","region","wt_vote","ability"
"2","1","12","2","1","2","1","4","1","2","Scotland",1.04630562857517,0.839420258271681
"2","1","4","1","0","6","1","4","3","4","Scotland",0.385774582986124,0.839420258271681
"1","1","7","1","0","6","1","2","1","2","Scotland",1.73721673745823,-0.317754884940321
"1","1","4","1","0","6","1","2","6","2","Scotland",0.544412106667728,-1.20741027342236
"1","4","11","1","1","4","1","4","6","2","Scotland",0.571172863709125,0.839420258271681
"2","1","4","2","0","3","1","4","2","2","Scotland",1.25387762324985,-0.290903410526972
"2","3","9","1","1","5","1","4","3","2","Scotland",0.446937613966935,0.839420258271681
"2","1","4","2","1","7","1","3","4","2","Scotland",1.08954149065443,0.322001889012642
"2","0","7","2","1","3","1","4","1","2","Scotland",1.43205060348448,-0.290903410526972
"2","4","7","2","0","4","1","4","3","2","Scotland",0.521893070941888,-0.317754884940321
"2","0","7","2","1","4","1","3","1","2","Scotland",1.10996612153081,-0.317754884940321
"2","1","5","1","0","6","1","3","1","1","Scotland",0.623571534575794,0.839420258271681
"0","1","14","2","1","2","3","0","1","2","Scotland",0.546582465125467,-1.20741027342236
"2","4","5","2","0","5","1","0","1","1","Scotland",1.66208909664155,0.839420258271681
"1","4","5","2","0","5","1","0","3","4","Scotland",1.13293231140793,-0.0358248190498095
"2","0","4","2","0","1","1","0","3","2","Scotland",1.02915686676772,-0.72780497097891
"2","1","10","2","0","2","1","0","1","2","Scotland",1.09316493025093,0.322001889012642
"1","2","7","1","1","6","1","3","1","1","Scotland",0.623571534575794,0.839420258271681
"1","2","6","1","0","6","1","0","1","2","Scotland",0.623571534575794,-0.673286815884438
"2","0","13","1","0","4","1","0","1","2","Scotland",2.08108697106439,-0.290903410526972
"0","1","5","2","0","4","1","4","1","2","Scotland",0.446927827687346,-0.0781367647476091
"0","2","5","2","0","8","1","0","3","2","Scotland",0.93327202767747,-0.673286815884438
"0","4","15","1","0","2","1","0","2","2","Scotland",2.04958624361633,-0.317754884940321
"2","1","13","2","0","5","1","0","1","2","Scotland",0.48509838992548,0.292189428889772
"1","1","6","1","0","7","1","0","3","2","Scotland",0.596210764231715,-0.00996496915823546
"1","1","9","1","0","4","1","3","1","2","Scotland",1.82216213498682,-0.290903410526972
"1","4","4","2","0","5","1","3","1","1","Scotland",1.13293231140793,-0.290903410526972
"2","1","6","2","1","6","1","0","1","2","Scotland",0.994882370152154,-1.20741027342236
"1","2","4","2","0","5","1","0","1","4","Scotland",1.11126679117259,0.839420258271681
"1","1","6","2","1","6","1","4","1","2","Scotland",0.70498125733258,0.292189428889772
"0","0","7","2","0","2","1","4","3","4","Scotland",1.56492859394679,-1.20741027342236
"2","1","4","2","0","6","1","0","1","2","Scotland",0.994882370152154,0.0665939642829392
"2","2","9","2","1","6","1","0","1","1","Scotland",1.13954175280091,-0.640977892727688
"1","1","4","2","1","4","1","2","3","2","Scotland",0.554983060765407,-0.398214868178642
"1","0","9","2","1","6","1","0","4","2","Scotland",0.580879264188356,-1.20741027342236
"2","4","9","2","0","5","1","1","1","4","Scotland",1.13293231140793,0.322001889012642
"1","0","12","2","1","5","1","3","1","4","Scotland",1.69939846711189,0.839420258271681
"1","7","4","2","1","5","1","3","1","2","Scotland",0.555633395586296,-0.72780497097891
"1","4","3","2","1","6","1","3","4","1","Scotland",0.852189563092975,0.839420258271681
"0","4","5","2","1","8","1","0","4","2","Scotland",0.93327202767747,-0.247353298644551
"0","1","2","2","0","4","1","0","1","2","Scotland",1.10996612153081,-1.20741027342236
"2","1","5","2","0","2","1","0","1","2","Scotland",1.87275153776548,-1.20741027342236
"0","4","3","2","0","5","1","4","4","1","Scotland",0.476875494059622,-0.317754884940321
"2","4","12","2","0","2","1","4","1","2","Scotland",1.06670465061768,-0.640977892727688
"0","0","4","2","0","6","1","0","1","2","Scotland",1.70437912618595,-1.20741027342236
"0","0","2","2","0","2","1","3","3","1","Scotland",0.93637576888274,-1.20741027342236
"2","4","12","1","0","4","1","4","1","1","Scotland",1.14234572741825,0.839420258271681
"2","2","11","1","0","6","1","3","1","1","Scotland",1.24714306915159,0.839420258271681
"2","4","14","2","0","1","1","4","3","2","Scotland",1.61582410795374,-1.20741027342236
"1","2","6","1","1","7","1","4","1","1","Scotland",1.12158974496039,0.839420258271681
"0","1","6","1","0","1","1","4","3","4","Scotland",1.94577096912014,-1.20741027342236
"2","4","6","1","0","1","1","4","2","2","Scotland",1.2971806460801,-0.72780497097891
"1","3","8","2","0","4","1","3","1","1","Scotland",1.1806324049487,-1.20741027342236
"2","0","6","2","0","4","1","3","3","2","Scotland",1.90153443770581,-0.317754884940321
"2","3","14","1","0","5","1","4","1","1","Scotland",0.521904498718794,0.839420258271681
"1","1","8","1","1","4","1","3","1","2","Scotland",3.12163045659658,-0.640977892727688
"2","2","14","1","0","4","1","5","1","4","Scotland",1.12050019064265,0.839420258271681
"2","2","14","1","0","4","1","4","1","2","Scotland",1.12050019064265,-0.317754884940321
"1","0","10","1","0","4","1","3","1","2","Scotland",2.08108697106439,-0.72780497097891
"1","1","3","1","0","4","1","3","1","2","Scotland",1.21477475665788,-0.72780497097891
"1","2","6","1","0","7","1","3","1","1","Scotland",1.36580379690008,0.839420258271681
"2","0","11","2","0","2","1","4","1","2","Scotland",1.04630562857517,-0.290903410526972
"2","0","2","2","0","4","1","0","6","2","Scotland",0.950767218852904,0.322001889012642
"0","1","14","1","0","1","1","2","3","2","Scotland",2.25267016378182,-1.20741027342236
"1","4","1","2","0","3","1","3","2","1","Scotland",1.22616130206127,-1.20741027342236
"1","1","3","2","1","6","1","1","1","2","Scotland",0.497441185076077,-0.72780497097891
"2","4","6","1","0","5","1","2","1","2","Scotland",1.23990953075427,0.839420258271681
"0","4","3","1","0","5","1","3","3","2","Scotland",0.909515992763752,0.839420258271681
"2","4","6","1","1","5","1","0","5","2","Scotland",0.619954765377137,0.322001889012642
"1","1","3","2","1","6","1","1","1","2","Scotland",0.994882370152154,-0.72780497097891
"1","0","5","1","0","8","1","0","1","1","Scotland",1.36580379690008,0.839420258271681
"0","4","4","1","0","4","1","0","3","2","Scotland",1.0405434855322,-1.20741027342236
"2","4","10","2","0","3","1","2","1","2","Scotland",1.22616130206127,-0.673286815884438
"2","1","13","1","0","4","1","5","1","2","South East",2.00401892691645,0.839420258271681
"2","2","14","2","1","4","1","4","1","1","South East",1.04868316329452,0.292189428889772
"1","0","6","2","0","2","1","4","3","2","South East",0.935660832775606,-0.640977892727688
"2","0","7","2","0","5","1","4","1","1","South East",0.889844741233112,0.322001889012642
"1","2","13","1","1","2","1","4","2","2","South East",1.17290541845086,-0.290903410526972
"0","2","6","2","0","4","1","0","1","2","South East",1.94770236197382,0.839420258271681
"1","2","8","1","0","7","1","0","4","2","South East",0.699482278223841,0.292189428889772
"2","1","14","2","0","4","1","5","1","1","South East",1.37333676691447,0.839420258271681
"1","0","7","2","0","5","1","0","4","2","South East",0.569123785252421,-0.673286815884438
"2","1","4","1","0","5","1","4","5","1","South East",0.457788946188427,0.839420258271681
"1","7","5","2","1","5","1","0","1","2","South East",2.50131976851451,-1.20741027342236
"1","2","5","2","1","7","1","1","1","2","South East",1.27826434848829,0.292189428889772
"2","3","5","1","1","6","1","5","1","4","South East",0.790281839310855,0.839420258271681
"1","2","3","1","1","6","1","4","4","2","South East",0.452595793931545,0.292189428889772
"2","2","9","2","1","4","1","5","1","1","South East",1.57302474494177,-1.20741027342236
"1","1","13","1","1","4","1","4","2","1","South East",1.00200946345822,0.322001889012642
"2","6","7","2","1","2","1","3","1","2","South East",1.11970620907898,-0.0781367647476091
"2","3","14","2","0","5","1","5","1","1","South East",0.418291718934322,0.839420258271681
"2","6","12","2","0","4","1","5","1","1","South East",0.915557844609648,0.839420258271681
"1","2","13","2","0","7","1","0","1","1","South East",1.27826434848829,-0.0358248190498095
"2","3","9","2","0","5","1","4","1","1","South East",0.889844741233112,0.839420258271681
"2","2","6","2","0","7","1","5","4","1","South East",0.455066746919634,0.0665939642829392
"1","6","7","2","0","5","1","4","1","1","South East",1.24622866262732,0.839420258271681
"1","2","13","1","0","4","1","4","3","2","South East",1.14770515044674,0.839420258271681
"2","3","15","1","0","5","1","5","1","1","South East",1.04870612607732,0.839420258271681
"2","2","11","1","0","6","1","2","1","1","South East",1.91613424401334,0.839420258271681
"0","2","14","1","0","7","1","1","2","1","South East",0.606478518302075,0.839420258271681
"1","2","14","2","1","2","3","5","1","1","South East",1.07170919637988,-0.290903410526972
"2","1","13","2","0","4","1","4","1","1","South East",0.915557844609648,0.322001889012642
"1","2","3","2","1","7","1","0","4","4","South East",0.639132174244147,-0.317754884940321
"1","1","5","2","1","4","1","4","6","4","South East",0.457778922304824,-1.20741027342236
"0","0","11","1","0","1","1","2","3","2","South East",4.61472683507047,-1.20741027342236
"1","1","3","2","1","8","1","0","4","4","South East",0.557997397453506,-1.20741027342236
"2","1","5","1","0","5","1","2","1","2","South East",1.08758763115936,0.839420258271681
"1","2","15","1","1","6","1","5","1","1","South East",1.35386846840925,0.839420258271681
"2","0","5","2","1","6","1","1","1","1","South East",1.16720902839705,0.839420258271681
"2","1","13","2","1","2","1","4","2","2","South East",0.935660832775606,-0.290903410526972
"1","2","8","1","1","3","4","5","1","2","South East",1.07331409165873,0.0665939642829392
"2","1","12","1","0","5","1","4","1","1","South East",0.973868398347091,0.839420258271681
"1","2","13","2","1","3","1","5","1","1","South East",0.980710434566872,-0.290903410526972
"2","0","11","1","1","1","1","4","3","1","South East",1.55115208229491,-0.290903410526972
"2","6","12","1","0","3","1","5","1","1","South East",0.930605335184231,0.292189428889772
"2","2","2","2","1","6","1","0","1","2","South East",1.16720902839705,-0.72780497097891
"1","2","15","2","1","3","1","2","1","1","South East",1.23191395378586,-0.640977892727688
"0","1","11","2","1","4","1","0","6","2","South East",0.568457660757591,-0.640977892727688
"0","1","5","1","1","4","3","3","1","1","South East",2.13161430507953,-1.20741027342236
"1","1","4","2","1","6","1","2","4","2","South East",0.509518708630208,-1.20741027342236
"0","0","5","1","1","1","4","4","3","2","South East",1.32867528359106,-0.673286815884438
"1","0","9","1","0","3","1","0","3","1","South East",1.00825962908042,-0.290903410526972
"0","1","6","1","1","1","1","0","3","2","South East",0.673428567145388,-1.20741027342236
"2","2","11","1","0","3","1","3","2","2","South East",1.34823752221353,-0.290903410526972
"2","2","9","1","0","4","1","2","1","2","South East",1.42518965656519,0.839420258271681
"2","2","6","2","0","7","1","2","1","2","South East",1.27826434848829,0.0665939642829392
"2","1","2","1","1","2","3","3","2","4","South East",1.40361703054933,-1.20741027342236
"1","2","13","1","1","4","1","4","1","1","South East",1.72155772567011,-0.290903410526972
"2","2","8","2","1","6","1","4","3","1","South East",0.41354662274468,0.292189428889772
"1","2","5","1","0","5","1","3","3","1","South East",0.622863341797074,0.839420258271681
"2","3","12","1","0","3","1","4","3","1","South East",1.49508043680006,0.839420258271681
"2","2","6","2","0","5","1","3","1","1","South East",1.70244345574168,0.839420258271681
"1","7","2","1","1","6","1","0","3","2","South East",0.561431986956629,-1.20741027342236
"1","0","3","1","1","2","3","0","1","2","South East",1.40361703054933,-1.20741027342236
"0","0","6","1","1","2","1","4","1","2","South East",1.75428018085732,-1.20741027342236
"1","1","4","1","1","6","1","0","1","2","South East",1.11526010259713,0.37240049774067
"1","0","6","1","1","7","1","1","4","2","South East",0.699482278223841,0.839420258271681
"2","1","6","1","1","5","1","3","1","2","South East",1.08758763115936,-0.317754884940321
"2","1","8","1","1","5","1","1","3","2","South East",1.08758763115936,0.839420258271681
"1","0","5","1","0","6","1","5","6","4","South East",0.90519158786309,0.839420258271681
"2","2","15","1","1","5","1","3","1","1","South East",1.24572668359415,0.839420258271681
"2","2","13","1","1","6","1","3","1","1","South East",1.27742282934222,0.839420258271681
"1","2","11","2","1","6","1","4","4","1","South East",0.41354662274468,0.0665939642829392
"1","3","5","1","0","7","1","0","1","2","South East",1.17420881723702,0.322001889012642
"0","0","7","2","0","4","1","3","6","4","South East",1.13691532151518,-0.290903410526972
"1","2","10","1","0","4","1","2","1","1","South East",1.42518965656519,0.839420258271681
"2","0","15","1","1","3","1","4","1","1","South East",1.07331409165873,0.839420258271681
"1","2","12","2","1","5","1","4","1","4","South East",0.958225601090158,0.839420258271681
"2","2","14","2","0","4","1","3","2","1","South East",1.30222679296999,-0.290903410526972
"2","1","15","2","1","3","1","5","1","1","South East",0.856213929131299,0.322001889012642
"1","2","6","2","1","6","1","0","1","2","South East",1.16720902839705,0.839420258271681
"1","2","3","1","0","6","1","5","3","1","South East",0.452595793931545,0.839420258271681
"1","7","5","2","0","4","1","1","3","2","South East",0.973851180986912,-1.20741027342236
"1","7","5","1","1","7","1","0","1","2","South East",1.2297000375557,-0.398214868178642
"0","0","3","1","1","5","1","2","6","2","South East",0.931598404021644,0.322001889012642
"1","0","4","1","0","4","1","3","1","2","South East",2.13161430507953,-0.290903410526972
"0","2","4","1","0","4","1","1","6","2","South East",2.13161430507953,-0.0781367647476091
"2","1","3","2","1","8","1","0","4","2","South East",0.955931218823781,-0.640977892727688
"2","3","10","1","0","2","1","4","2","1","South East",1.02401067780495,0.839420258271681
"1","2","2","2","0","5","1","1","1","2","South East",1.13824757050484,-1.20741027342236
"2","3","13","2","1","4","1","4","1","1","South East",0.973847074233543,-0.00996496915823546
"1","2","15","1","1","5","1","3","1","2","South East",1.24572668359415,0.839420258271681
"2","2","15","2","1","5","1","5","1","1","South East",0.889844741233112,0.839420258271681
"1","2","10","1","0","2","1","3","2","2","South East",2.09934876203288,-0.290903410526972
"1","7","4","2","1","7","1","0","4","2","South East",0.955931218823781,-1.20741027342236
"1","0","3","2","0","2","1","2","3","2","South East",0.559853104539488,-0.72780497097891
"1","0","5","2","0","6","1","0","1","2","South East",1.16720902839705,-1.20741027342236
"1","6","4","2","0","4","1","3","1","2","South East",0.973851180986912,-0.673286815884438
"2","1","13","1","0","6","1","4","1","1","South East",0.790281839310855,0.839420258271681
"2","1","5","1","1","6","1","4","3","2","South East",0.395140919655428,0.839420258271681
"1","2","7","1","0","2","1","0","1","1","South East",1.40361703054933,0.839420258271681
"1","1","6","1","0","4","1","3","2","2","South East",2.13161430507953,0.322001889012642
"2","2","12","2","0","2","1","5","3","1","South East",0.467830416387803,-0.72780497097891
"0","2","12","2","1","5","1","2","2","2","South East",1.13824757050484,0.0665939642829392
"1","2","13","2","0","2","1","5","2","2","South East",1.07170919637988,-0.290903410526972
"0","0","5","1","0","2","2","0","1","1","South East",3.14902314304932,-1.20741027342236
"0","3","2","2","0","1","1","2","2","2","South East",2.1082881492943,-1.20741027342236
"2","6","7","1","0","3","1","4","6","1","South East",0.468530997132188,0.839420258271681
"1","1","4","2","0","2","1","4","3","4","South East",0.467830416387803,-0.290903410526972
"1","0","8","1","0","1","1","4","2","2","South East",1.32867528359106,-0.72780497097891
"1","1","6","1","0","5","1","5","3","1","South East",0.454634632840655,0.839420258271681
"1","1","10","2","0","1","1","4","3","1","South East",0.708660700781349,-0.72780497097891
"2","2","12","2","0","5","1","2","1","2","South East",0.569123785252421,-0.72780497097891
"2","2","14","1","0","1","1","5","3","2","South East",1.77669503023639,0.322001889012642
"1","0","6","2","1","5","1","0","1","2","South East",1.13824757050484,-0.72780497097891
"1","2","8","1","1","1","1","4","3","2","South East",0.888347515118195,0.322001889012642
"0","1","8","1","0","1","1","2","2","1","South East",1.34685713429078,-0.72780497097891
"1","0","7","1","0","3","1","2","1","2","South East",1.00825962908042,-0.72780497097891
"2","0","13","1","0","3","1","4","5","1","South East",0.498360145600022,0.839420258271681
"0","0","9","1","0","2","1","3","3","1","South East",1.04967438101644,0.37240049774067
"2","2","14","2","0","4","1","2","1","2","South East",1.95334018945499,-0.290903410526972
"0","0","9","2","0","3","1","4","2","1","South East",1.46681978909513,-0.72780497097891
"1","2","4","2","0","4","1","2","1","2","South East",1.12908160861364,0.292189428889772
"1","2","14","2","1","4","1","4","1","2","South East",1.04868316329452,-1.20741027342236
"1","3","10","1","0","6","1","0","1","1","South East",1.27742282934222,0.322001889012642
"1","2","10","1","1","5","1","1","3","1","South East",0.931598404021644,0.839420258271681
"2","3","11","2","0","3","1","0","5","2","South East",1.07552836142557,-0.72780497097891
"2","1","15","2","0","3","1","3","2","2","South East",0.537764180712783,-1.20741027342236
"2","1","4","2","0","5","1","4","5","1","South East",0.836583437868644,0.839420258271681
"2","1","11","1","0","5","1","5","3","1","South East",0.457788946188427,0.839420258271681
"1","0","7","1","1","7","1","3","4","4","South East",0.649565849790604,0.839420258271681
"1","2","3","2","1","6","1","0","6","4","South East",0.583604514198526,-0.72780497097891
"2","3","7","1","1","7","1","0","1","1","South East",1.29913169958121,-0.317754884940321
"2","2","6","1","1","3","1","0","1","2","South East",1.25202464608539,0.322001889012642
"2","3","7","2","1","5","1","5","1","2","South East",0.444922370616556,0.839420258271681
"2","1","6","1","0","5","1","3","2","1","South East",1.08758763115936,0.839420258271681
"0","3","3","2","1","5","1","0","3","2","South East",0.851221727870842,-0.290903410526972
"2","0","15","2","1","4","2","5","1","1","South East",0.973847074233543,0.37240049774067
"2","1","5","2","0","6","1","5","5","1","South East",0.384035123968101,0.839420258271681
"2","1","13","1","0","5","1","5","6","1","South East",0.457788946188427,0.839420258271681
"0","1","6","2","0","1","1","3","3","1","South East",1.96350373046302,-0.72780497097891
"2","6","8","2","1","8","1","0","4","1","South East",0.557997397453506,-0.72780497097891
"2","2","14","2","0","6","1","4","1","1","South East",0.82709324548936,0.839420258271681
"2","2","13","2","1","5","1","2","2","1","South East",1.13824757050484,0.322001889012642
"2","2","14","2","1","5","1","3","4","1","South East",0.569123785252421,0.839420258271681
"1","2","10","2","1","6","1","4","1","1","South East",0.82709324548936,0.839420258271681
"1","0","14","2","0","1","1","3","2","1","South East",3.16243222394144,-1.20741027342236
"2","2","5","1","0","6","1","4","1","1","South East",0.90519158786309,0.839420258271681
"2","2","13","2","1","5","1","4","1","1","South East",0.716594942072465,0.292189428889772
"2","1","15","2","0","5","1","4","1","2","South East",0.418291718934322,0.322001889012642
"2","1","7","1","1","6","1","5","1","1","South East",0.395140919655428,0.292189428889772
"2","1","12","1","0","2","2","2","2","2","South East",1.22543455271078,-0.640977892727688
"0","0","2","1","0","4","1","3","2","2","South East",4.26322861015906,-0.72780497097891
"2","3","14","2","1","4","1","4","1","2","South East",1.46077061135031,0.839420258271681
"1","2","5","1","0","3","1","2","3","2","South East",0.674118761106763,-0.290903410526972
"1","2","8","2","1","3","1","4","2","1","South East",0.980710434566872,-0.317754884940321
"1","2","9","2","1","2","1","3","1","2","South East",1.91822063338316,-0.398214868178642
"1","0","4","2","0","6","1","1","4","1","South East",0.872880128791242,-0.673286815884438
"2","3","11","1","1","4","1","3","5","2","South East",0.622134318446348,0.839420258271681
"2","2","13","2","0","3","1","4","1","1","South East",0.980710434566872,0.839420258271681
"0","1","3","2","1","6","1","0","6","2","South East",0.872880128791242,-1.20741027342236
"1","0","12","2","0","4","1","4","4","2","South East",0.524341581647258,0.322001889012642
"0","6","3","1","0","1","1","3","3","2","South East",1.33757685465186,-0.247353298644551
"1","2","9","2","1","2","1","4","1","2","South East",1.07170919637988,-1.20741027342236
"1","2","15","1","0","4","1","4","1","1","South East",1.14770515044674,0.839420258271681
"2","0","14","2","0","2","1","4","1","1","South East",0.935660832775606,0.292189428889772
"0","0","10","1","0","2","1","4","3","1","South East",0.512005338902473,0.839420258271681
"1","3","5","2","1","3","1","5","3","1","South East",0.455362506427994,0.322001889012642
"1","6","10","1","0","2","1","4","3","4","South East",0.544602292709003,0.292189428889772
"2","0","11","1","1","3","3","4","1","2","South East",1.60532435882056,-0.72780497097891
"1","2","8","1","0","4","1","4","6","1","South East",1.14770515044674,0.839420258271681
"2","2","14","1","1","4","3","5","1","1","South East",1.14770515044674,-0.247353298644551
"2","2","11","2","0","4","3","3","1","2","South East",2.60445358593999,-0.72780497097891
"1","0","4","1","0","1","1","2","2","2","South East",1.43260514599038,-0.317754884940321
"2","1","13","1","1","2","3","5","1","2","South East",1.75428018085732,-1.20741027342236
"0","0","14","2","1","2","1","5","1","1","South East",0.935660832775606,-0.72780497097891
"1","2","9","1","1","6","1","2","1","2","South East",1.27742282934222,0.292189428889772
"2","2","14","1","0","5","1","5","1","1","South East",1.04870612607732,0.322001889012642
"2","0","13","1","0","2","1","5","1","1","South East",1.08920458541801,0.839420258271681
"2","0","15","2","1","2","1","5","1","1","South East",1.07170919637988,0.322001889012642
"1","0","1","2","0","6","1","0","4","2","South East",0.583604514198526,-1.20741027342236
"1","2","9","2","1","4","1","3","1","1","South East",1.30222679296999,0.322001889012642
"2","2","6","2","1","6","1","4","6","1","South East",0.41354662274468,0.839420258271681
"1","0","13","2","1","4","3","4","1","1","South East",1.57302474494177,-0.290903410526972
"2","3","7","2","1","4","4","5","3","1","South East",0.973847074233543,-0.0781367647476091
"2","2","13","1","1","3","3","5","1","1","South East",1.07331409165873,0.0665939642829392
"2","0","2","1","0","3","1","3","3","1","South East",0.674118761106763,0.0665939642829392
"2","0","15","2","0","1","1","5","3","1","South East",1.06299105117202,-0.0781367647476091
"2","1","8","1","0","2","1","4","3","1","South East",0.512005338902473,-0.290903410526972
"2","2","6","2","1","4","1","4","1","2","South East",1.04868316329452,-0.72780497097891
"2","0","14","2","0","3","1","5","1","1","South East",0.856213929131299,-0.290903410526972
"1","2","14","2","1","4","1","4","1","1","South East",1.04868316329452,-0.640977892727688
"1","0","8","1","0","2","1","3","2","2","South East",2.09934876203288,0.37240049774067
"0","6","5","1","0","2","1","0","3","2","South East",3.14902314304932,-1.20741027342236
"1","7","13","1","0","4","1","4","1","1","South East",1.14770515044674,0.839420258271681
"2","0","5","2","1","5","1","2","1","1","South East",0.528509994766775,-0.0781367647476091
"1","2","7","2","1","4","1","1","1","2","South East",1.30222679296999,-1.20741027342236
"1","0","5","1","0","5","1","2","1","2","South East",1.86859002539122,-1.20741027342236
"1","0","13","2","1","3","3","1","1","2","South East",3.68507502762234,-1.20741027342236
"1","0","13","1","0","3","1","2","1","2","South East",1.17708520844536,-0.290903410526972
"1","0","1","1","1","6","1","5","1","1","South East",0.90519158786309,0.839420258271681
"1","3","11","1","1","6","1","0","2","1","South East",1.27742282934222,0.839420258271681
"1","2","13","1","1","7","1","3","1","1","South East",0.699482278223841,0.839420258271681
"1","2","10","2","0","7","1","2","1","1","South East",1.91739652273244,0.839420258271681
"2","3","5","2","1","7","1","4","1","1","South East",0.974794025687379,0.839420258271681
"2","2","7","1","1","8","1","1","1","1","South East",1.39896455644768,-0.72780497097891
"1","2","11","1","1","2","1","4","1","1","South East",1.17290541845086,0.839420258271681
"2","0","15","1","0","2","1","3","3","1","South East",0.612717276355388,0.839420258271681
"1","2","10","1","1","7","1","4","1","1","South East",1.71825806053287,0.839420258271681
"2","2","13","1","0","6","1","4","1","1","South East",0.90519158786309,0.839420258271681
"2","3","9","1","0","2","1","4","1","1","South East",0.544602292709003,0.322001889012642
"1","2","5","2","1","7","1","0","1","1","South East",1.27826434848829,0.839420258271681
"0","2","2","2","0","4","1","1","3","2","South East",0.651113396484997,-0.72780497097891
"1","2","5","2","1","8","1","0","4","1","South East",0.561801837686855,-0.0781367647476091
"0","2","13","1","0","4","1","3","2","2","South East",2.13161430507953,-1.20741027342236
"1","2","13","2","1","7","1","1","1","1","South East",1.91739652273244,0.839420258271681
"2","1","4","2","0","1","1","4","3","1","South East",1.21403951079696,-0.673286815884438
"2","2","11","2","1","4","1","2","2","1","South East",1.30222679296999,-0.398214868178642
"2","1","7","2","0","4","1","3","6","1","South East",0.568457660757591,0.839420258271681
"0","0","2","2","0","7","1","0","4","2","South East",0.557997397453506,-1.20741027342236
"1","0","8","2","0","7","1","0","1","2","South East",1.27826434848829,0.0665939642829392
"1","1","7","1","1","5","1","4","1","2","South East",0.915577892376854,-0.640977892727688
"1","2","10","2","1","3","1","2","1","2","South East",1.23191395378586,0.322001889012642
"1","1","3","1","1","6","1","2","6","2","South East",0.557630051298566,-0.247353298644551
"2","1","4","2","1","7","1","0","4","1","South East",0.557997397453506,-0.317754884940321
"0","2","12","2","1","3","3","5","2","2","South East",1.46681978909513,-0.72780497097891
"2","0","13","2","0","2","1","5","1","1","South East",0.935660832775606,0.839420258271681
"2","1","11","1","1","4","1","5","1","1","South East",1.00200946345822,0.839420258271681
"1","2","11","2","1","5","1","3","1","1","South East",1.70737135575726,0.839420258271681
"1","7","3","1","1","7","1","3","6","2","South East",0.61485001877785,-0.290903410526972
"1","0","13","2","0","3","1","5","1","1","South East",0.490355217283436,0.839420258271681
"2","0","13","2","1","4","1","3","1","1","South East",1.30222679296999,0.322001889012642
"2","1","5","2","0","5","1","4","3","2","South East",0.836583437868644,0.0665939642829392
"2","2","15","1","0","2","2","4","1","1","South East",1.17290541845086,0.839420258271681
"2","2","4","1","0","6","1","3","1","1","South East",1.91613424401334,-0.317754884940321
"1","2","5","1","0","6","1","2","1","2","South East",1.27742282934222,0.0665939642829392
"2","3","7","2","0","5","1","4","1","1","South East",0.444922370616556,0.322001889012642
"1","2","12","1","0","2","1","4","1","1","South East",1.17290541845086,-0.290903410526972
"1","3","6","1","1","6","1","5","6","1","South East",0.392418271396885,0.839420258271681
"0","9","6","1","1","6","1","3","1","1","South East",1.91060380218,0.839420258271681
"1","0","3","2","1","5","1","3","6","2","South East",0.569123785252421,-0.290903410526972
"1","7","8","2","0","2","1","4","2","2","South East",0.935660832775606,-1.20741027342236
"2","2","3","2","1","6","1","2","6","1","South East",0.583604514198526,0.292189428889772
"2","1","6","1","0","6","1","4","1","1","South East",0.90519158786309,0.322001889012642
"1","2","8","1","0","8","1","4","4","1","South East",0.574410579190085,0.839420258271681
"1","6","4","2","0","4","1","2","6","2","South East",0.651113396484997,0.0665939642829392
"1","2","9","1","1","6","1","4","1","1","South East",0.90519158786309,0.839420258271681
"2","2","4","2","1","7","1","0","4","4","South East",0.955931218823781,0.839420258271681
"2","2","9","1","0","6","1","4","1","1","South East",0.90519158786309,0.839420258271681
"2","3","13","2","0","4","1","4","1","2","South East",1.46077061135031,-0.0781367647476091
"0","1","7","2","0","1","1","3","3","2","South East",1.84597899496755,-0.72780497097891
"2","1","9","1","0","2","1","4","3","1","South East",2.72301146354501,-0.317754884940321
"2","2","13","2","1","3","1","3","1","1","South East",1.23191395378586,-0.00996496915823546
"2","0","8","1","0","2","1","0","5","2","South East",0.612717276355388,-1.20741027342236
"2","0","15","1","0","3","3","5","1","1","South East",1.60532435882056,0.0665939642829392
"1","0","15","2","0","2","1","5","2","1","South East",0.535854598189941,0.292189428889772
"2","3","4","1","0","1","1","3","3","1","South East",0.668788427325928,0.292189428889772
"2","1","13","1","1","3","3","5","1","1","South East",0.937061994264377,0.0665939642829392
"2","2","15","1","0","3","1","5","1","1","South East",1.07331409165873,0.839420258271681
"0","0","3","1","0","7","1","0","6","1","South East",1.0461950965916,-0.290903410526972
"2","1","4","2","1","7","1","0","4","2","South East",0.955931218823781,-0.72780497097891
"1","2","5","1","1","6","1","2","1","4","South East",0.638711414671112,-0.0358248190498095
"1","1","3","2","1","6","1","0","4","2","South East",0.872880128791242,0.322001889012642
"1","2","2","2","1","6","1","0","4","2","South East",0.583604514198526,0.292189428889772
"1","6","13","2","0","2","1","4","1","2","South East",1.07170919637988,-0.247353298644551
"1","2","12","1","0","2","1","1","1","2","South East",1.40361703054933,0.322001889012642
"2","2","1","1","1","6","1","4","6","2","South West",0.497892022518273,-0.247353298644551
"2","1","13","1","1","5","1","2","1","2","South West",1.27260577522846,0.839420258271681
"2","2","4","2","0","1","1","0","3","2","South West",0.775333701313544,-1.20741027342236
"1","0","5","2","1","6","1","1","4","1","South West",0.642012223315198,0.839420258271681
