"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","eu_nat_identity","free_move_protect_jobs","free_move_protect_services","part_in_W2","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schengen","mig_know_asylum","mig_know_syrians","gen_know_sum","mig_know_sum","gen_know_prop","mig_know_prop","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2"
"female",72,"uk",5,0,NA,8,4,4,4,3,3,NA,8,5,9,6,4,2,5,20,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",42,"uk",6,1,66,6,4,NA,3,4,3,7,5,4,8,4,3,6,3,35,4,5,5,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0313,1.0362,1.0206
"female",32,"sweden",3,1,NA,8,2,5,5,1,1,0,0,0,0,1,1,1,1,19,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",34,"germany",2,1,NA,5,5,3,3,5,3,6,5,3,5,1,2,3,4,45,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",39,"germany",6,1,NA,6,3,3,5,3,3,10,1,5,7,4,7,1,2,20,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",32,"germany",3,1,NA,1,3,4,3,3,3,5,4,0,10,3,4,1,1,30,NA,2,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",26,"germany",7,0,NA,5,3,4,4,3,3,3,6,3,9,5,5,2,2,10,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",49,"germany",2,1,NA,5,3,3,3,3,3,10,8,5,8,1,6,1,4,20,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",63,"germany",2,1,NA,7,4,4,4,4,4,7,7,7,7,5,5,5,5,20,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"female",24,"germany",7,0,NA,3,5,3,5,5,3,6,5,5,5,1,1,NA,NA,4,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",71,"germany",7,0,3,6,NA,2,4,1,3,6,5,6,7,4,4,3,4,10,1,3,3,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9771,0.973,0.9529
"female",18,"germany",3,0,NA,4,3,4,4,3,3,5,5,6,5,2,2,5,4,3,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",19,"sweden",2,NA,NA,5,5,5,5,5,5,10,10,10,6,1,1,7,7,100,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",30,"hungary",3,1,1,5,4,3,5,3,5,3,1,4,5,3,1,1,NA,5,3,3,2,1,1,0,0,1,0,1,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9945,1.0013,1.0213
"male",38,"hungary",8,1,NA,5,3,3,3,3,3,5,5,5,5,2,4,NA,4,15,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",52,"uk",2,1,NA,5,3,5,NA,4,4,5,5,0,5,1,1,1,1,15,NA,3,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",68,"uk",3,0,3,5,3,3,3,3,3,10,8,10,10,1,7,7,7,20,5,5,5,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9573,0.9584,0.9111
"female",18,"uk",3,1,1,5,3,4,3,3,3,5,5,5,6,4,4,4,4,45,2,3,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1
"male",38,"sweden",1,0,NA,7,3,4,4,3,3,6,6,7,6,4,6,5,5,25,4,4,3,1,0,1,1,0,0,1,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0997,1.1317,1.2101
"female",47,"germany",7,1,7,7,4,4,4,5,4,7,7,7,5,5,5,5,6,33,4,3,4,1,0,0,1,0,1,0,0,1,2,0.333333333333333,0.5,NA,1,NA,NA,2,0.9836,0.9843,1
"female",52,"sweden",1,1,NA,3,4,4,4,3,4,3,4,3,5,4,4,4,4,2,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"male",36,"sweden",3,0,NA,4,5,3,5,5,4,0,4,7,8,1,2,4,5,10,NA,5,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",36,"sweden",3,0,NA,4,4,4,4,4,4,2,6,8,8,2,3,4,6,11,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",51,"germany",4,0,1,4,5,5,5,5,3,8,8,3,7,3,5,5,4,25,1,3,4,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9709,0.9655,0.9437
"female",64,"sweden",8,1,NA,7,4,4,4,4,4,8,9,10,5,1,3,5,6,50,2,5,4,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.966,0.9541,0.9164
"male",55,"sweden",5,0,7,5,5,4,4,5,5,9,8,8,6,1,1,7,7,15,2,2,2,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1
"female",53,"sweden",5,1,4,4,5,4,5,4,5,6,2,4,8,5,7,3,5,50,2,3,3,1,0,0,1,0,0,1,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1
"female",57,"sweden",6,1,4,6,2,3,1,1,5,0,6,0,10,7,6,2,1,21,1,2,5,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.966,0.9541,0.9164
"female",45,"sweden",3,0,NA,5,NA,1,3,4,2,3,4,5,7,3,4,3,5,60,4,5,5,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1
"male",22,"germany",4,0,1,3,3,5,5,3,4,3,5,6,10,4,1,2,3,5,3,2,2,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1
"male",60,"uk",3,1,7,5,5,5,5,5,5,10,10,0,10,1,1,1,1,30,5,5,5,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1
"female",39,"spain",5,0,NA,4,3,5,3,4,4,9,9,5,7,3,4,7,5,20,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",71,"uk",7,0,1,3,5,4,5,5,4,10,10,10,8,1,1,7,7,3,3,1,2,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,1.0528,1.0514,1.0156
"female",22,"sweden",4,0,NA,8,5,5,5,5,3,10,10,10,5,1,NA,7,7,40,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",71,"sweden",3,0,NA,0,3,3,3,3,3,9,8,7,8,1,1,6,6,10,3,3,3,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9595,0.9311,0.8304
"male",30,"sweden",3,0,NA,5,3,3,3,3,3,5,5,5,5,5,5,5,5,0,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"female",70,"spain",7,0,NA,2,4,5,4,3,5,7,7,2,5,1,1,4,6,25,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",68,"sweden",4,1,NA,4,5,5,4,4,2,7,7,5,7,5,2,3,6,60,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",64,"hungary",2,0,NA,10,2,2,3,4,4,0,0,0,0,4,3,1,1,25,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",69,"sweden",6,1,NA,9,5,5,5,5,5,8,9,8,6,1,2,6,6,20,1,2,1,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0136,1.0081,0.998
"male",37,"uk",4,1,7,5,5,5,5,5,5,7,7,6,7,1,1,6,7,9,2,3,3,1,0,0,1,0,0,0,1,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1
"female",40,"uk",5,0,7,5,NA,NA,NA,NA,NA,NA,NA,7,NA,1,1,6,6,15,2,2,NA,1,0,0,1,0,0,0,1,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.8677,0.8704,0.83
"female",39,"uk",6,0,1,3,3,4,4,5,5,8,10,6,6,2,3,5,2,15,2,4,5,1,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1.0403,1.0452,1.0807
"female",75,"spain",5,0,NA,5,5,4,4,4,4,8,8,6,5,1,1,5,6,12,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",22,"spain",4,1,NA,3,4,5,3,3,4,9,8,10,4,1,1,6,7,9,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",23,"spain",4,0,NA,5,3,3,4,3,4,6,10,10,5,1,1,4,4,20,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",73,"spain",6,0,1,5,3,4,4,3,4,8,8,8,6,1,4,1,5,5,2,1,2,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1
"female",73,"spain",4,0,2,9,3,4,3,4,4,2,5,1,5,5,7,5,4,30,3,1,1,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1
"female",66,"spain",6,0,NA,10,3,5,5,4,5,10,10,0,0,1,5,6,7,50,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",77,"spain",4,0,2,10,4,4,5,4,3,5,6,4,5,3,1,6,6,35,1,4,2,1,0,1,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,0.8062,0.8013,0.7907
"male",78,"spain",6,0,3,9,5,5,4,4,5,9,5,3,2,NA,1,6,4,12,4,3,3,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1.0711,1.0782,1.0547
"male",57,"spain",7,0,2,2,2,4,4,3,3,5,5,7,8,1,4,5,4,7,3,2,2,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1.0893,1.0936,1.0673
"female",57,"spain",4,1,NA,0,4,4,4,4,5,9,10,10,10,3,2,6,3,10,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",48,"spain",4,1,2,8,5,5,5,5,5,10,10,8,8,1,2,6,6,30,3,2,2,1,0,0,1,1,1,0,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,0.9513,0.9437,0.9324
"female",75,"spain",5,0,NA,5,3,4,5,3,4,10,10,5,7,1,1,4,6,30,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",62,"spain",4,1,2,8,3,3,3,3,3,2,2,5,9,4,5,4,2,20,2,2,3,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1
"male",76,"sweden",3,0,NA,3,5,3,5,5,4,9,10,7,6,6,7,7,5,2,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",35,"sweden",6,1,NA,0,3,3,3,3,3,10,5,5,5,1,1,1,1,10,1,1,1,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,0.9122,0.9322,0.9673
"male",58,"spain",6,1,NA,4,4,3,4,4,3,8,8,5,6,1,2,4,6,10,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",73,"uk",7,0,3,5,4,5,5,3,4,10,10,7,1,2,NA,6,5,20,2,3,4,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0268,1.028,0.9963
"male",70,"uk",2,1,NA,7,4,5,5,4,4,8,5,10,5,2,1,5,5,3,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",63,"germany",3,1,3,9,2,4,4,2,3,6,2,0,10,7,7,1,1,8,4,5,4,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1
"female",57,"sweden",6,1,NA,6,5,5,5,5,5,10,5,4,6,1,1,7,7,30,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",57,"spain",6,1,1,5,4,1,4,3,3,4,1,6,9,4,6,1,3,10,1,2,3,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.8797,0.8705,0.8269
"male",75,"poland",8,0,NA,8,5,4,5,4,5,8,10,7,6,5,2,3,6,33,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",60,"poland",7,0,2,3,5,5,5,5,5,10,10,10,1,1,1,6,6,10,1,1,1,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1
"male",27,"poland",4,1,NA,3,3,3,3,4,2,3,5,6,2,5,3,4,4,10,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",29,"poland",7,1,NA,5,3,3,4,3,3,5,2,6,5,3,1,1,NA,10,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",23,"uk",3,0,NA,5,5,4,4,5,4,7,5,5,5,1,2,5,5,30,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",48,"spain",6,0,1,4,4,4,4,4,4,NA,NA,8,5,1,1,2,2,20,2,1,2,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9752,0.9689,0.9802
"female",47,"sweden",5,1,NA,5,3,3,4,3,3,NA,6,6,7,4,5,2,NA,40,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",56,"sweden",5,1,NA,0,5,2,5,5,5,8,5,3,6,1,3,5,6,10,3,5,5,1,1,0,0,1,0,0,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.966,0.9541,0.9164
"female",32,"germany",3,1,NA,5,5,3,4,4,5,7,7,6,6,3,5,3,3,6,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",37,"germany",2,1,NA,9,1,1,5,1,1,10,0,0,10,7,7,1,1,20,NA,2,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",59,"spain",4,0,2,5,4,4,4,4,4,7,10,8,5,1,1,4,4,14,3,2,3,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1
"male",53,"spain",7,1,2,8,2,2,4,2,4,6,6,2,2,2,2,4,3,10,1,3,2,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1.0787,1.0795,1.0732
"female",59,"spain",5,1,1,0,5,5,5,5,5,10,10,5,5,1,1,6,6,1,1,1,1,1,0,1,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1
"male",61,"spain",2,0,2,6,4,4,4,4,4,4,6,6,7,NA,NA,NA,NA,100,4,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1
"female",66,"spain",4,0,NA,5,4,4,4,4,4,6,6,3,6,2,4,4,5,40,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",75,"spain",4,0,NA,4,2,4,5,3,5,7,6,7,8,1,5,4,4,9,NA,3,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",54,"spain",6,1,NA,2,4,4,5,4,4,7,5,2,9,3,5,3,3,8,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",58,"spain",4,1,NA,5,4,4,4,4,4,8,7,7,5,3,3,6,6,15,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",54,"spain",7,0,1,4,1,4,3,2,4,2,3,2,7,4,4,4,3,10,1,4,4,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9261,0.9203,0.9213
"female",80,"spain",5,0,2,5,3,4,4,4,4,5,5,5,4,2,3,2,3,5,2,2,2,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1.2,1.2016,1.1513
"female",75,"spain",4,0,2,4,4,5,5,4,5,10,8,2,6,1,3,5,5,5,1,2,2,1,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1.2,1.2016,1.1513
"female",57,"spain",4,1,1,5,3,5,4,4,5,8,6,8,5,3,5,5,4,5,3,3,4,1,0,0,1,0,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.1192,1.1214,1.0801
"male",48,"spain",5,1,5,0,5,5,5,5,5,10,10,10,1,1,1,7,7,30,1,2,2,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,0.9289,0.9317,0.941
"female",53,"spain",5,1,1,5,4,4,4,4,4,8,7,10,5,1,1,6,6,15,3,1,1,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9513,0.9437,0.9324
"female",58,"spain",7,1,NA,7,3,4,4,3,4,5,9,6,4,1,1,1,1,30,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",32,"spain",3,1,5,5,3,3,3,3,3,5,5,5,5,5,4,5,4,25,3,3,3,1,0,0,0,0,0,1,1,1,1,0.333333333333333,0.25,NA,1,NA,NA,2,1.027,1.0242,1
"female",55,"spain",6,1,2,6,5,5,4,5,5,10,9,NA,10,1,3,7,7,90,3,3,1,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.8797,0.8705,0.8269
"male",61,"spain",6,1,1,5,5,5,5,5,5,10,6,5,8,1,1,6,5,15,1,2,2,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.9204,0.912,0.8972
"male",34,"spain",6,1,NA,5,4,4,5,5,5,8,8,5,5,1,1,7,7,40,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",32,"sweden",3,NA,NA,6,3,3,4,3,3,6,6,7,6,4,3,5,6,20,5,4,4,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1.0136,1.0418,1.1615
"female",81,"uk",8,0,NA,3,5,5,5,5,5,7,7,9,6,1,1,6,7,8,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",32,"sweden",2,1,5,9,4,4,4,4,4,8,6,6,8,5,5,6,6,80,4,4,4,1,1,0,0,0,0,0,1,2,0,0.666666666666667,0,NA,NA,NA,NA,2,1.0136,1.0418,1.1615
"female",22,"uk",3,1,NA,8,4,3,4,5,5,9,9,7,10,5,7,6,6,30,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",51,"uk",6,1,5,5,4,4,4,4,4,5,3,3,10,5,5,4,4,70,5,5,5,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0313,1.0362,1.0206
"female",42,"germany",2,1,NA,NA,3,4,3,3,4,4,0,5,10,6,6,1,2,60,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",40,"sweden",3,0,NA,NA,4,5,5,5,4,8,7,5,7,NA,NA,NA,NA,8,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"female",77,"uk",4,0,NA,7,5,5,4,5,3,8,6,5,7,1,2,6,6,1,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",56,"germany",2,1,NA,5,3,4,4,3,3,3,5,5,8,5,6,1,3,20,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",56,"hungary",2,0,NA,5,3,3,3,3,3,5,5,5,5,2,3,2,2,10,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",59,"poland",6,1,2,5,5,3,3,5,3,8,6,6,5,4,4,5,6,0,2,1,3,1,1,1,0,1,1,0,1,3,2,1,0.5,NA,NA,NA,NA,99,1,1,1
"female",69,"uk",3,0,3,5,3,3,3,3,2,NA,0,0,7,5,1,4,NA,70,4,5,5,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1
"female",58,"poland",4,0,5,5,4,4,4,4,4,5,0,0,10,6,7,1,3,0,1,4,4,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1
"male",66,"germany",3,0,NA,5,3,2,3,2,2,2,5,0,10,7,7,1,1,40,NA,1,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",41,"hungary",2,1,NA,5,3,3,3,3,3,3,1,1,8,5,7,3,3,80,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",64,"germany",7,1,NA,8,5,5,4,5,5,10,10,8,1,6,5,4,4,1,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",39,"uk",1,1,NA,6,3,3,3,3,3,5,0,0,10,NA,NA,NA,NA,40,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"male",27,"sweden",4,1,NA,6,3,3,3,3,3,5,7,6,7,2,2,4,5,40,4,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1
"female",70,"sweden",2,0,NA,5,3,4,4,3,4,3,NA,1,9,4,4,4,4,50,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",50,"uk",8,0,NA,5,3,3,3,3,3,5,5,5,5,1,1,1,1,0,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"female",23,"sweden",3,0,NA,1,3,3,3,3,3,0,0,0,0,1,1,1,1,0,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"female",24,"spain",4,0,NA,0,4,4,4,4,4,4,6,5,4,1,1,4,6,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",43,"spain",4,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",59,"sweden",2,1,NA,5,2,4,1,3,3,0,0,0,10,6,5,1,3,60,5,NA,5,1,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1
"female",48,"germany",3,1,1,3,2,4,2,2,2,3,3,2,6,4,4,3,3,20,3,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1
"male",52,"uk",3,0,5,4,4,4,4,4,3,8,6,5,NA,1,2,5,5,20,2,3,4,1,0,0,1,1,1,0,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1
"female",48,"uk",5,0,NA,5,4,4,3,4,3,5,5,5,7,3,5,3,5,8,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",62,"hungary",6,1,NA,5,3,4,5,3,3,6,3,6,5,1,2,4,1,3,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",42,"poland",7,0,NA,4,3,3,4,3,3,5,5,5,NA,3,5,4,5,20,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",65,"germany",7,0,NA,6,4,5,5,3,5,7,5,5,6,1,1,3,5,8,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",19,"hungary",3,0,NA,5,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",68,"uk",3,0,NA,7,3,2,4,3,4,3,1,2,4,4,5,3,3,10,NA,4,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",69,"germany",2,0,NA,NA,3,3,4,3,3,5,1,1,10,5,5,NA,NA,40,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",66,"spain",1,0,2,5,3,3,4,3,4,2,0,1,8,4,4,4,4,15,2,4,4,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1
"male",74,"poland",3,0,NA,1,4,4,4,4,4,10,8,NA,5,1,5,3,7,25,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
