"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","eu_nat_identity","free_move_protect_jobs","free_move_protect_services","part_in_W2","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schengen","mig_know_asylum","mig_know_syrians","gen_know_sum","mig_know_sum","gen_know_prop","mig_know_prop","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2","education_binary","gen_imm_sum"
"male",49,"uk",6,0,1,2,4,3,5,4,3,7,6,6,7,3,4,4,5,15,1,4,4,1,1,0,1,1,0,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0109,1.0064,1.0032,1,19
"male",48,"romania",6,0,4,5,2,2,3,2,3,2,1,1,8,4,6,2,3,20,3,5,4,1,0,0,0,1,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.4094,1.4162,1.4086,1,12
"female",33,"poland",3,1,4,5,3,3,3,3,3,0,0,4,5,4,4,4,4,20,NA,3,3,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1.3279,1.3443,1.4092,0,15
"female",42,"germany",3,1,1,NA,4,4,4,4,4,5,5,4,6,4,5,2,3,30,3,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.9761,0.9751,0.9545,0,20
"male",52,"uk",7,1,1,7,3,4,4,3,3,7,5,0,10,3,1,1,1,12,4,3,3,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.081,1.0771,1.0734,1,17
"female",47,"germany",2,0,1,5,3,3,3,3,3,0,5,5,5,1,1,1,1,8,3,3,3,1,1,0,1,0,1,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9761,0.9751,0.9545,0,15
"male",46,"uk",2,1,5,5,3,3,3,3,3,5,5,5,5,1,1,4,5,10,3,3,3,1,0,1,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0574,1.0528,1.0627,0,15
"male",26,"uk",3,0,1,7,3,2,3,3,3,4,4,3,7,1,1,1,1,1,5,3,3,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1.0666,1.062,1.1254,0,14
"female",65,"germany",4,0,1,5,4,4,4,4,4,5,2,5,10,1,6,4,4,50,3,3,4,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.952,0.9467,0.9151,0,20
"female",39,"germany",2,1,3,5,4,3,3,3,4,6,6,4,6,4,4,4,3,40,2,3,3,1,0,1,0,1,1,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9642,0.9661,0.9942,0,17
"male",69,"uk",3,1,3,5,3,4,4,3,3,3,0,NA,5,1,2,3,3,1,4,4,4,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0136,1.0065,0.9676,0,17
"male",69,"spain",1,0,2,5,2,4,3,2,4,0,2,2,9,4,6,3,5,30,4,5,5,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.0711,1.0782,1.0547,0,15
"male",59,"uk",3,0,1,5,3,3,3,3,3,3,1,5,7,2,2,4,4,5,4,4,4,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,0.9989,0.9908,0.9737,0,15
"female",55,"uk",6,0,1,5,3,4,4,3,3,4,3,0,5,6,5,3,3,3,4,4,NA,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,0.9426,0.9478,0.9288,1,17
"female",67,"germany",4,0,3,5,4,3,4,2,2,0,3,0,10,4,3,1,1,40,3,4,5,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9771,0.973,0.9529,0,15
"female",36,"romania",3,0,NA,8,3,4,3,3,3,8,2,2,0,6,4,3,1,99,1,3,3,1,1,0,1,1,0,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.901,0.9101,0.9447,0,16
"female",69,"uk",2,0,5,5,2,3,3,2,2,2,1,0,10,6,6,1,1,100,5,4,4,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.9573,0.9584,0.9111,0,12
"female",71,"sweden",2,0,NA,7,4,4,3,3,3,7,7,7,6,3,4,4,5,40,3,4,3,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1.0593,1.0433,0.9578,0,17
"female",67,"sweden",5,0,NA,8,2,5,4,2,4,0,0,0,10,3,7,1,1,15,4,5,4,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1.0593,1.0433,0.9578,0,17
"male",37,"uk",3,1,5,5,5,5,4,3,4,6,5,5,5,2,2,4,4,20,3,4,4,1,0,0,1,1,0,1,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1.0665,1.0689,1.1016,0,21
"female",49,"romania",6,1,4,8,4,3,4,4,4,7,2,8,6,2,4,4,4,30,2,5,2,1,0,0,0,1,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1.0362,1.0342,1.0131,1,19
"female",48,"sweden",3,1,NA,9,3,3,3,3,3,5,5,NA,7,4,4,4,4,10,4,4,4,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.9751,0.9616,0.9457,0,15
"male",59,"romania",6,1,4,9,4,4,4,4,4,7,7,8,3,1,1,5,6,10,4,4,3,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.4119,0.4107,0.3978,1,20
"female",60,"uk",3,0,1,3,4,3,5,4,3,4,4,3,8,5,2,2,3,3,1,4,5,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1.1018,1.0963,1.0445,0,19
"male",41,"poland",3,1,2,4,4,3,4,5,3,5,5,7,6,3,5,3,4,20,2,4,4,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.0492,1.0561,1.0666,0,19
"female",50,"uk",2,0,1,5,3,3,3,4,3,3,1,2,8,4,4,3,5,50,3,3,4,1,0,0,0,1,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9614,0.9598,0.9534,0,16
"female",40,"sweden",4,1,NA,0,2,4,4,2,3,4,5,3,10,6,7,3,5,50,4,5,4,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1.0579,1.0446,0.9852,0,15
"male",33,"hungary",8,0,1,5,2,2,2,2,2,0,1,1,10,2,2,2,2,100,1,3,3,1,1,0,0,0,0,0,0,2,0,0.666666666666667,0,NA,1,1,NA,2,1.0475,1.0479,1,1,10
"male",25,"hungary",4,1,1,5,1,2,3,1,3,0,0,5,7,5,5,1,1,30,2,1,2,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.947,0.9586,1.0047,0,10
"female",46,"uk",6,1,3,NA,4,4,4,4,4,6,2,5,5,2,2,4,6,8,NA,4,4,1,0,0,1,0,0,0,1,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.954,0.9627,0.9569,1,20
"female",43,"uk",5,1,5,6,2,4,2,2,3,3,7,1,6,4,3,2,2,10,4,4,5,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9828,0.9819,0.963,0,13
"female",54,"uk",2,1,1,5,3,3,3,3,3,NA,3,5,NA,6,6,2,4,40,3,3,4,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,0.8801,0.8783,0.8636,0,15
"female",35,"hungary",6,1,1,5,2,5,4,2,4,10,10,10,5,1,3,1,5,70,1,1,2,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1.0403,1.0452,1.0807,1,17
"male",73,"uk",7,0,5,5,5,5,5,5,5,10,7,7,5,1,1,NA,5,5,1,1,1,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.0528,1.0514,1.0156,1,25
"male",60,"sweden",2,1,NA,7,1,5,1,1,1,0,0,0,10,5,7,1,1,1,1,4,3,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.0881,1.0879,1.0366,0,9
"female",36,"poland",3,1,2,5,4,3,4,4,5,6,5,6,5,3,3,4,3,1,1,2,2,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.108,1.1263,1.1772,0,20
"female",31,"germany",6,0,66,2,4,4,4,4,4,7,7,7,5,1,4,5,6,12,1,3,NA,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1.2341,1.2368,1.2581,1,20
"male",40,"germany",7,1,1,3,3,4,4,2,3,3,5,2,8,3,5,3,3,10,3,2,3,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9583,0.9607,0.9386,1,16
"female",70,"uk",7,0,1,5,3,3,3,3,3,7,4,5,6,4,4,4,5,15,3,3,3,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9573,0.9584,0.9111,1,15
"male",39,"poland",7,1,1,5,4,4,4,4,4,5,5,5,4,2,4,1,4,5,2,3,3,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1.0909,1.0998,1.1265,1,20
"female",18,"poland",3,0,2,9,3,3,3,3,3,8,8,8,8,2,6,5,5,1,3,3,3,1,1,0,1,1,0,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0846,1.1059,1.1869,0,15
"male",54,"uk",3,1,1,7,3,4,3,3,3,6,5,4,7,1,1,1,1,1,4,2,2,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1.1342,1.1367,1.1376,0,16
"male",61,"poland",4,1,2,5,3,3,3,3,3,5,3,5,7,4,4,4,4,25,2,3,3,1,0,1,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.6771,0.6781,0.6675,0,15
"male",31,"uk",3,0,1,5,3,4,4,3,3,7,3,2,8,5,6,5,5,35,4,5,5,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.1441,1.1466,1.2046,0,17
"female",44,"poland",7,1,2,6,4,5,5,5,4,9,10,9,3,6,1,6,7,1,1,1,1,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0752,1.0689,1.0478,1,23
"male",34,"sweden",6,1,NA,7,3,5,3,3,3,3,4,2,7,3,2,2,6,4,4,3,4,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1.0136,1.0418,1.1615,1,17
"male",38,"uk",6,1,1,2,4,4,4,4,4,10,10,10,4,1,1,1,1,3,1,2,2,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0584,1.0652,1.1295,1,20
"female",23,"spain",7,1,1,5,5,5,5,5,5,8,7,5,5,1,1,5,5,10,1,3,3,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.9053,0.9063,0.9369,1,25
"male",63,"poland",3,1,2,9,3,3,3,3,3,8,8,8,8,4,4,4,4,1,3,3,3,1,1,0,1,0,0,0,1,2,1,0.666666666666667,0.25,NA,1,NA,NA,2,0.684,0.6823,1,0,15
"male",54,"sweden",3,1,NA,4,3,4,3,3,4,7,7,6,10,5,5,3,3,10,3,3,3,1,1,1,1,0,0,1,1,3,2,1,0.5,NA,NA,NA,NA,2,1.0983,1.0964,1.0698,0,17
"female",65,"uk",3,0,3,5,3,3,3,3,3,7,7,NA,NA,4,4,4,6,15,2,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.9153,0.9102,0.8786,0,15
"female",52,"sweden",3,0,NA,6,4,5,4,4,3,7,5,0,10,4,4,2,5,40,5,2,1,1,0,0,1,0,0,0,1,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.911,0.903,0.8552,0,20
"female",47,"uk",2,0,2,5,3,3,3,3,3,5,5,0,10,4,4,4,4,10,4,3,3,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.8801,0.8783,0.8636,0,15
"female",45,"germany",8,1,1,4,5,3,2,3,3,5,5,0,10,1,5,1,3,15,1,2,4,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9755,0.9724,0.96,1,16
"male",64,"uk",3,1,1,3,3,3,3,3,3,5,6,6,5,4,4,4,4,10,2,3,3,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.2117,1.2026,1.1642,0,15
"female",52,"spain",4,1,2,5,3,3,3,3,3,5,5,5,10,1,1,1,4,5,1,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.9513,0.9437,0.9324,0,15
"female",48,"uk",3,0,2,6,3,4,3,3,3,8,5,5,5,2,2,5,5,2,3,2,3,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.0313,1.0362,1.0206,0,16
"male",58,"uk",3,1,1,5,2,1,2,2,1,4,4,3,8,5,4,3,3,15,5,5,5,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1.0681,1.0603,1.0418,0,8
"female",55,"germany",2,0,1,5,4,4,4,3,3,5,5,5,10,1,1,1,4,40,2,4,4,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,0.8855,0.886,0.8492,0,18
"female",70,"uk",6,0,1,6,3,5,3,3,4,0,5,5,8,5,5,2,4,40,5,4,5,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9787,0.9741,0.9401,1,18
"male",56,"sweden",5,1,NA,5,4,4,4,2,2,3,4,3,5,3,4,4,6,10,4,4,4,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1.0881,1.0879,1.0366,0,16
"male",70,"poland",3,0,2,8,3,3,4,2,3,7,5,5,3,3,4,1,3,95,4,3,2,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0442,1.0369,1.0056,0,15
"male",54,"poland",7,1,2,5,5,5,5,5,5,9,9,9,8,1,5,5,5,1,1,3,2,1,1,0,0,0,0,0,0,2,0,0.666666666666667,0,NA,NA,NA,NA,2,0.9233,0.9187,0.9215,1,25
"male",50,"romania",7,1,5,5,3,4,NA,3,5,7,8,7,7,2,2,5,2,2,2,3,4,1,0,0,0,1,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9073,0.9057,0.913,1,NA
"female",48,"uk",3,1,1,5,4,4,5,2,1,2,3,0,7,4,4,4,2,20,3,5,5,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9614,0.9598,0.9534,0,16
"male",36,"spain",5,0,1,2,5,5,5,5,5,8,9,5,NA,1,1,NA,6,20,1,2,2,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.9119,0.9187,0.9589,0,25
"female",46,"romania",6,1,4,5,3,3,3,3,3,5,5,NA,5,1,2,6,6,10,3,3,2,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1.0362,1.0342,1.0131,1,15
"male",75,"uk",2,0,3,5,3,3,3,3,3,8,5,3,8,1,1,1,1,26,4,4,4,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9502,0.9473,0.9032,0,15
"male",46,"uk",3,1,1,5,4,4,4,4,4,5,5,3,5,2,3,3,4,20,3,4,4,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.968,0.9635,0.9626,0,20
"male",31,"sweden",7,1,NA,7,4,4,3,4,3,3,5,3,6,5,5,4,4,10,3,2,4,1,0,1,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9354,0.9553,1.0257,1,18
"female",47,"uk",3,1,1,5,5,5,4,4,4,6,4,4,8,5,5,4,5,30,3,5,5,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9828,0.9819,0.963,0,22
"female",63,"hungary",6,1,1,3,3,3,4,3,4,7,1,2,9,4,4,1,2,20,1,2,2,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.6709,0.6664,0.6397,1,17
"female",67,"romania",6,1,4,5,3,3,4,3,3,5,5,5,5,1,1,5,7,6,3,1,1,1,1,1,0,1,1,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1.8288,1.8302,1.7707,1,16
"female",37,"spain",4,0,1,5,4,4,5,4,4,7,5,0,10,2,6,4,4,75,2,3,3,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.2196,1.2267,1.2507,0,21
"female",75,"uk",6,0,2,5,3,3,3,3,3,4,4,0,8,1,1,1,1,30,3,3,4,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9573,0.9584,0.9111,1,15
"female",47,"poland",3,1,2,2,4,4,4,4,4,9,10,10,5,4,2,6,7,1,1,2,3,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1.0873,1.0853,1.0609,0,20
"female",48,"uk",3,1,1,5,4,4,4,4,4,7,5,6,6,3,3,3,3,12,3,3,4,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9828,0.9819,0.963,0,20
"male",45,"poland",3,1,2,5,4,4,4,5,4,8,5,5,5,1,2,6,6,2,3,1,1,1,1,1,1,0,1,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.9233,0.9187,0.9215,0,21
"female",35,"poland",3,1,1,3,4,4,4,4,4,10,5,9,5,5,4,1,4,2,1,1,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.108,1.1263,1.1772,0,20
"male",44,"uk",2,1,1,5,3,4,3,3,4,6,5,5,6,4,4,3,3,12,3,NA,4,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1.0573,1.0597,1.0403,0,17
"male",28,"sweden",4,0,3,3,4,4,4,3,5,5,5,0,10,4,4,4,4,10,4,4,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.945,0.9712,1.0696,0,20
"male",58,"uk",6,1,1,5,3,3,3,3,3,5,3,5,5,1,1,1,1,4,4,4,2,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,0.9429,0.94,0.8979,1,15
"female",51,"poland",3,0,2,5,3,3,3,4,4,5,3,4,6,1,6,1,6,1,4,2,3,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1.0903,1.0866,1.061,0,17
"female",49,"romania",3,1,2,5,4,5,5,3,4,8,7,6,NA,1,1,6,6,3,2,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.6376,0.635,0.6244,0,21
"female",66,"poland",6,0,2,4,4,3,5,4,4,5,4,3,5,2,2,2,4,10,1,3,2,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.533,1.5329,1.4824,1,20
"male",51,"poland",3,1,2,5,4,3,4,4,4,9,6,6,5,2,1,6,6,100,1,1,1,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.1962,1.2034,1.1497,0,19
"male",38,"romania",6,1,4,4,3,4,4,3,4,7,7,7,3,2,3,5,4,10,2,1,2,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.6799,0.6802,0.7049,1,18
"female",54,"hungary",3,1,1,5,2,1,3,2,2,1,0,0,10,5,7,1,3,7,4,1,2,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.9106,0.9102,0.8872,0,10
"male",44,"germany",3,1,1,5,3,3,3,3,3,5,4,4,7,3,4,5,4,20,3,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.9915,0.9891,0.9894,0,15
"female",31,"romania",7,1,1,5,3,2,4,4,4,7,7,7,5,4,4,4,5,20,2,4,4,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.8386,1.8432,1.8959,1,17
"female",77,"uk",5,0,3,2,4,5,4,4,4,8,8,8,5,2,2,5,5,20,1,2,2,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.8764,0.8714,0.8431,0,21
"male",71,"uk",2,0,1,4,5,5,5,5,5,10,10,10,5,1,1,7,7,10,2,2,2,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,1.0448,1.0477,1.0412,0,25
"male",65,"germany",3,0,1,0,4,5,5,4,4,7,6,2,10,1,5,2,2,10,5,2,1,1,1,0,1,1,0,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9676,0.963,0.9431,0,22
"male",34,"spain",7,1,1,2,4,4,4,4,4,7,5,5,5,3,3,3,4,15,2,2,2,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.0886,1.1006,1.1456,1,20
"female",37,"spain",6,1,2,6,4,4,4,4,4,5,0,5,10,2,6,1,4,18,3,4,4,1,1,1,0,1,1,1,0,3,3,1,0.75,NA,NA,NA,NA,2,0.934,0.9305,0.9502,1,20
"female",66,"uk",5,0,2,5,4,3,3,4,3,7,7,6,7,1,3,5,6,20,1,3,4,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1.1102,1.1048,1.0506,0,17
"female",26,"spain",6,1,1,2,4,4,4,4,4,4,3,5,7,4,5,2,4,30,NA,3,3,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9561,0.9696,0.9701,1,20
"female",66,"uk",7,0,66,2,5,5,4,4,4,8,7,7,6,6,3,6,7,30,1,1,1,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9499,0.9551,0.9342,1,22
"female",62,"uk",3,1,1,5,4,4,4,4,3,6,3,2,7,5,5,5,5,6,4,NA,4,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9499,0.9511,0.9059,0,19
"male",57,"uk",3,0,2,5,4,3,4,3,3,3,1,3,7,5,5,3,4,30,3,4,5,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9989,0.9908,0.9737,0,17
"female",50,"germany",4,1,2,10,3,4,5,3,3,8,7,8,5,1,1,4,3,5,2,3,2,1,1,1,1,0,0,0,1,3,1,1,0.25,NA,NA,NA,NA,2,0.9709,0.9655,0.9437,0,18
"male",59,"germany",3,0,2,3,3,4,4,3,3,4,3,2,10,2,5,1,1,3,1,3,3,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9319,0.9304,0.9172,0,17
"female",26,"germany",6,0,3,5,3,4,5,3,4,7,6,7,5,2,3,4,4,20,2,3,3,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9566,0.962,0.9934,1,19
"male",61,"romania",3,0,4,6,4,3,5,4,4,6,8,9,7,1,2,2,5,1,4,1,2,1,0,0,0,0,0,1,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1.2073,1.2097,1.1748,0,20
"female",70,"uk",3,0,3,5,4,3,4,4,3,6,8,8,5,2,2,6,6,10,4,4,2,1,0,0,1,1,1,0,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,0.9499,0.9551,0.9342,0,18
"female",49,"uk",6,1,3,5,3,5,3,4,2,5,5,3,6,1,4,4,6,5,3,5,4,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,0.9614,0.9598,0.9534,1,17
"female",44,"germany",7,1,1,4,3,3,3,5,2,5,6,3,2,2,5,2,4,5,2,2,4,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9755,0.9724,0.96,1,16
"female",51,"spain",5,0,2,3,4,4,4,4,4,7,7,7,8,1,2,5,5,5,2,2,2,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.914,0.911,0.8985,0,20
"male",69,"germany",3,NA,2,8,2,3,3,3,2,5,8,6,9,4,6,1,NA,10,5,3,3,1,1,0,1,0,1,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9931,0.9897,0.982,0,13
"female",25,"romania",4,1,4,5,3,4,4,3,3,6,5,8,3,4,4,2,2,20,4,3,3,1,1,0,1,1,0,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.2887,1.2948,1.3607,0,17
"male",23,"spain",6,0,1,6,4,5,5,4,4,8,7,4,5,1,1,1,4,23,1,1,1,1,1,0,0,1,0,0,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.8812,0.8838,0.9258,1,22
"female",50,"poland",3,1,2,5,4,3,4,4,4,5,5,4,6,4,5,5,5,40,3,4,4,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.3591,1.3598,1.3585,0,19
"male",55,"uk",6,1,1,5,2,4,4,4,4,9,5,10,8,1,2,5,5,5,2,3,2,1,0,1,1,1,0,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.1207,1.119,1.1041,1,18
"male",63,"sweden",4,1,NA,8,3,3,3,3,2,2,3,1,4,5,4,3,3,8,5,2,3,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.937,0.9404,0.8997,0,14
"female",51,"poland",4,1,2,5,3,4,4,3,3,8,8,8,8,2,1,5,4,5,2,1,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.0873,1.0853,1.0609,0,17
"female",47,"poland",3,1,1,0,5,4,5,5,5,10,7,5,5,1,1,4,6,2,1,1,1,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,1.1427,1.15,1.121,0,24
"male",79,"uk",2,0,3,8,3,4,4,3,4,6,6,5,6,2,3,3,3,8,1,3,3,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9502,0.9473,0.9032,0,18
"female",75,"uk",3,0,1,9,3,5,4,3,3,7,7,8,6,3,3,3,6,12,3,5,5,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.864,0.8636,0.8103,0,18
"male",68,"uk",2,0,5,9,3,4,4,3,3,6,0,0,8,2,5,2,2,30,5,5,5,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.0448,1.0477,1.0412,0,17
"female",37,"uk",3,0,1,10,2,4,2,2,3,3,5,0,10,7,7,1,1,50,5,5,5,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9698,0.9745,0.9884,0,13
