age,gender,education,party,income,cc_worried,cc_climate_changing,cc_causes,cc_scientists_agree,cc_emotion_hope,cc_emotion_fear,cc_increase_taxes,cc_subs_renewable,cc_spend_to_protect,cc_help_dev_countries,cc_environment_british,cc_moral_concern,country,epcc_data$education_uk,education_fr,education_no,education_ge,survey_wt,knowledge,knowledge_binary
35-44,female,gcse,no_party,25000plus,4,1,1,1,1,3,1,5,5,2,2,3,2,NA,gcse,NA,NA,0.6987,0.9984553862772432,1
65plus,female,gcse,cons,9500_17499,1,1,1,0,3,1,1,4,4,2,4,2,2,NA,gcse,NA,NA,0.9872,0.3531676391989697,0
55-64,female,gcse,no_party,25000plus,3,1,1,0,1,4,2,3,4,4,4,4,2,NA,gcse,NA,NA,0.7385,0.3531676391989697,0
55-64,male,degree,no_party,25000plus,4,1,0,0,2,2,4,2,5,4,2,4,2,NA,degree,NA,NA,0.9872,-0.49018722391434655,0
55-64,male,gcse,no_party,17500_24999,4,1,1,1,5,5,5,5,5,5,4,5,2,NA,gcse,NA,NA,1.6083,0.9984553862772432,1
65plus,male,gcse,other,9500_17499,3,1,1,0,3,2,2,4,5,4,3,4,2,NA,gcse,NA,NA,0.8272,0.3531676391989697,0
15-24,male,gcse,no_party,9500_17499,4,1,1,0,3,2,5,4,4,3,4,5,2,NA,gcse,NA,NA,0.5642,0.3531676391989697,0
45-54,male,degree,no_party,25000plus,3,1,1,0,1,2,4,4,4,4,2,4,2,NA,degree,NA,NA,0.9658,0.3531676391989697,0
65plus,female,gcse,lib_dem,9500_17499,2,0,1,0,2,1,3,4,4,3,4,1,2,NA,gcse,NA,NA,1.1085,-0.4187727315479352,0
25-34,female,degree,labour,17500_24999,5,1,0,1,1,1,3,5,5,5,4,5,2,NA,degree,NA,NA,0.8033,0.12751998108451623,0
15-24,female,degree,no_party,25000plus,3,1,1,0,2,4,4,4,4,4,5,3,2,NA,degree,NA,NA,0.8067,0.3531676391989697,0
65plus,female,gcse,cons,25000plus,2,1,0,0,3,3,1,2,1,2,4,4,2,NA,gcse,NA,NA,1.1478,-0.49018722391434655,0
25-34,male,gcse,labour,25000plus,3,1,0,0,2,2,2,3,4,5,4,2,2,NA,gcse,NA,NA,1.0444,-0.49018722391434655,0
65plus,female,gcse,other,17500_24999,2,1,1,0,4,4,2,4,4,5,5,2,2,NA,gcse,NA,NA,1.1478,0.3531676391989697,0
25-34,male,no_qual,other,up_to_9499,2,1,0,0,1,1,2,2,4,4,4,1,2,NA,no_qual,NA,NA,1.0444,-0.49018722391434655,0
25-34,male,gcse,no_party,25000plus,4,1,1,1,3,3,1,4,3,3,1,4,2,NA,gcse,NA,NA,1.0444,0.9984553862772432,1
35-44,female,no_qual,labour,25000plus,2,1,0,1,4,2,1,4,3,4,2,3,2,NA,no_qual,NA,NA,0.7607,0.12751998108451623,0
15-24,male,gcse,labour,25000plus,4,1,0,0,3,2,2,2,1,4,4,1,2,NA,gcse,NA,NA,0.9848,-0.49018722391434655,0
35-44,male,gcse,labour,25000plus,4,1,1,1,3,4,1,5,3,4,4,4,2,NA,gcse,NA,NA,1.0431,0.9984553862772432,1
45-54,female,gcse,labour,17500_24999,3,1,1,0,1,3,3,4,4,4,3,4,2,NA,gcse,NA,NA,0.814,0.3531676391989697,0
65plus,female,no_qual,labour,25000plus,4,0,0,0,4,2,2,3,4,4,4,3,2,NA,no_qual,NA,NA,1.1478,-1.2965482561310893,0
55-64,female,degree,no_party,9500_17499,3,1,0,0,3,3,2,4,2,4,4,4,2,NA,degree,NA,NA,0.8612,-0.49018722391434655,0
65plus,female,gcse,cons,25000plus,3,1,0,0,3,2,3,4,4,4,5,3,2,NA,gcse,NA,NA,1.1211,-0.49018722391434655,0
15-24,female,gcse,no_party,25000plus,3,1,1,0,1,4,1,2,4,3,4,3,2,NA,gcse,NA,NA,1.0979,0.3531676391989697,0
65plus,male,no_qual,labour,25000plus,4,1,1,0,4,4,2,4,3,3,4,4,2,NA,no_qual,NA,NA,0.9394,0.3531676391989697,0
55-64,female,degree,labour,25000plus,2,0,0,0,3,2,2,4,4,4,5,3,2,NA,degree,NA,NA,0.7978,-1.2965482561310893,0
45-54,female,gcse,no_party,25000plus,3,1,0,0,4,5,1,2,4,4,5,4,2,NA,gcse,NA,NA,0.6523,-0.49018722391434655,0
55-64,female,degree,other,9500_17499,3,1,0,0,2,3,3,4,4,4,4,3,2,NA,degree,NA,NA,0.498,-0.49018722391434655,0
65plus,male,alevel,cons,9500_17499,3,1,1,0,4,3,3,4,4,3,2,2,2,NA,alevel,NA,NA,0.9394,0.3531676391989697,0
65plus,male,no_qual,labour,up_to_9499,1,0,0,0,1,1,1,5,5,1,5,1,2,NA,no_qual,NA,NA,0.9394,-1.2965482561310893,0
25-34,male,alevel,other,17500_24999,3,1,0,0,4,3,2,4,4,2,3,2,2,NA,alevel,NA,NA,1.1455,-0.49018722391434655,0
35-44,male,gcse,labour,17500_24999,1,1,0,0,3,2,1,4,3,2,3,1,2,NA,gcse,NA,NA,1.144,-0.49018722391434655,0
45-54,female,gcse,cons,25000plus,3,1,0,0,5,4,1,4,2,4,5,3,2,NA,gcse,NA,NA,0.8927,-0.49018722391434655,0
15-24,male,alevel,cons,9500_17499,3,1,1,0,2,3,3,4,4,4,4,3,2,NA,alevel,NA,NA,0.9592,0.3531676391989697,0
25-34,male,alevel,labour,25000plus,4,1,0,1,2,4,3,4,4,3,4,4,2,NA,alevel,NA,NA,1.1455,0.12751998108451623,0
55-64,male,gcse,labour,up_to_9499,2,1,0,0,1,3,4,4,3,4,2,4,2,NA,gcse,NA,NA,1.8265,-0.49018722391434655,0
45-54,male,no_qual,labour,17500_24999,4,1,0,0,1,4,4,5,2,5,5,5,2,NA,no_qual,NA,NA,1.0533,-0.49018722391434655,0
35-44,female,alevel,no_party,25000plus,3,1,0,0,3,2,3,4,3,2,5,3,2,NA,alevel,NA,NA,0.8603,-0.49018722391434655,0
55-64,female,gcse,cons,9500_17499,5,1,1,0,3,4,4,4,4,4,5,5,2,NA,gcse,NA,NA,0.6496,0.3531676391989697,0
65plus,male,no_qual,labour,9500_17499,3,1,0,0,4,4,2,5,1,2,5,4,2,NA,no_qual,NA,NA,0.9072,-0.49018722391434655,0
65plus,female,gcse,lib_dem,up_to_9499,4,1,0,0,4,4,1,1,1,1,4,4,2,NA,gcse,NA,NA,1.0827,-0.49018722391434655,0
55-64,female,no_qual,labour,up_to_9499,1,1,0,0,4,4,4,2,1,1,4,5,2,NA,no_qual,NA,NA,0.4856,-0.49018722391434655,0
15-24,male,no_qual,labour,9500_17499,4,1,1,0,4,4,4,4,5,2,4,3,2,NA,no_qual,NA,NA,0.7716,0.3531676391989697,0
45-54,male,alevel,labour,25000plus,3,1,1,1,4,2,2,5,2,4,2,4,2,NA,alevel,NA,NA,0.7912,0.9984553862772432,1
15-24,female,alevel,lib_dem,25000plus,3,1,0,0,3,2,3,4,3,4,4,3,2,NA,alevel,NA,NA,1.1502,-0.49018722391434655,0
35-44,female,alevel,labour,25000plus,4,1,1,1,2,5,2,5,4,4,1,4,2,NA,alevel,NA,NA,1.0475,0.9984553862772432,1
65plus,female,no_qual,labour,25000plus,4,1,0,0,2,4,2,2,4,4,4,5,2,NA,no_qual,NA,NA,1.0947,-0.49018722391434655,0
55-64,male,no_qual,labour,25000plus,3,1,0,0,2,2,2,5,5,4,5,3,2,NA,no_qual,NA,NA,0.9173,-0.49018722391434655,0
45-54,male,gcse,labour,up_to_9499,3,1,1,0,2,1,2,5,4,4,3,3,2,NA,gcse,NA,NA,1.0285,0.3531676391989697,0
25-34,female,degree,no_party,25000plus,4,1,1,0,3,4,4,4,5,4,4,5,2,NA,degree,NA,NA,0.9105,0.3531676391989697,0
25-34,male,gcse,labour,25000plus,4,1,1,0,2,2,5,5,3,4,4,4,2,NA,gcse,NA,NA,1.2596,0.3531676391989697,0
35-44,male,gcse,no_party,25000plus,5,1,1,1,4,5,3,4,4,4,3,3,2,NA,gcse,NA,NA,0.8416,0.9984553862772432,1
55-64,male,no_qual,labour,9500_17499,4,1,1,1,3,4,2,4,4,5,5,4,2,NA,no_qual,NA,NA,0.4114,0.9984553862772432,1
15-24,male,gcse,no_party,9500_17499,3,1,1,0,3,3,3,4,5,4,3,3,2,NA,gcse,NA,NA,0.7802,0.3531676391989697,0
25-34,female,gcse,no_party,17500_24999,4,1,1,0,1,2,2,1,3,4,3,3,2,NA,gcse,NA,NA,0.6653,0.3531676391989697,0
25-34,female,degree,cons,up_to_9499,3,1,1,1,2,3,5,5,4,4,3,3,2,NA,degree,NA,NA,0.8908,0.9984553862772432,1
35-44,male,degree,labour,up_to_9499,4,1,1,1,2,5,5,4,4,5,2,5,2,NA,degree,NA,NA,1.0929,0.9984553862772432,1
65plus,female,no_qual,cons,25000plus,2,1,0,1,3,1,1,4,5,3,3,3,2,NA,no_qual,NA,NA,1.1211,0.12751998108451623,0
55-64,female,no_qual,labour,9500_17499,4,1,0,1,1,2,3,2,4,4,4,3,2,NA,no_qual,NA,NA,1.1211,0.12751998108451623,0
35-44,female,alevel,labour,up_to_9499,2,1,1,0,2,2,4,5,5,2,4,2,2,NA,alevel,NA,NA,1.0727,0.3531676391989697,0
25-34,female,gcse,lib_dem,9500_17499,3,1,1,0,2,3,3,5,3,2,3,2,2,NA,gcse,NA,NA,1.081,0.3531676391989697,0
35-44,male,gcse,cons,25000plus,4,1,1,0,2,1,1,4,4,4,4,4,2,NA,gcse,NA,NA,1.0748,0.3531676391989697,0
35-44,female,alevel,no_party,25000plus,4,1,0,0,1,2,3,2,2,3,3,4,2,NA,alevel,NA,NA,1.3237,-0.49018722391434655,0
45-54,male,gcse,lib_dem,25000plus,2,1,0,0,3,1,2,4,4,2,5,1,2,NA,gcse,NA,NA,1.0533,-0.49018722391434655,0
45-54,male,degree,lib_dem,25000plus,4,1,1,1,2,3,5,5,4,5,3,4,2,NA,degree,NA,NA,1.071,0.9984553862772432,1
15-24,female,alevel,no_party,9500_17499,3,1,0,0,1,1,2,4,2,3,4,2,2,NA,alevel,NA,NA,0.9056,-0.49018722391434655,0
15-24,male,degree,labour,25000plus,3,1,0,0,2,3,2,4,4,4,2,3,2,NA,degree,NA,NA,0.8125,-0.49018722391434655,0
65plus,female,gcse,labour,25000plus,5,1,0,0,2,3,2,4,5,2,5,4,2,NA,gcse,NA,NA,1.2293,-0.49018722391434655,0
45-54,female,alevel,labour,25000plus,2,0,1,0,1,1,1,1,5,3,5,1,2,NA,alevel,NA,NA,0.819,-0.4187727315479352,0
35-44,female,degree,other,25000plus,4,1,0,0,2,3,2,5,3,3,4,2,2,NA,degree,NA,NA,1.115,-0.49018722391434655,0
25-34,male,alevel,cons,9500_17499,4,1,1,0,3,2,2,5,4,3,4,3,2,NA,alevel,NA,NA,1.1185,0.3531676391989697,0
65plus,female,alevel,other,9500_17499,3,1,0,0,3,2,2,5,5,5,4,4,2,NA,alevel,NA,NA,0.5259,-0.49018722391434655,0
15-24,male,degree,no_party,9500_17499,5,1,1,0,1,4,4,4,4,3,3,5,2,NA,degree,NA,NA,1.2523,0.3531676391989697,0
65plus,male,no_qual,cons,up_to_9499,1,1,0,1,1,1,2,4,2,2,4,1,2,NA,no_qual,NA,NA,0.9158,0.12751998108451623,0
25-34,female,gcse,labour,25000plus,2,1,1,0,1,2,2,4,4,4,1,3,2,NA,gcse,NA,NA,0.658,0.3531676391989697,0
55-64,male,gcse,labour,25000plus,3,1,0,0,3,1,2,4,2,4,4,1,2,NA,gcse,NA,NA,0.5232,-0.49018722391434655,0
35-44,male,gcse,cons,9500_17499,1,1,0,0,1,1,3,4,2,2,4,1,2,NA,gcse,NA,NA,1.038,-0.49018722391434655,0
65plus,female,gcse,lib_dem,9500_17499,5,1,1,0,3,5,2,2,4,2,4,3,2,NA,gcse,NA,NA,1.2158,0.3531676391989697,0
35-44,female,degree,lib_dem,25000plus,5,1,1,1,2,4,5,5,5,5,4,5,2,NA,degree,NA,NA,1.0789,0.9984553862772432,1
45-54,female,alevel,labour,17500_24999,3,1,0,0,3,3,4,4,4,4,2,3,2,NA,alevel,NA,NA,0.8622,-0.49018722391434655,0
15-24,male,gcse,no_party,up_to_9499,3,1,1,0,2,3,2,5,2,2,5,2,2,NA,gcse,NA,NA,0.8365,0.3531676391989697,0
65plus,female,degree,labour,9500_17499,4,1,0,0,3,3,1,5,5,5,2,4,2,NA,degree,NA,NA,1.0827,-0.49018722391434655,0
55-64,male,no_qual,other,25000plus,3,1,1,1,1,3,2,4,4,4,5,3,2,NA,no_qual,NA,NA,0.9173,0.9984553862772432,1
45-54,female,gcse,no_party,9500_17499,3,1,1,0,1,2,2,4,4,4,5,3,2,NA,gcse,NA,NA,0.6568,0.3531676391989697,0
55-64,male,degree,no_party,up_to_9499,5,1,1,0,3,4,5,5,5,5,5,4,2,NA,degree,NA,NA,0.5641,0.3531676391989697,0
25-34,male,alevel,labour,25000plus,3,1,1,1,1,4,4,5,3,5,4,5,2,NA,alevel,NA,NA,1.1455,0.9984553862772432,1
65plus,female,no_qual,labour,9500_17499,5,1,0,0,1,5,4,5,4,2,2,4,2,NA,no_qual,NA,NA,0.5646,-0.49018722391434655,0
25-34,male,gcse,no_party,25000plus,4,1,1,1,4,5,3,5,2,5,1,4,2,NA,gcse,NA,NA,1.1455,0.9984553862772432,1
65plus,female,gcse,labour,9500_17499,2,0,0,0,1,2,1,4,4,4,3,4,2,NA,gcse,NA,NA,1.2589,-1.2965482561310893,0
35-44,female,gcse,no_party,25000plus,1,1,0,0,1,1,1,3,5,1,5,2,2,NA,gcse,NA,NA,0.7935,-0.49018722391434655,0
55-64,male,no_qual,no_party,25000plus,3,1,1,0,1,2,2,5,5,4,4,3,2,NA,no_qual,NA,NA,0.8447,0.3531676391989697,0
45-54,female,gcse,no_party,25000plus,3,1,1,0,2,1,1,5,4,4,5,2,2,NA,gcse,NA,NA,0.9446,0.3531676391989697,0
45-54,female,gcse,no_party,9500_17499,4,1,1,1,3,2,5,4,4,5,4,4,2,NA,gcse,NA,NA,0.6726,0.9984553862772432,1
35-44,male,degree,labour,17500_24999,3,1,0,1,1,2,1,4,4,2,5,3,2,NA,degree,NA,NA,1.3263,0.12751998108451623,0
15-24,female,degree,other,25000plus,4,1,1,1,3,3,3,4,4,4,3,4,2,NA,degree,NA,NA,0.9971,0.9984553862772432,1
35-44,female,alevel,no_party,25000plus,3,1,0,0,1,1,2,4,4,4,3,2,2,NA,alevel,NA,NA,0.8636,-0.49018722391434655,0
55-64,male,gcse,lib_dem,9500_17499,1,1,0,0,2,1,1,1,1,4,2,3,2,NA,gcse,NA,NA,1.0224,-0.49018722391434655,0
25-34,male,gcse,labour,9500_17499,4,1,0,0,2,4,4,4,4,4,5,4,2,NA,gcse,NA,NA,1.2467,-0.49018722391434655,0
55-64,female,alevel,no_party,25000plus,1,1,0,0,1,1,2,2,3,2,1,1,2,NA,alevel,NA,NA,0.7489,-0.49018722391434655,0
45-54,male,alevel,other,25000plus,3,1,1,0,4,2,1,4,5,4,1,4,2,NA,alevel,NA,NA,1.1938,0.3531676391989697,0
65plus,female,gcse,other,17500_24999,3,1,1,0,2,1,3,4,5,4,4,4,2,NA,gcse,NA,NA,1.2202,0.3531676391989697,0
45-54,female,gcse,other,25000plus,3,1,0,0,2,4,4,4,4,3,3,4,2,NA,gcse,NA,NA,0.9506,-0.49018722391434655,0
45-54,female,degree,no_party,17500_24999,3,1,0,0,3,2,1,3,1,3,1,3,2,NA,degree,NA,NA,0.9716,-0.49018722391434655,0
15-24,male,degree,cons,25000plus,4,1,1,1,1,2,2,2,4,3,3,4,2,NA,degree,NA,NA,1.0313,0.9984553862772432,1
65plus,female,no_qual,cons,up_to_9499,3,1,1,0,4,4,2,5,3,3,4,4,2,NA,no_qual,NA,NA,1.2333,0.3531676391989697,0
65plus,male,alevel,cons,25000plus,5,1,1,0,1,1,5,1,5,4,5,3,2,NA,alevel,NA,NA,0.9203,0.3531676391989697,0
65plus,male,no_qual,other,up_to_9499,3,1,1,0,2,5,1,1,1,1,5,5,2,NA,no_qual,NA,NA,0.9289,0.3531676391989697,0
65plus,female,no_qual,no_party,9500_17499,1,1,1,0,1,5,5,2,5,3,5,5,2,NA,no_qual,NA,NA,1.0983,0.3531676391989697,0
35-44,female,gcse,labour,25000plus,3,1,1,0,5,1,4,4,5,4,2,5,2,NA,gcse,NA,NA,0.8428,0.3531676391989697,0
35-44,female,gcse,other,9500_17499,2,0,0,0,1,4,1,1,1,4,5,4,2,NA,gcse,NA,NA,1.0509,-1.2965482561310893,0
45-54,male,gcse,lib_dem,9500_17499,2,1,1,0,4,1,4,1,1,1,4,2,2,NA,gcse,NA,NA,1.0318,0.3531676391989697,0
25-34,female,gcse,labour,9500_17499,3,1,1,0,5,5,2,5,3,1,5,1,2,NA,gcse,NA,NA,0.6348,0.3531676391989697,0
35-44,male,gcse,labour,17500_24999,2,1,1,0,1,1,1,5,3,1,2,2,2,NA,gcse,NA,NA,0.8444,0.3531676391989697,0
15-24,female,degree,labour,25000plus,5,1,1,1,5,1,1,5,5,3,5,4,2,NA,degree,NA,NA,1.2995,0.9984553862772432,1
45-54,female,no_qual,cons,25000plus,1,1,0,1,5,1,1,5,5,1,5,4,2,NA,no_qual,NA,NA,0.6589,0.12751998108451623,0
45-54,female,gcse,cons,17500_24999,3,1,1,1,2,2,4,4,4,4,4,1,2,NA,gcse,NA,NA,0.7123,0.9984553862772432,1
25-34,female,alevel,cons,25000plus,5,1,1,1,4,5,5,1,2,5,5,4,2,NA,alevel,NA,NA,0.7369,0.9984553862772432,1
25-34,male,gcse,other,25000plus,1,1,1,0,4,2,1,2,1,1,4,4,2,NA,gcse,NA,NA,1.2507,0.3531676391989697,0
65plus,female,gcse,other,17500_24999,4,1,1,0,2,4,1,1,4,1,5,5,2,NA,gcse,NA,NA,1.3746,0.3531676391989697,0
65plus,male,gcse,lib_dem,up_to_9499,5,1,1,0,4,4,1,1,1,1,5,5,2,NA,gcse,NA,NA,1.0354,0.3531676391989697,0
65plus,female,degree,other,17500_24999,4,1,0,0,2,3,1,4,1,4,5,2,2,NA,degree,NA,NA,0.6241,-0.49018722391434655,0
45-54,male,alevel,lib_dem,25000plus,2,1,0,0,3,2,1,2,1,1,5,4,2,NA,alevel,NA,NA,1.1501,-0.49018722391434655,0
35-44,male,gcse,lib_dem,up_to_9499,4,1,1,0,4,4,5,4,5,5,5,1,2,NA,gcse,NA,NA,1.1736,0.3531676391989697,0
45-54,male,degree,cons,17500_24999,3,1,0,0,3,2,3,4,5,4,3,3,2,NA,degree,NA,NA,1.1977,-0.49018722391434655,0
55-64,male,degree,labour,25000plus,4,1,1,1,5,3,5,4,4,4,4,4,2,NA,degree,NA,NA,1.2241,0.9984553862772432,1
45-54,female,alevel,no_party,9500_17499,4,0,0,0,4,1,1,2,1,5,2,2,2,NA,alevel,NA,NA,0.9748,-1.2965482561310893,0
55-64,male,gcse,labour,25000plus,2,1,0,0,4,1,2,5,2,2,5,4,2,NA,gcse,NA,NA,0.9102,-0.49018722391434655,0
45-54,male,gcse,other,9500_17499,3,1,1,1,4,3,2,2,2,3,3,2,2,NA,gcse,NA,NA,1.0205,0.9984553862772432,1
25-34,female,degree,no_party,25000plus,2,1,1,0,2,3,2,4,3,2,4,3,2,NA,degree,NA,NA,0.9035,0.3531676391989697,0
35-44,female,gcse,other,25000plus,4,1,1,0,1,3,4,4,4,4,3,2,2,NA,gcse,NA,NA,1.0394,0.3531676391989697,0
25-34,female,gcse,cons,up_to_9499,3,1,1,0,1,1,4,4,4,2,3,3,2,NA,gcse,NA,NA,0.6807,0.3531676391989697,0
45-54,female,gcse,other,25000plus,2,1,0,1,4,2,1,5,5,4,4,2,2,NA,gcse,NA,NA,1.4093,0.12751998108451623,0
55-64,male,degree,no_party,25000plus,5,1,1,1,3,1,1,5,5,5,4,3,2,NA,degree,NA,NA,1.0862,0.9984553862772432,1
45-54,female,gcse,cons,up_to_9499,4,1,1,1,1,4,2,3,5,4,5,4,2,NA,gcse,NA,NA,0.8126,0.9984553862772432,1
55-64,male,gcse,other,25000plus,4,1,1,1,4,3,4,5,5,4,5,4,2,NA,gcse,NA,NA,0.9102,0.9984553862772432,1
15-24,male,gcse,labour,25000plus,4,1,0,0,3,3,2,4,5,4,4,2,2,NA,gcse,NA,NA,0.8062,-0.49018722391434655,0
15-24,female,no_qual,no_party,up_to_9499,4,1,1,1,1,4,3,5,4,4,4,4,2,NA,no_qual,NA,NA,0.8876,0.9984553862772432,1
35-44,female,gcse,labour,25000plus,2,1,0,0,1,3,1,1,1,3,5,2,2,NA,gcse,NA,NA,1.212,-0.49018722391434655,0
65plus,female,gcse,lib_dem,25000plus,4,1,0,0,4,4,1,1,1,1,5,2,2,NA,gcse,NA,NA,1.1248,-0.49018722391434655,0
15-24,female,degree,lib_dem,up_to_9499,4,1,1,1,4,4,3,4,4,4,3,3,2,NA,degree,NA,NA,0.9476,0.9984553862772432,1
55-64,male,degree,no_party,9500_17499,3,1,1,1,3,2,5,5,1,4,3,4,2,NA,degree,NA,NA,1.8325,0.9984553862772432,1
65plus,male,alevel,labour,25000plus,4,1,0,0,1,3,3,3,5,1,5,4,2,NA,alevel,NA,NA,0.9513,-0.49018722391434655,0
55-64,male,gcse,cons,9500_17499,2,0,0,0,2,3,1,5,3,3,2,2,2,NA,gcse,NA,NA,0.6706,-1.2965482561310893,0
45-54,male,gcse,cons,25000plus,4,1,0,1,1,3,2,5,5,7,5,3,2,NA,gcse,NA,NA,1.1248,0.12751998108451623,0
35-44,female,gcse,labour,9500_17499,3,1,0,0,2,2,1,5,4,4,2,2,2,NA,gcse,NA,NA,0.7961,-0.49018722391434655,0
45-54,female,degree,cons,25000plus,3,1,0,0,2,4,1,5,5,4,5,4,2,NA,degree,NA,NA,0.8415,-0.49018722391434655,0
35-44,male,degree,cons,25000plus,3,1,0,0,1,3,1,1,4,3,3,1,2,NA,degree,NA,NA,1.1229,-0.49018722391434655,0
65plus,male,no_qual,labour,9500_17499,2,0,0,0,1,1,1,4,4,4,4,2,2,NA,no_qual,NA,NA,1.0354,-1.2965482561310893,0
45-54,male,gcse,cons,25000plus,5,1,1,0,1,5,1,2,3,4,3,2,2,NA,gcse,NA,NA,1.1977,0.3531676391989697,0
65plus,male,gcse,labour,up_to_9499,5,0,0,0,2,1,1,2,4,3,4,3,2,NA,gcse,NA,NA,1.0354,-1.2965482561310893,0
65plus,female,alevel,labour,25000plus,2,0,1,0,2,3,2,4,4,2,5,2,2,NA,alevel,NA,NA,1.3746,-0.4187727315479352,0
25-34,female,gcse,lib_dem,9500_17499,1,0,0,1,1,1,1,3,4,1,3,3,2,NA,gcse,NA,NA,0.7076,-0.6471937120438093,0
25-34,female,gcse,no_party,9500_17499,3,0,0,0,3,2,1,3,4,4,2,2,2,NA,gcse,NA,NA,0.7671,-1.2965482561310893,0
15-24,male,alevel,no_party,9500_17499,4,1,1,0,3,2,4,5,4,3,3,3,2,NA,alevel,NA,NA,0.984,0.3531676391989697,0
35-44,female,alevel,no_party,25000plus,3,1,1,0,3,5,1,4,5,2,5,3,2,NA,alevel,NA,NA,0.8665,0.3531676391989697,0
35-44,male,gcse,no_party,25000plus,4,1,1,1,1,2,4,1,5,5,5,5,2,NA,gcse,NA,NA,1.1736,0.9984553862772432,1
45-54,female,gcse,no_party,9500_17499,5,1,1,0,1,1,4,4,4,4,3,2,2,NA,gcse,NA,NA,0.7123,0.3531676391989697,0
45-54,female,degree,no_party,25000plus,3,1,0,0,3,3,1,2,4,2,3,1,2,NA,degree,NA,NA,0.6774,-0.49018722391434655,0
55-64,female,no_qual,no_party,25000plus,3,1,0,0,1,4,2,5,5,4,4,2,2,NA,no_qual,NA,NA,0.7059,-0.49018722391434655,0
35-44,male,gcse,other,up_to_9499,1,1,0,0,2,4,1,4,2,2,1,3,2,NA,gcse,NA,NA,1.1736,-0.49018722391434655,0
55-64,female,no_qual,labour,25000plus,3,1,0,0,1,4,1,4,4,2,2,4,2,NA,no_qual,NA,NA,1.2242,-0.49018722391434655,0
55-64,male,no_qual,other,17500_24999,2,1,0,0,1,2,1,5,2,1,5,3,2,NA,no_qual,NA,NA,0.9223,-0.49018722391434655,0
15-24,male,no_qual,labour,up_to_9499,3,1,1,1,1,2,1,4,1,2,4,2,2,NA,no_qual,NA,NA,0.9173,0.9984553862772432,1
65plus,female,no_qual,cons,9500_17499,1,0,0,0,2,1,1,1,1,1,3,1,2,NA,no_qual,NA,NA,0.795,-1.2965482561310893,0
25-34,female,degree,labour,25000plus,5,1,1,1,1,5,2,4,5,4,5,4,2,NA,degree,NA,NA,0.9565,0.9984553862772432,1
15-24,female,gcse,labour,up_to_9499,4,1,1,0,2,3,2,4,4,4,4,3,2,NA,gcse,NA,NA,0.7629,0.3531676391989697,0
45-54,female,no_qual,no_party,25000plus,3,1,1,0,3,4,4,4,5,4,4,3,2,NA,no_qual,NA,NA,0.7344,0.3531676391989697,0
55-64,male,no_qual,labour,9500_17499,3,1,1,0,1,2,2,4,4,4,4,4,2,NA,no_qual,NA,NA,0.9223,0.3531676391989697,0
55-64,male,no_qual,labour,25000plus,3,1,1,0,2,4,2,4,2,4,5,2,2,NA,no_qual,NA,NA,0.8945,0.3531676391989697,0
55-64,male,gcse,cons,9500_17499,5,1,1,0,2,5,1,1,1,1,1,3,2,NA,gcse,NA,NA,0.9464,0.3531676391989697,0
15-24,female,alevel,labour,17500_24999,5,1,1,0,5,5,1,5,1,4,5,4,2,NA,alevel,NA,NA,1.4502,0.3531676391989697,0
25-34,male,alevel,no_party,9500_17499,2,1,1,0,1,1,1,5,3,1,1,2,2,NA,alevel,NA,NA,0.9254,0.3531676391989697,0
25-34,female,alevel,labour,25000plus,4,1,1,0,4,5,1,1,1,5,5,5,2,NA,alevel,NA,NA,0.7077,0.3531676391989697,0
