"vote20jb","apppres5","taxecon","billtax","trade2","trade4","richpoor2","immignum","refugees","dreamer","wall5","pathway","famsep","freecol","diversity5","gw1","gw2","prek","science","rr2","age","gender","educ","marstat","race","employ","faminc_new","ideology","party_id","vote16post","religpew","region","compl_data$weight","ability"
"1","1","2","3","2","1","2","5","6","1","1","2","3","7","1","2","2","5","3","4",63,"1","two_yr_college","married","white","disabled","10","conservative","republican","trump","christian","northeast",0.820011188995185,0.829275858480006
"1","1","3","6","3","2","4","4","4","2","1","4","4","7","1","4","3","5","2","5",55,"0","four_yr_college","married","white","homemaker","11","moderate","republican","trump","christian","midwest",0.947214736055136,0.829275858480006
"1","1","1","7","2","2","5","2","7","1","1","5","5","7","0","5","5","7","1","5",64,"1","post_grad","married","hispanic","full_time","9","very conservative","republican","trump","christian","south",0.786331708082811,0.829275858480006
"1","1","3","7","3","2","4","3","4","2","1","1","4","7","1","2","3","4","3","2",64,"1","post_grad","married","white","other_empl","5","moderate","republican","trump","christian","northeast",1.06328736936872,0.49232750386146
"4","0","3","1","3","3","1","4","7","1","0","5","4","2","0","2","1","4","3","5",47,"0","two_yr_college","married","white","homemaker","9","moderate","independent","no_vote","christian","midwest",0.91774449889729,-0.866697231359771
"2","0","4","1","4","2","1","4","3","2","0","2","5","2","0","1","3","1","4","1",64,"0","four_yr_college","divorced","hispanic","retired","2","liberal","democrat","no_vote","christian","south",1.03259733494872,-0.249543902218619
"1","1","4","4","3","3","3","4","4","2","1","3","3","3","0","3","3","4","2","3",64,"0","some_college","married","white","part_time","8","conservative","republican","no_vote","christian","west",0.930975117348551,-0.866697231359771
"2","0","7","2","5","1","1","6","2","2","0","2","5","1","0","1","1","2","1","2",55,"0","two_yr_college","married","white","full_time","9","liberal","democrat","clinton","no_rel","south",0.946300659873824,0.310796619831025
"2","0","7","1","3","4","2","3","1","2","0","1","5","2","1","1","1","1","4","1",60,"1","some_college","never_married","white","homemaker","3","very_liberal","democrat","clinton","no_rel","south",0.868285261509497,0.829275858480006
"1","1","1","2","2","1","1","6","6","1","1","1","3","3","0","4","4","4","3","3",61,"0","two_yr_college","divorced","white","full_time","5","very conservative","republican","trump","christian","south",0.893689163744461,-0.174762385142252
"2","0","3","6","2","2","5","4","2","2","0","3","5","7","1","3","3","3","3","2",40,"1","post_grad","married","white","full_time","12","moderate","independent","no_vote","no_rel","northeast",0.697047730267335,0.829275858480006
"1","1","1","7","3","3","5","4","5","2","1","3","3","7","0","5","5","7","3","4",65,"0","some_college","married","white","full_time","10","conservative","republican","trump","christian","west",0.988390838054461,0.49232750386146
"1","1","1","6","2","2","5","4","3","2","1","2","3","7","0","5","4","6","3","1",67,"1","post_grad","married","white","full_time","5","conservative","republican","trump","christian","south",0.967523297196646,-0.180194977787794
"2","0","5","2","4","2","2","4","2","2","0","1","5","3","1","1","1","1","2","2",40,"1","four_yr_college","married","asian","full_time","11","liberal","democrat","clinton","christian","west",0.668499171914187,0.0384082087705089
"2","0","7","1","2","1","1","2","1","2","0","1","5","2","1","1","1","1","5","2",48,"0","four_yr_college","married","white","disabled","11","liberal","democrat","clinton","no_rel","south",1.02431222398371,0.829275858480006
"1","1","2","7","2","2","4","3","5","2","1","2","4","7","1","4","4","6","3","2",65,"1","four_yr_college","married","white","full_time","11","conservative","republican","trump","christian","midwest",1.11454361473121,0.49232750386146
"1","1","4","4","3","3","2","7","6","1","1","2","4","4","0","3","5","4","2","5",40,"0","high_school","divorced","white","full_time","4","moderate","republican","no_vote","no_rel","west",0.941544362689691,-0.866697231359771
"2","0","7","1","4","2","1","1","1","2","0","1","5","2","1","1","1","1","5","1",63,"1","some_college","married","white","retired","7","very_liberal","democrat","no_vote","no_rel","south",0.808909560549638,0.49232750386146
"2","0","4","2","3","2","2","4","2","2","0","1","5","2","1","1","2","2","3","2",64,"0","post_grad","never_married","white","retired","3","liberal","democrat","clinton","jewish","northeast",0.979980260428487,-0.866697231359771
"3","0","4","1","3","3","1","6","5","1","0","2","5","5","0","1","1","3","2","5",60,"0","no_hs","divorced","white","disabled","1","moderate","democrat","trump","other_rel","south",1.06501453248666,-0.866697231359771
"3","0","3","1","3","2","1","3","2","2","0","1","5","1","1","1","1","1","4","2",30,"1","four_yr_college","never_married","native_american","retired","9","moderate","independent","clinton","christian","west",1.04402471610595,-0.0326740388823356
"1","1","2","3","2","2","3","5","4","2","1","2","5","6","0","2","2","2","3","4",76,"1","two_yr_college","married","white","retired","11","conservative","independent","trump","christian","midwest",0.915515272952024,0.829275858480006
"1","1","3","3","3","4","1","6","4","1","1","2","4","5","0","2","3","5","3","5",49,"0","high_school","married","white","full_time","6","moderate","republican","trump","no_rel","west",1.07978658850445,-0.866697231359771
"1","1","1","7","2","1","5","7","5","1","0","5","2","7","0","3","2","7","2","4",86,"1","some_college","married","white","retired","3","very conservative","republican","trump","christian","south",0.759897340911634,0.829275858480006
"1","0","1","7","5","4","5","7","6","1","1","4","2","7","0","5","3","7","5","5",58,"1","four_yr_college","married","white","retired","9","very conservative","republican","other","christian","west",0.662558403087482,0.829275858480006
"1","1","4","6","4","4","4","6","3","2","1","2","2","6","1","1","1","2","4","4",62,"0","two_yr_college","married","white","full_time","6","conservative","republican","trump","no_rel","northeast",0.974344252044446,-0.496169414435352
"1","1","1","7","2","2","5","6","4","2","1","2","3","7","0","5","4","7","3","2",58,"1","some_college","never_married","white","full_time","3","conservative","republican","no_vote","christian","west",0.853520338464678,0.829275858480006
"2","0","7","1","1","1","1","1","1","2","0","1","5","2","1","1","1","1","5","1",64,"1","four_yr_college","never_married","white","full_time","11","very_liberal","democrat","clinton","no_rel","midwest",1.18015681611182,0.49232750386146
"1","1","2","6","4","3","5","4","3","2","1","2","3","7","1","5","2","6","2","4",75,"1","four_yr_college","married","white","part_time","6","very conservative","republican","no_vote","christian","midwest",0.892283428418201,0.49232750386146
"2","0","7","1","5","2","1","1","1","2","0","1","5","1","1","1","1","1","5","1",39,"1","post_grad","married","white","full_time","5","very_liberal","democrat","clinton","no_rel","south",0.783602487218187,0.829275858480006
"1","1","2","7","2","2","5","6","6","1","1","5","5","7","0","5","3","7","3","4",80,"1","post_grad","widowed","white","full_time","8","conservative","independent","trump","no_rel","south",0.817754440786381,0.829275858480006
"2","0","5","2","3","2","3","1","1","2","0","2","5","2","1","1","1","1","4","1",39,"0","four_yr_college","married","white","full_time","11","very_liberal","democrat","clinton","christian","west",1.03404200778801,0.829275858480006
"1","1","1","4","2","1","5","7","6","2","1","4","2","7","0","3","2","2","1","5",58,"0","four_yr_college","married","other_race","retired","11","very conservative","republican","trump","christian","south",0.762368263997518,0.49232750386146
"1","1","3","3","2","2","4","6","5","1","1","4","3","7","0","4","2","2","3","4",64,"1","four_yr_college","married","white","retired","5","conservative","republican","trump","christian","south",1.11454361473121,0.0384082087705089
"1","1","1","7","4","2","5","7","5","1","1","4","2","7","0","5","4","7","3","4",61,"1","high_school","married","white","retired","10","very conservative","republican","trump","christian","northeast",0.829993880619484,0.829275858480006
"2","0","4","2","3","1","2","2","2","2","0","1","5","2","1","1","1","2","5","2",76,"1","four_yr_college","married","white","part_time","5","liberal","democrat","clinton","no_rel","midwest",1.00308125749712,-0.174762385142252
"2","0","5","3","3","3","2","4","4","2","0","2","5","1","0","3","3","1","3","3",58,"0","some_college","never_married","black","part_time","2","liberal","democrat","clinton","christian","northeast",0.964673076699452,0.49232750386146
"1","1","1","7","1","1","5","4","7","1","1","5","2","7","0","5","4","7","1","5",37,"1","two_yr_college","married","white","full_time","7","very_liberal","democrat","no_vote","christian","south",0.938881851047225,0.310796619831025
"3","0","3","5","2","1","4","2","1","2","0","2","5","6","1","4","2","3","4","2",46,"1","post_grad","married","white","full_time","9","moderate","independent","no_vote","christian","south",1.1849459407434,-0.105261721136385
"1","1","1","7","2","2","5","6","4","1","1","4","3","7","0","5","4","6","2","5",56,"1","post_grad","married","white","full_time","11","very conservative","republican","trump","no_rel","west",1.25802472009798,0.185616560394241
"1","1","1","6","2","2","5","5","5","1","1","4","3","6","0","3","3","4","2","5",65,"0","some_college","married","white","retired","9","very conservative","republican","trump","christian","south",1.00210010152631,0.49232750386146
"1","1","1","4","1","1","5","7","7","1","1","5","1","7","0","5","5","4","1","5",55,"0","high_school","married","white","part_time","4","very conservative","republican","trump","christian","midwest",0.87142212322185,0.185616560394241
"3","0","4","2","4","4","2","2","2","2","0","2","5","3","1","2","2","1","3","3",60,"0","some_college","married","white","disabled","10","moderate","democrat","other","christian","west",0.579214633828145,-0.249543902218619
"2","0","4","1","3","4","3","7","3","2","1","5","5","7","0","2","2","7","5","5",35,"1","four_yr_college","married","white","unemployed","4","conservative","republican","no_vote","no_rel","west",1.01654624177958,0.310796619831025
"1","0","1","4","3","1","1","4","4","1","0","3","3","4","0","3","3","4","3","3",62,"1","some_college","widowed","white","part_time","3","moderate","independent","no_vote","christian","midwest",0.957058508180357,-0.637029270556552
"4","0","4","4","3","3","3","2","4","2","1","3","3","4","0","3","5","4","3","3",50,"0","high_school","married","white","homemaker","4","moderate","independent","no_vote","no_rel","midwest",1.01706167969247,-0.866697231359771
"1","1","2","7","4","4","4","7","6","1","1","4","5","3","0","5","1","2","3","5",63,"0","four_yr_college","divorced","white","full_time","8","conservative","republican","no_vote","no_rel","midwest",0.892190939152167,0.829275858480006
"2","0","7","3","2","1","4","4","4","2","0","1","5","7","0","1","1","7","5","3",62,"1","four_yr_college","married","white","full_time","13","moderate","democrat","clinton","christian","west",1.18015681611182,0.829275858480006
"1","1","2","6","2","2","5","5","6","1","1","5","2","7","0","5","3","7","2","3",51,"1","four_yr_college","married","white","full_time","8","conservative","republican","trump","christian","midwest",1.0913292850587,0.829275858480006
"3","0","5","1","5","5","1","2","1","2","0","1","5","1","0","1","1","1","5","1",62,"1","four_yr_college","married","white","retired","8","very_liberal","democrat","other","no_rel","midwest",0.662558403087482,0.829275858480006
"1","1","3","6","2","4","4","4","3","1","1","4","1","7","0","5","4","6","3","4",35,"1","four_yr_college","never_married","white","part_time","2","conservative","republican","trump","christian","midwest",1.21015887656044,0.829275858480006
"1","1","5","3","4","4","5","3","4","1","1","5","2","7","0","3","2","3","4","5",29,"0","four_yr_college","married","asian","full_time","6","conservative","republican","trump","no_rel","south",0.822108771511278,-0.496169414435352
"1","1","3","6","3","2","4","4","3","1","1","5","2","7","0","2","3","4","3","5",64,"0","two_yr_college","widowed","white","retired","3","moderate","republican","trump","no_rel","west",0.988390838054461,-0.387596693726537
"1","1","3","5","3","2","2","4","5","1","1","4","3","7","1","4","4","4","4","3",37,"0","two_yr_college","married","white","full_time","12","conservative","republican","trump","christian","midwest",0.906472092607715,-0.866697231359771
"1","1","1","7","3","2","5","7","4","2","1","5","2","7","0","5","3","6","3","4",69,"0","four_yr_college","married","white","retired","11","very conservative","republican","trump","christian","south",1.00415246677689,0.185616560394241
"1","0","5","7","4","1","5","6","6","2","1","2","5","2","0","5","3","1","3","5",51,"1","no_hs","married","other_race","full_time","6","very conservative","independent","clinton","buddhist","west",0.836432294131514,-0.249543902218619
"2","0","7","1","4","2","1","3","2","2","0","2","5","3","0","1","1","3","5","2",37,"1","four_yr_college","never_married","white","unemployed","1","moderate","democrat","other","christian","south",0.580577420373078,0.829275858480006
"2","0","7","1","2","2","1","2","1","2","0","1","5","1","1","1","2","1","5","1",58,"0","four_yr_college","married","white","disabled","3","liberal","democrat","clinton","no_rel","midwest",1.0029772835284,-0.0326740388823356
"1","1","1","7","1","1","5","1","1","1","1","5","5","7","0","5","5","7","5","5",80,"1","post_grad","married","white","full_time","13","very conservative","republican","trump","christian","south",0.817754440786381,0.829275858480006
"1","0","1","1","1","1","1","4","4","2","1","4","5","7","0","3","3","1","5","3",35,"0","four_yr_college","married","other_race","full_time","8","conservative","democrat","no_vote","christian","south",0.702921453765476,-0.249543902218619
"2","0","6","2","4","2","1","5","2","2","0","1","5","1","1","1","1","2","5","4",58,"0","two_yr_college","civil","white","disabled","3","liberal","democrat","clinton","other_rel","midwest",1.03170391458116,-0.866697231359771
"2","0","5","4","3","2","3","3","1","2","0","1","5","4","1","1","1","2","4","1",60,"0","some_college","never_married","black","full_time","7","liberal","democrat","clinton","no_rel","south",0.884818557089412,0.49232750386146
"1","1","1","7","4","1","5","7","7","1","1","5","1","7","0","5","5","7","2","5",60,"1","some_college","never_married","white","full_time","9","conservative","republican","trump","christian","south",0.820011188995185,0.185616560394241
"4","1","1","2","1","1","3","7","6","1","0","5","3","7","0","3","3","7","3","3",69,"1","high_school","married","white","retired","4","liberal","independent","no_vote","christian","northeast",0.878708807443978,-0.105261721136385
"1","1","2","7","2","2","5","3","2","2","1","3","3","6","1","5","2","2","4","4",56,"1","post_grad","married","white","full_time","9","very conservative","republican","no_vote","christian","south",1.00152090181428,0.829275858480006
"4","0","6","6","3","3","2","2","2","2","0","2","5","1","1","1","1","1","5","2",52,"0","four_yr_college","married","asian","full_time","4","moderate","democrat","no_vote","buddhist","south",0.718082216782742,-0.0326740388823356
"2","0","4","1","3","3","3","4","4","2","0","1","5","4","0","3","3","2","2","3",62,"0","two_yr_college","married","white","disabled","5","very conservative","democrat","clinton","christian","northeast",1.03170391458116,0.49232750386146
"2","0","6","3","2","1","2","4","3","2","0","2","5","5","1","2","2","1","4","4",58,"1","high_school","never_married","white","full_time","4","moderate","democrat","other","christian","midwest",0.493403230566485,0.49232750386146
"1","1","2","7","2","2","4","7","5","2","1","5","4","7","0","2","1","6","4","3",62,"0","some_college","married","white","part_time","14","conservative","republican","trump","muslim","west",0.988390838054461,-0.105261721136385
"4","0","2","6","3","2","5","4","4","1","0","1","1","7","0","3","1","4","5","4",44,"1","post_grad","married","white","full_time","8","moderate","independent","no_vote","no_rel","south",0.716904317754129,-0.249543902218619
"2","0","6","1","2","2","3","4","2","2","0","1","5","1","1","1","1","1","3","2",52,"0","some_college","divorced","white","disabled","2","liberal","democrat","clinton","no_rel","south",0.946300659873824,0.185616560394241
"2","0","6","2","3","1","1","2","1","2","0","1","5","1","1","1","1","1","5","1",73,"0","four_yr_college","married","white","retired","8","liberal","democrat","clinton","christian","south",1.06326693941721,0.829275858480006
"2","0","7","1","2","2","1","4","2","2","0","2","5","3","1","1","1","1","5","2",62,"1","post_grad","married","native_american","full_time","12","moderate","democrat","other","christian","west",0.572277343104334,0.829275858480006
"2","1","4","5","4","2","3","4","5","1","0","2","5","3","1","2","2","3","4","2",56,"0","some_college","separated","mixed","full_time","2","conservative","democrat","clinton","no_rel","west",0.94736869569882,-0.180194977787794
"2","0","6","5","3","2","5","4","3","2","0","1","5","2","1","1","2","2","4","2",41,"1","two_yr_college","married","white","full_time","6","moderate","independent","clinton","christian","west",1.05546596271457,-0.105261721136385
"2","0","5","4","3","4","2","5","4","2","0","2","5","5","0","4","3","3","3","3",49,"0","two_yr_college","married","other_race","disabled","4","moderate","independent","clinton","christian","west",0.94736869569882,-0.866697231359771
"1","1","2","2","1","2","4","5","5","2","1","2","3","7","1","2","2","3","2","5",50,"0","high_school","married","white","full_time","8","conservative","republican","trump","christian","south",0.912639809717802,-0.866697231359771
"1","1","4","3","4","2","4","4","2","2","1","2","5","7","1","1","1","2","2","4",69,"0","high_school","widowed","white","retired","3","very conservative","republican","trump","no_rel","south",0.968155932229058,-0.866697231359771
"2","0","6","1","4","1","2","3","1","2","0","1","5","3","1","1","1","1","5","1",63,"0","post_grad","divorced","white","full_time","10","very_liberal","democrat","clinton","no_rel","west",0.87396232980565,0.49232750386146
"4","0","4","4","4","3","2","1","7","1","1","5","5","4","0","2","3","4","5","3",55,"0","some_college","divorced","white","full_time","2","moderate","democrat","no_vote","christian","west",0.930975117348551,-0.866697231359771
"3","0","4","2","3","3","2","5","5","1","1","4","3","1","0","1","1","1","3","3",54,"0","four_yr_college","divorced","white","retired","4","moderate","independent","trump","christian","south",0.967363517412414,-0.866697231359771
"1","1","1","7","2","1","5","6","7","1","1","5","1","7","1","4","2","7","2","5",62,"0","two_yr_college","divorced","white","retired","4","conservative","republican","trump","christian","west",0.988390838054461,0.49232750386146
"1","1","2","4","4","4","2","5","7","1","1","4","3","7","1","2","2","3","2","4",56,"1","four_yr_college","married","white","full_time","6","conservative","republican","trump","christian","midwest",1.11454361473121,-0.180194977787794
"3","1","3","7","1","1","5","2","3","1","0","3","1","7","0","5","5","7","3","5",49,"1","post_grad","married","white","full_time","6","very conservative","independent","other","christian","midwest",0.666947515743478,0.829275858480006
"4","0","5","4","4","3","4","4","4","2","0","3","3","4","0","3","3","2","4","3",19,"1","four_yr_college","never_married","hispanic","student","8","moderate","independent","no_vote","christian","west",1.58347107161407,-0.866697231359771
"1","1","1","7","5","4","5","6","5","1","1","4","3","7","1","5","5","7","4","5",56,"0","some_college","married","white","retired","12","very conservative","independent","other","no_rel","west",0.58756485312205,0.829275858480006
"1","1","3","4","3","3","2","5","4","2","1","2","3","7","0","4","2","7","2","5",27,"0","two_yr_college","married","white","part_time","3","conservative","republican","no_vote","christian","midwest",0.964514474045239,-0.866697231359771
"2","0","7","6","4","3","2","6","7","2","0","3","5","6","0","1","1","6","5","5",58,"0","post_grad","divorced","white","unemployed","5","moderate","republican","clinton","christian","midwest",0.979980260428487,0.49232750386146
"4","0","4","4","3","3","3","4","3","2","0","3","3","4","0","3","3","4","4","3",25,"1","four_yr_college","never_married","hispanic","full_time","6","conservative","democrat","no_vote","christian","west",1.65836819949957,-0.866697231359771
"2","0","4","3","3","3","1","4","2","2","0","2","5","2","1","2","3","2","3","2",39,"0","high_school","civil","white","homemaker","5","moderate","democrat","no_vote","no_rel","northeast",1.05576048107108,-0.496169414435352
"1","1","1","7","3","1","1","5","4","2","1","5","5","7","0","1","1","4","3","4",49,"1","high_school","never_married","white","full_time","11","moderate","independent","no_vote","other_rel","midwest",0.924959618645548,0.49232750386146
"2","0","7","4","5","2","1","2","1","2","0","1","5","4","0","1","1","1","5","1",54,"0","post_grad","married","black","homemaker","6","moderate","independent","clinton","no_rel","south",0.868575956197736,0.49232750386146
"2","0","7","1","4","2","1","2","1","2","0","1","5","3","1","1","1","2","5","1",52,"0","post_grad","married","hispanic","full_time","9","conservative","republican","clinton","christian","south",0.957248767235411,0.49232750386146
"2","0","3","3","2","2","1","5","3","2","1","2","5","1","0","1","1","5","5","1",56,"0","some_college","married","black","part_time","2","moderate","democrat","clinton","christian","midwest",0.964673076699452,0.310796619831025
"2","0","7","1","5","1","1","3","1","2","0","1","5","6","1","1","1","1","5","2",58,"1","two_yr_college","never_married","white","full_time","4","liberal","democrat","clinton","no_rel","west",0.959504824520009,0.829275858480006
"2","0","6","1","3","2","1","2","1","2","0","1","5","1","1","1","1","1","5","1",59,"0","post_grad","married","white","full_time","11","very_liberal","democrat","clinton","jewish","south",0.790875241783554,0.185616560394241
"4","0","4","3","3","2","3","4","3","2","0","1","5","6","0","3","3","4","5","3",53,"0","high_school","married","hispanic","full_time","10","moderate","democrat","no_vote","christian","south",1.42478492576814,-0.387596693726537
"3","0","4","1","3","2","2","4","4","1","0","3","3","5","0","3","3","4","3","3",40,"1","two_yr_college","never_married","white","full_time","7","moderate","independent","clinton","christian","west",1.05546596271457,-0.866697231359771
"2","0","6","1","3","2","1","3","2","2","0","2","5","2","1","1","1","1","5","1",36,"1","four_yr_college","married","white","full_time","10","liberal","democrat","clinton","no_rel","midwest",1.28140095001617,0.49232750386146
"1","1","2","6","2","2","5","4","3","2","1","5","3","7","0","5","4","7","3","5",63,"0","post_grad","married","white","retired","5","conservative","republican","trump","christian","midwest",0.925496278894266,0.49232750386146
"1","1","4","3","3","2","3","5","4","2","0","4","1","4","1","1","3","2","5","3",39,"0","four_yr_college","married","asian","part_time","10","liberal","republican","trump","other_rel","west",0.74627249625363,-0.387596693726537
"1","1","3","4","4","4","2","5","3","2","1","4","3","7","1","2","2","4","2","2",55,"1","four_yr_college","married","white","full_time","11","moderate","republican","trump","christian","south",1.11454361473121,-0.866697231359771
"3","0","4","2","2","1","2","3","2","2","0","2","5","6","1","1","1","5","4","3",58,"0","four_yr_college","civil","white","full_time","11","conservative","democrat","clinton","christian","midwest",1.0029772835284,-0.174762385142252
"1","1","2","6","2","2","5","4","6","1","1","4","3","7","0","5","3","6","3","5",56,"1","four_yr_college","married","white","full_time","9","very conservative","republican","trump","no_rel","west",1.0913292850587,-0.0326740388823356
"1","1","1","7","2","2","5","5","6","2","1","4","3","7","0","3","3","7","2","4",63,"1","some_college","married","white","full_time","12","very conservative","republican","trump","christian","south",0.858797172516253,0.829275858480006
"1","1","4","4","2","2","1","3","4","2","0","2","3","5","0","1","2","2","3","1",35,"1","post_grad","married","white","full_time","9","moderate","independent","trump","no_rel","northeast",0.750705224722896,-0.637029270556552
"1","1","1","4","1","2","5","4","5","1","1","5","1","7","1","5","4","5","2","4",62,"0","two_yr_college","married","mixed","retired","5","very conservative","republican","trump","christian","south",0.756202065164629,0.829275858480006
"1","1","4","4","3","3","3","4","4","1","0","3","3","4","0","3","3","4","3","3",31,"0","two_yr_college","never_married","white","full_time","4","very conservative","republican","trump","christian","south",0.893589700618372,-0.866697231359771
"2","0","6","1","2","1","1","1","1","2","0","1","5","3","1","1","1","2","5","1",28,"0","post_grad","civil","white","full_time","13","very_liberal","democrat","clinton","no_rel","south",0.83469258858232,-0.0326740388823356
"2","1","4","5","5","2","2","4","6","2","1","5","5","5","1","1","1","1","3","1",34,"1","four_yr_college","never_married","white","full_time","4","moderate","democrat","clinton","christian","south",1.03413132599488,0.829275858480006
"2","0","3","2","3","2","2","4","2","2","0","1","5","7","1","1","2","7","5","4",39,"1","post_grad","never_married","white","full_time","6","moderate","independent","other","no_rel","west",0.428581235960041,-0.866697231359771
"2","0","7","1","3","3","1","1","1","2","0","1","5","1","1","1","1","1","5","1",63,"0","post_grad","married","white","retired","5","moderate","democrat","clinton","no_rel","midwest",0.979980260428487,0.49232750386146
"2","0","6","4","4","2","4","2","1","2","0","1","5","2","0","1","1","3","5","2",59,"0","post_grad","never_married","white","full_time","10","moderate","democrat","clinton","christian","south",0.790875241783554,0.829275858480006
"2","0","7","1","5","3","1","4","2","2","0","1","5","5","1","1","1","3","5","2",62,"0","post_grad","married","white","part_time","7","moderate","democrat","clinton","christian","midwest",0.979980260428487,0.185616560394241
"2","0","6","1","3","1","2","3","2","2","0","2","5","2","1","1","2","2","5","2",62,"1","post_grad","married","mixed","unemployed","10","moderate","democrat","clinton","christian","south",1.0193471307944,0.829275858480006
"2","0","6","5","2","2","4","2","1","2","0","1","5","1","1","1","1","1","5","1",60,"1","post_grad","married","white","part_time","6","liberal","independent","clinton","other_rel","south",1.12588311472111,0.829275858480006
"1","1","1","7","1","1","5","6","4","2","1","5","3","7","0","5","3","6","1","3",60,"0","post_grad","married","white","full_time","6","very conservative","republican","trump","christian","south",0.746904935636401,0.49232750386146
"2","0","6","2","5","4","2","3","1","2","0","1","5","2","1","1","1","1","4","1",60,"0","post_grad","divorced","white","full_time","7","liberal","democrat","clinton","christian","west",0.979980260428487,0.310796619831025
"2","0","5","1","4","2","1","4","2","2","0","1","5","7","1","1","1","1","5","2",31,"0","post_grad","married","white","full_time","10","moderate","independent","clinton","christian","south",1.15605850208199,0.310796619831025
"2","0","5","3","3","2","2","3","3","2","0","1","5","4","1","1","1","3","5","2",49,"1","post_grad","civil","white","disabled","8","moderate","democrat","clinton","no_rel","midwest",1.18797475516975,0.829275858480006
"2","0","7","1","1","1","1","1","3","2","0","1","5","2","1","1","1","1","5","1",65,"0","post_grad","married","white","full_time","13","liberal","democrat","clinton","no_rel","northeast",0.979980260428487,0.829275858480006
"2","0","5","2","1","1","1","2","1","2","0","2","5","2","1","1","1","3","4","1",60,"0","post_grad","never_married","white","full_time","9","very_liberal","democrat","clinton","christian","west",0.87396232980565,0.829275858480006
"2","0","6","1","4","1","2","4","2","2","0","1","5","4","1","1","3","4","1","1",54,"0","high_school","never_married","native_american","disabled","1","moderate","democrat","no_vote","christian","west",1.0788904690365,-0.866697231359771
"1","1","1","6","5","3","4","7","7","1","1","5","1","7","0","5","5","7","2","3",62,"0","some_college","married","white","other_empl","1","conservative","republican","trump","christian","south",1.00210010152631,0.49232750386146
"1","1","1","7","3","2","5","1","3","1","1","4","1","7","1","5","5","7","5","5",60,"0","some_college","married","white","unemployed","8","very conservative","republican","trump","christian","midwest",0.974344252044446,0.829275858480006
"1","1","1","7","2","1","1","7","6","2","1","5","2","7","0","5","5","7","1","5",61,"0","some_college","married","white","part_time","3","very conservative","republican","trump","christian","south",0.893689163744461,-0.866697231359771
"1","1","4","2","3","2","3","7","3","2","1","2","2","4","0","3","2","3","2","4",60,"0","high_school","married","white","disabled","3","conservative","republican","no_vote","christian","south",0.859624473676246,-0.637029270556552
"1","1","2","7","2","2","5","6","7","1","1","4","3","7","0","5","4","7","2","4",68,"0","post_grad","married","white","retired","9","conservative","republican","trump","christian","south",1.09069730256741,-0.249543902218619
"1","1","2","7","4","3","5","7","6","1","1","5","1","7","0","3","3","7","2","4",55,"1","two_yr_college","married","white","full_time","5","conservative","republican","trump","no_rel","midwest",0.906159216192872,0.829275858480006
"2","0","3","1","1","2","2","4","1","2","0","3","3","5","1","1","1","1","4","2",54,"1","two_yr_college","divorced","white","full_time","10","moderate","independent","no_vote","christian","west",0.93055020640698,0.829275858480006
"3","0","7","1","5","1","1","1","1","2","0","1","5","1","1","1","1","1","3","1",56,"0","some_college","never_married","native_american","retired","2","very_liberal","democrat","clinton","other_rel","west",0.94736869569882,0.310796619831025
"1","1","1","4","3","2","5","6","3","1","1","3","3","7","0","2","2","4","3","5",61,"0","four_yr_college","married","white","homemaker","13","moderate","independent","trump","no_rel","northeast",0.947214736055136,-0.0381838482328011
"2","0","5","4","3","3","4","4","4","2","0","2","2","4","1","3","1","5","3","2",56,"0","two_yr_college","married","black","part_time","8","very_liberal","democrat","clinton","christian","south",0.884818557089412,-0.866697231359771
"2","0","4","2","2","2","5","6","6","1","0","3","5","7","0","1","2","7","4","5",54,"1","some_college","married","white","retired","10","conservative","republican","other","no_rel","midwest",0.538680941049172,-0.105261721136385
"1","1","1","4","3","2","5","4","2","2","1","2","4","6","0","4","3","5","2","4",61,"1","four_yr_college","married","white","full_time","10","conservative","republican","trump","christian","west",1.11454361473121,0.49232750386146
"1","1","1","7","1","1","5","4","3","1","1","5","4","7","0","5","5","7","3","5",54,"0","two_yr_college","married","white","full_time","10","conservative","republican","trump","no_rel","south",0.893689163744461,0.49232750386146
"1","1","2","1","4","4","1","7","6","1","1","5","3","4","0","1","2","7","4","4",58,"0","some_college","never_married","white","unemployed","1","moderate","republican","no_vote","no_rel","west",0.930975117348551,0.185616560394241
"2","0","7","1","4","2","1","1","1","2","0","1","5","2","1","1","2","1","5","1",24,"0","four_yr_college","never_married","white","other_empl","3","very_liberal","democrat","clinton","no_rel","midwest",1.34715630903953,-0.105261721136385
"1","1","3","4","1","1","1","4","4","2","0","2","1","4","1","3","2","2","5","5",35,"1","four_yr_college","married","white","full_time","7","moderate","republican","trump","christian","west",1.07923936215951,0.829275858480006
"3","1","3","5","2","1","5","4","3","1","1","3","1","7","1","5","4","7","2","3",57,"1","some_college","married","white","full_time","7","conservative","independent","other","christian","northeast",0.604026822316955,0.829275858480006
"2","0","7","3","3","2","1","2","1","2","0","1","5","7","1","1","1","1","4","2",62,"0","four_yr_college","married","hispanic","retired","7","liberal","democrat","clinton","no_rel","west",1.16081841289456,0.829275858480006
"1","1","4","3","4","2","4","4","5","2","1","2","3","6","0","3","3","6","2","3",71,"0","some_college","divorced","white","retired","1","conservative","independent","trump","christian","south",0.964187113748541,-0.180194977787794
"1","1","1","7","3","3","5","4","5","2","1","4","2","7","0","5","3","6","4","2",67,"1","some_college","divorced","white","retired","8","moderate","republican","trump","jewish","south",0.928713753877035,0.829275858480006
