"vote20jb","apppres5","taxecon","billtax","trade2","trade4","richpoor2","immignum","refugees","dreamer","wall5","pathway","famsep","freecol","diversity5","gw1","gw2","prek","science","rr2","age","gender","educ","marstat","race","employ","faminc_new","ideology","party_id","vote16post","religpew","region","compl_data$weight","ability"
"2","0","7","1","3","3","1","1","1","2","0","1","5","2","1","1","1","1","5","1",62,"0","high_school","never_married","white","retired","8","moderate","democrat","clinton","other_rel","northeast",0.922722758300421,0.49232750386146
"2","0","3","3","4","2","4","3","2","2","0","1","5","3","1","2","2","3","5","1",33,"0","post_grad","married","white","full_time","1","moderate","democrat","clinton","christian","midwest",1.03099176857853,-0.105261721136385
"2","0","4","2","4","3","3","4","4","2","0","2","5","4","0","2","2","4","3","4",30,"0","four_yr_college","married","white","full_time","10","moderate","democrat","clinton","christian","midwest",1.34715630903953,-0.0326740388823356
"2","0","4","1","3","3","3","5","5","2","0","2","5","4","0","1","2","5","2","2",44,"0","four_yr_college","married","hispanic","full_time","7","moderate","democrat","clinton","christian","northeast",1.12941493805853,0.310796619831025
"2","0","4","2","3","3","2","3","1","2","0","2","5","2","1","2","1","1","5","2",35,"0","four_yr_college","married","white","unemployed","9","very_liberal","democrat","clinton","no_rel","northeast",1.08295150660022,0.185616560394241
"2","0","6","1","3","2","1","2","1","2","0","1","5","1","1","1","1","1","5","1",29,"1","post_grad","married","white","full_time","9","liberal","democrat","other","christian","west",0.566867111136061,0.829275858480006
"1","1","3","4","3","2","3","6","6","2","1","2","4","6","0","2","3","6","3","5",74,"0","high_school","married","white","retired","8","conservative","republican","trump","christian","south",0.954396916008379,0.49232750386146
"1","1","3","6","3","2","5","4","3","2","1","3","4","7","0","4","3","6","3","5",34,"1","four_yr_college","married","white","full_time","3","conservative","republican","other","christian","south",0.580577420373078,-0.174762385142252
"2","0","4","1","3","1","2","2","1","2","0","1","5","4","1","1","1","1","3","3",50,"0","high_school","divorced","white","part_time","6","liberal","democrat","clinton","no_rel","midwest",1.14335364316539,0.49232750386146
"1","1","3","2","2","3","2","3","2","1","1","2","3","3","1","1","2","2","2","1",31,"0","four_yr_college","never_married","white","full_time","8","conservative","republican","trump","christian","south",1.02274263069667,-0.866697231359771
"4","0","4","4","3","3","3","4","4","2","0","3","3","4","0","3","3","4","3","1",51,"0","high_school","never_married","white","unemployed","1","conservative","independent","no_vote","no_rel","northeast",0.820801126630722,-0.866697231359771
"4","0","6","6","5","4","5","7","7","2","0","4","4","6","0","4","4","6","5","4",31,"0","high_school","married","hispanic","part_time","1","conservative","republican","no_vote","christian","northeast",0.461637773738036,-0.496169414435352
"2","0","4","1","4","2","1","1","1","2","0","1","5","1","1","1","1","2","5","1",42,"0","some_college","separated","hispanic","disabled","5","liberal","democrat","clinton","christian","midwest",1.04580701262706,-0.866697231359771
"2","0","4","2","3","2","3","5","5","2","1","2","3","5","0","2","2","5","4","5",57,"0","four_yr_college","married","hispanic","retired","9","moderate","democrat","clinton","christian","south",1.16081841289456,-0.866697231359771
"2","1","1","7","2","1","3","4","6","2","1","4","5","7","1","2","3","4","4","4",53,"1","two_yr_college","married","black","full_time","7","conservative","independent","other","christian","west",0.457077105794544,0.829275858480006
"2","0","6","2","4","1","1","3","2","2","0","1","5","2","1","2","1","1","4","1",63,"0","high_school","married","white","full_time","13","liberal","democrat","clinton","no_rel","south",0.966366930694957,0.829275858480006
"2","0","4","5","3","3","3","5","4","2","0","2","5","5","0","2","3","6","3","5",64,"0","high_school","married","white","retired","3","moderate","independent","no_vote","christian","midwest",0.820801126630722,-0.866697231359771
"1","1","1","7","5","4","5","3","1","2","1","2","4","7","1","2","2","6","4","5",58,"0","high_school","married","white","disabled","4","conservative","republican","trump","christian","south",0.912639809717802,-0.866697231359771
"2","0","4","2","4","2","1","3","2","2","0","2","5","2","1","1","1","1","5","2",62,"0","high_school","widowed","white","retired","4","liberal","democrat","clinton","no_rel","south",0.966366930694957,0.49232750386146
"1","1","4","4","4","2","3","6","4","2","1","3","3","4","0","2","5","4","3","3",64,"0","high_school","divorced","white","retired","2","conservative","independent","no_vote","no_rel","south",0.859624473676246,-0.866697231359771
"1","1","2","2","2","2","2","3","4","2","0","2","2","3","0","3","3","4","3","2",44,"1","four_yr_college","married","white","full_time","10","conservative","republican","trump","christian","northeast",1.02283097288894,-0.866697231359771
"3","1","7","1","5","5","1","7","7","1","1","5","3","1","0","1","1","3","3","5",55,"0","high_school","widowed","white","disabled","2","moderate","independent","trump","no_rel","northeast",0.87142212322185,-0.637029270556552
"1","1","1","7","2","2","5","7","6","1","1","5","2","7","0","5","4","6","3","5",58,"0","high_school","married","white","homemaker","5","very conservative","republican","no_vote","christian","south",0.859624473676246,0.829275858480006
"2","0","7","1","3","2","1","1","1","2","0","1","5","1","1","1","1","1","5","1",63,"1","some_college","never_married","hispanic","retired","2","very_liberal","independent","clinton","no_rel","south",0.758430760347094,0.185616560394241
"1","1","2","5","4","2","4","6","5","1","1","5","2","7","1","4","2","6","2","4",59,"0","high_school","married","white","full_time","6","very conservative","republican","trump","christian","midwest",0.87142212322185,0.829275858480006
"1","1","5","3","4","3","4","4","3","2","1","4","5","4","0","3","2","4","3","5",55,"0","high_school","married","white","unemployed","4","very conservative","republican","trump","christian","west",0.87142212322185,-0.180194977787794
"2","0","5","3","4","2","1","4","1","2","0","1","5","1","1","3","3","1","4","1",41,"0","no_hs","never_married","white","unemployed","1","liberal","democrat","no_vote","no_rel","west",1.53122976738042,-0.866697231359771
"2","0","7","2","5","5","1","2","2","2","0","1","5","1","0","1","2","1","5","1",59,"0","high_school","married","white","full_time","9","very_liberal","democrat","clinton","no_rel","south",0.966366930694957,0.829275858480006
"3","0","4","4","3","3","4","4","2","2","0","2","5","3","0","2","1","3","2","3",48,"1","high_school","divorced","white","full_time","2","moderate","independent","other","no_rel","northeast",0.471119587603477,-0.249543902218619
"3","0","4","1","3","2","1","4","2","2","0","2","5","3","1","4","2","1","3","2",36,"0","post_grad","married","other_race","full_time","8","moderate","independent","other","christian","west",0.816302190834708,-0.866697231359771
"3","0","5","3","3","2","2","3","2","2","0","1","5","1","1","1","1","1","5","1",26,"0","four_yr_college","never_married","white","full_time","4","very_liberal","democrat","no_vote","no_rel","west",1.19835281644514,-0.105261721136385
"2","0","7","1","2","2","1","3","2","2","0","2","5","1","1","1","1","1","5","2",41,"1","two_yr_college","married","white","full_time","8","very_liberal","independent","no_vote","no_rel","midwest",0.938881851047225,-0.249543902218619
"1","1","2","1","2","2","2","6","7","1","1","4","5","7","0","2","2","3","1","2",62,"0","high_school","married","white","retired","5","conservative","republican","trump","christian","northeast",0.87142212322185,-0.637029270556552
"2","0","3","4","3","2","3","5","4","1","1","2","5","3","1","2","2","4","2","4",46,"0","high_school","never_married","white","disabled","1","moderate","independent","no_vote","other_rel","south",0.820801126630722,0.185616560394241
"2","1","4","3","3","2","3","6","4","2","1","5","3","5","0","2","3","5","2","5",60,"0","high_school","divorced","white","part_time","2","moderate","democrat","no_vote","christian","south",0.859624473676246,-0.866697231359771
"3","0","3","4","3","3","3","4","1","2","0","2","5","1","1","2","2","5","3","1",57,"0","some_college","married","hispanic","homemaker","7","moderate","democrat","clinton","christian","northeast",0.789141036244256,-0.866697231359771
"3","0","4","4","3","3","3","4","4","2","0","3","3","4","0","3","3","4","3","3",25,"0","post_grad","never_married","white","full_time","6","very_liberal","democrat","no_vote","christian","south",0.74249454772375,-0.866697231359771
"1","1","1","2","2","1","1","2","3","2","1","2","1","2","1","2","1","2","4","2",37,"0","post_grad","married","white","full_time","8","liberal","republican","trump","christian","west",1.06154517926001,-0.105261721136385
"1","1","4","6","5","4","5","5","5","2","1","2","5","6","1","4","2","2","5","5",44,"0","post_grad","married","white","full_time","10","very conservative","republican","trump","christian","northeast",0.973671699236921,-0.105261721136385
"2","0","6","1","5","2","1","1","1","2","0","1","5","1","1","1","1","1","5","1",32,"0","post_grad","married","white","part_time","6","liberal","democrat","clinton","christian","northeast",1.03099176857853,-0.249543902218619
"2","0","5","3","3","2","3","4","2","2","0","1","5","1","1","2","2","2","4","2",44,"0","two_yr_college","divorced","white","disabled","3","very_liberal","democrat","no_vote","no_rel","south",0.772007610334614,-0.249543902218619
"1","1","1","7","4","2","5","5","4","1","1","5","2","7","1","5","3","7","2","5",57,"1","high_school","married","white","part_time","8","very conservative","republican","trump","christian","west",0.792508744423736,0.49232750386146
"2","0","6","1","3","3","1","3","1","2","0","2","5","2","0","1","1","1","5","1",68,"0","some_college","divorced","white","retired","15","very_liberal","democrat","no_vote","no_rel","west",0.884756139843003,-0.0326740388823356
"2","0","6","1","4","3","3","3","1","2","0","2","5","3","1","1","2","2","4","2",36,"0","post_grad","married","white","full_time","8","moderate","democrat","clinton","christian","south",1.15605850208199,0.829275858480006
"1","1","4","2","5","4","3","4","7","1","1","2","3","7","0","2","2","6","2","5",72,"0","some_college","married","white","part_time","6","moderate","republican","clinton","christian","northeast",1.03566728393304,-0.496169414435352
"1","0","4","4","3","3","2","4","4","1","0","3","3","4","0","3","3","4","4","3",56,"1","high_school","never_married","white","part_time","2","very conservative","republican","no_vote","christian","midwest",0.781779454703653,0.49232750386146
"1","1","1","7","2","2","4","4","5","1","1","5","4","7","0","5","4","7","1","5",61,"1","some_college","married","hispanic","full_time","10","very conservative","republican","trump","christian","west",0.683915521636418,0.310796619831025
"4","0","4","4","3","3","3","4","4","1","0","3","3","4","0","3","5","4","1","3",32,"0","some_college","married","white","homemaker","8","liberal","independent","no_vote","no_rel","northeast",0.853815039857901,-0.637029270556552
"4","0","4","4","4","3","3","4","4","1","0","4","5","4","1","3","2","4","4","2",42,"0","post_grad","married","asian","part_time","9","very_liberal","democrat","no_vote","no_rel","west",1.04381582949962,0.310796619831025
"2","0","6","3","2","1","3","1","1","2","0","3","5","7","1","2","2","2","5","1",26,"0","post_grad","never_married","white","student","4","moderate","democrat","other","christian","northeast",0.468609409368235,0.49232750386146
"2","0","6","2","3","2","1","3","3","2","0","1","5","2","1","1","1","1","5","2",72,"0","some_college","married","white","part_time","11","very_liberal","democrat","clinton","jewish","northeast",1.03566728393304,0.49232750386146
"2","0","7","3","4","2","3","2","1","2","0","1","5","1","1","1","1","1","5","2",70,"0","some_college","widowed","white","part_time","3","liberal","democrat","clinton","buddhist","west",0.994619280227256,0.49232750386146
"2","0","4","2","4","2","2","4","4","2","0","2","5","6","0","2","2","1","3","3",90,"0","high_school","married","white","retired","4","moderate","democrat","clinton","christian","midwest",1.02515128827396,0.49232750386146
"4","1","4","3","3","3","3","4","2","2","1","2","5","3","1","1","1","1","4","1",57,"0","some_college","married","black","unemployed","8","moderate","independent","no_vote","no_rel","west",0.870488730429847,-0.496169414435352
"1","1","4","4","2","2","5","4","4","2","0","1","5","7","1","3","5","4","3","5",36,"0","high_school","civil","white","homemaker","1","conservative","republican","no_vote","christian","south",0.852032290290754,-0.387596693726537
"2","0","7","1","5","3","1","1","1","2","0","1","5","1","1","1","1","1","5","1",38,"1","high_school","never_married","white","full_time","4","liberal","democrat","clinton","no_rel","south",1.32458088383641,0.185616560394241
"2","0","7","1","2","2","1","3","2","2","0","1","5","1","1","1","1","1","5","2",53,"1","high_school","never_married","mixed","full_time","4","very_liberal","independent","no_vote","other_rel","midwest",0.720153136814894,0.829275858480006
"2","0","6","1","4","3","1","6","1","2","0","1","5","1","1","1","1","1","5","1",36,"0","post_grad","married","white","full_time","13","liberal","democrat","clinton","no_rel","south",1.15605850208199,0.829275858480006
"2","0","6","3","4","2","3","3","2","2","0","2","5","7","1","1","1","6","2","3",44,"0","post_grad","married","white","homemaker","8","moderate","democrat","clinton","christian","midwest",1.03099176857853,0.49232750386146
"1","1","1","7","1","1","5","6","3","1","1","2","1","7","0","5","5","7","3","4",61,"1","high_school","married","white","full_time","11","conservative","independent","trump","christian","south",0.847649185791497,0.49232750386146
"1","1","1","7","2","2","4","7","5","1","1","2","2","7","1","5","4","6","3","5",37,"1","four_yr_college","married","white","full_time","8","very conservative","republican","trump","christian","west",1.07923936215951,0.829275858480006
"1","1","1","7","2","2","5","7","7","1","1","5","3","7","0","5","3","7","3","5",43,"1","some_college","married","white","full_time","9","very conservative","republican","trump","christian","south",1.02317208250484,0.829275858480006
"1","1","3","7","4","3","5","6","6","2","1","5","3","6","0","4","3","6","2","3",33,"1","four_yr_college","divorced","white","full_time","6","conservative","republican","trump","no_rel","midwest",1.07923936215951,-0.0381838482328011
"2","0","7","3","3","2","2","3","3","2","0","2","5","6","1","1","1","3","3","4",73,"0","high_school","never_married","white","part_time","6","moderate","democrat","clinton","christian","northeast",1.02515128827396,0.829275858480006
"1","1","1","4","5","5","5","7","7","1","1","5","1","7","0","3","3","5","5","5",35,"0","post_grad","divorced","hispanic","full_time","7","very conservative","republican","trump","christian","south",1.14892670766051,0.185616560394241
"1","1","1","7","3","2","5","4","5","1","1","4","1","7","0","5","5","7","3","2",50,"1","high_school","married","white","full_time","6","moderate","independent","trump","christian","northeast",0.792508744423736,0.829275858480006
"2","0","5","4","3","4","3","4","4","2","0","3","3","4","0","2","2","4","3","3",42,"0","four_yr_college","married","white","part_time","9","moderate","democrat","no_vote","mormon","south",0.983823019949898,-0.866697231359771
"2","0","6","1","2","3","1","3","2","2","0","1","5","3","1","1","2","3","5","1",39,"0","some_college","civil","hispanic","full_time","6","very_liberal","democrat","clinton","no_rel","south",1.08896753744621,-0.496169414435352
"2","0","6","1","3","3","3","4","1","2","0","1","5","2","1","1","1","3","5","1",41,"0","post_grad","married","white","part_time","11","very_liberal","democrat","clinton","christian","northeast",1.03099176857853,0.185616560394241
"2","0","4","5","3","2","1","2","1","2","0","2","5","2","1","1","1","2","4","1",28,"0","post_grad","never_married","white","full_time","2","liberal","democrat","clinton","christian","south",0.83469258858232,-0.866697231359771
"1","1","1","7","1","1","5","4","3","1","1","4","1","7","0","5","5","7","2","4",35,"0","four_yr_college","married","white","full_time","6","very conservative","republican","trump","christian","south",1.04449801188563,0.49232750386146
"1","1","3","4","4","2","3","5","5","1","1","3","3","5","0","2","3","4","2","4",47,"1","high_school","divorced","white","full_time","6","very conservative","republican","no_vote","christian","northeast",0.924959618645548,-0.496169414435352
"2","0","5","1","4","2","1","4","3","2","0","1","5","1","0","1","1","3","3","3",41,"0","two_yr_college","married","white","full_time","6","very_liberal","democrat","clinton","no_rel","south",0.867870387265388,-0.105261721136385
"4","1","2","1","3","3","1","4","4","2","1","1","5","7","1","1","1","5","4","4",33,"0","high_school","married","white","full_time","3","conservative","republican","no_vote","christian","midwest",1.05576048107108,-0.637029270556552
"3","0","6","1","3","2","1","1","1","2","0","1","5","1","1","1","1","1","5","1",36,"0","post_grad","civil","white","full_time","7","very_liberal","democrat","other","no_rel","south",0.649029234554347,0.49232750386146
"2","1","4","4","3","3","3","4","4","1","0","2","3","4","0","3","2","4","3","3",28,"1","four_yr_college","married","white","unemployed","1","moderate","democrat","no_vote","christian","northeast",0.967269630508622,-0.866697231359771
"2","0","4","4","3","2","1","4","4","2","0","2","5","2","0","3","3","1","2","3",29,"0","some_college","never_married","asian","student","2","moderate","democrat","no_vote","no_rel","west",0.923543766692973,-0.866697231359771
"1","1","1","5","1","1","5","4","3","1","1","4","4","7","1","5","2","5","2","2",75,"1","high_school","married","white","retired","5","very conservative","independent","trump","christian","south",0.878328109180257,0.49232750386146
"1","1","3","3","2","2","2","4","5","2","1","2","4","3","1","1","2","1","2","4",41,"0","post_grad","married","white","full_time","7","very conservative","republican","trump","christian","south",1.0917850951336,-0.866697231359771
"1","1","3","5","3","2","2","2","4","2","1","1","5","5","0","1","1","1","2","4",78,"0","no_hs","married","white","retired","4","moderate","republican","trump","christian","south",1.42364814860807,0.185616560394241
"1","1","1","7","1","1","5","4","7","2","1","5","5","7","0","5","5","7","3","5",60,"1","high_school","married","white","disabled","6","very conservative","republican","trump","christian","south",0.847649185791497,0.829275858480006
"2","0","4","3","3","3","3","7","7","1","0","3","3","5","1","3","3","7","3","3",37,"1","four_yr_college","never_married","asian","part_time","9","moderate","democrat","no_vote","no_rel","west",0.59465843724234,-0.496169414435352
"2","0","7","7","2","1","1","2","2","2","0","1","5","2","1","1","1","2","4","4",52,"1","high_school","widowed","white","disabled","3","liberal","democrat","no_vote","christian","south",0.781779454703653,0.49232750386146
"1","1","1","7","3","3","5","4","6","1","1","4","1","7","0","5","5","7","3","5",39,"1","four_yr_college","married","mixed","full_time","14","very conservative","republican","trump","christian","midwest",0.631332610495604,0.49232750386146
"1","1","5","3","4","2","2","7","7","2","1","1","2","4","0","1","1","1","3","5",38,"1","two_yr_college","separated","hispanic","full_time","5","conservative","independent","no_vote","no_rel","south",0.892833236147303,-0.496169414435352
"2","0","4","3","3","2","2","3","3","2","0","2","5","3","1","2","1","2","4","2",29,"1","four_yr_college","never_married","other_race","full_time","8","moderate","independent","clinton","christian","west",1.04402471610595,0.829275858480006
"1","1","4","4","3","3","4","4","2","2","0","1","3","4","1","2","2","6","4","3",30,"0","some_college","married","hispanic","other_empl","10","moderate","independent","no_vote","no_rel","south",0.808606162340189,-0.637029270556552
"1","1","2","7","4","2","5","4","3","2","1","2","4","7","0","5","5","7","3","5",41,"1","four_yr_college","married","white","full_time","11","conservative","independent","other","christian","midwest",0.580577420373078,0.829275858480006
"1","1","1","7","1","1","5","4","3","2","1","4","3","7","1","5","5","7","5","4",43,"1","post_grad","civil","asian","retired","13","moderate","republican","other","no_rel","west",1.23658329447099,0.829275858480006
"1","1","4","4","1","1","3","7","4","1","1","3","3","4","0","3","3","4","4","3",70,"0","two_yr_college","married","hispanic","retired","4","moderate","independent","no_vote","christian","west",1.00637172402344,0.185616560394241
"2","0","4","4","3","3","2","4","4","2","0","1","4","3","0","1","2","4","3","3",25,"0","four_yr_college","never_married","white","full_time","7","very_liberal","democrat","clinton","no_rel","northeast",1.34715630903953,-0.866697231359771
"2","0","6","3","4","4","2","5","1","2","0","1","5","1","1","1","1","1","4","1",57,"0","some_college","married","black","full_time","9","very_liberal","democrat","clinton","christian","south",0.884818557089412,-0.866697231359771
"2","0","5","2","3","3","4","4","3","2","0","3","5","4","1","1","2","4","3","3",20,"0","some_college","never_married","white","student","4","moderate","democrat","no_vote","no_rel","northeast",0.964514474045239,-0.0326740388823356
"1","1","5","4","2","1","2","2","2","1","1","2","2","2","1","3","3","3","2","2",26,"0","four_yr_college","married","white","full_time","14","very conservative","republican","trump","christian","northeast",1.27225843361363,-0.180194977787794
"2","0","2","4","2","2","2","2","4","1","0","3","3","1","0","3","3","5","3","3",31,"0","four_yr_college","married","white","full_time","9","very_liberal","independent","no_vote","no_rel","west",0.919824332217843,-0.180194977787794
"2","0","6","2","3","1","1","4","1","2","0","1","5","1","1","1","1","1","5","1",43,"0","post_grad","married","white","full_time","9","very_liberal","democrat","clinton","no_rel","south",1.15605850208199,0.829275858480006
"2","0","5","4","2","2","4","3","2","2","0","1","5","3","1","1","1","1","5","1",37,"0","post_grad","married","white","full_time","10","moderate","democrat","clinton","christian","south",1.15605850208199,0.49232750386146
"2","0","3","2","3","1","2","4","1","2","0","1","5","2","1","3","1","4","3","1",48,"1","two_yr_college","never_married","black","unemployed","5","very conservative","democrat","clinton","christian","south",0.847751184395708,0.49232750386146
"2","0","6","4","4","2","1","6","2","1","0","4","5","1","0","2","2","1","4","1",52,"0","some_college","married","black","part_time","4","liberal","democrat","clinton","christian","south",0.884818557089412,-0.249543902218619
"2","0","4","1","3","3","3","4","3","2","0","1","5","2","1","1","1","1","4","1",59,"0","two_yr_college","never_married","black","part_time","3","very_liberal","democrat","clinton","christian","south",0.884818557089412,-0.866697231359771
"4","0","4","4","3","3","3","4","4","1","0","3","3","4","0","3","3","4","1","3",30,"0","four_yr_college","married","white","full_time","6","conservative","independent","no_vote","no_rel","midwest",1.19835281644514,-0.866697231359771
"1","1","2","1","3","1","2","4","4","2","1","2","4","7","1","2","1","7","3","3",68,"0","high_school","married","white","homemaker","5","very conservative","republican","trump","christian","west",0.929783697332345,-0.866697231359771
"2","0","7","1","4","2","1","4","2","2","0","1","5","2","1","1","1","1","5","4",62,"1","high_school","married","white","part_time","11","moderate","democrat","clinton","christian","northeast",0.897550307642941,0.49232750386146
"3","0","5","5","4","4","2","3","3","2","0","1","1","4","0","2","2","4","3","1",42,"0","four_yr_college","married","white","unemployed","12","conservative","democrat","clinton","christian","west",1.03404200778801,0.185616560394241
"2","0","7","1","4","1","1","2","3","2","0","1","5","1","1","1","1","1","2","1",62,"1","four_yr_college","widowed","black","full_time","9","conservative","democrat","no_vote","christian","south",0.973969235595802,0.185616560394241
"1","1","1","7","3","1","5","7","7","1","1","5","3","7","0","4","2","7","3","5",44,"0","some_college","married","white","part_time","12","conservative","republican","trump","christian","west",0.906472092607715,-0.105261721136385
"1","1","1","1","1","1","1","2","2","1","1","2","2","1","1","2","1","1","5","2",35,"0","post_grad","married","white","full_time","8","very conservative","republican","trump","christian","northeast",0.973671699236921,-0.866697231359771
"4","0","4","2","4","3","2","4","2","2","0","2","5","2","1","2","1","3","4","1",39,"1","four_yr_college","never_married","asian","full_time","4","liberal","democrat","no_vote","no_rel","northeast",0.607307778915545,0.310796619831025
"2","0","7","1","2","2","2","1","1","2","0","2","5","1","1","1","1","1","5","1",45,"1","four_yr_college","married","white","full_time","12","very_liberal","democrat","clinton","no_rel","west",1.03413132599488,0.829275858480006
"1","1","1","7","1","2","5","7","5","1","1","2","2","7","0","5","5","7","3","5",38,"0","some_college","married","white","full_time","8","very conservative","republican","trump","christian","south",0.819619380522467,0.0384082087705089
"2","0","7","1","5","1","1","1","1","2","0","1","5","1","1","1","1","1","4","1",43,"0","two_yr_college","married","hispanic","homemaker","8","moderate","democrat","clinton","other_rel","west",1.04580701262706,0.829275858480006
"2","0","4","1","3","2","2","4","1","2","0","1","5","1","1","3","3","1","3","1",54,"0","some_college","divorced","black","part_time","2","moderate","democrat","clinton","christian","midwest",0.964673076699452,-0.637029270556552
"2","0","4","4","3","3","1","4","4","2","0","3","3","4","0","3","3","4","3","5",54,"0","high_school","married","black","part_time","1","moderate","democrat","clinton","christian","south",0.811134757431303,-0.866697231359771
"3","0","6","1","5","3","1","4","1","2","0","1","5","1","1","1","1","1","5","1",43,"0","four_yr_college","never_married","white","full_time","9","very_liberal","democrat","other","no_rel","west",0.607985829542703,-0.105261721136385
"2","0","4","3","2","3","2","4","4","1","0","2","3","4","0","3","3","4","3","3",46,"1","two_yr_college","never_married","black","full_time","7","moderate","democrat","clinton","christian","south",0.847751184395708,-0.866697231359771
"3","0","4","3","3","3","3","4","2","2","0","1","5","3","0","3","2","1","3","3",67,"0","high_school","married","hispanic","homemaker","3","very conservative","republican","trump","christian","midwest",5.9540805124399,-0.180194977787794
"3","0","3","3","2","3","3","3","3","2","0","2","2","6","0","2","2","3","3","1",39,"0","four_yr_college","married","hispanic","full_time","12","conservative","republican","trump","christian","west",1.06662283385558,0.49232750386146
"2","0","2","3","2","3","4","2","4","1","1","3","2","2","0","2","2","5","3","2",57,"1","four_yr_college","never_married","black","retired","2","very_liberal","democrat","clinton","christian","south",1.09491026560571,0.49232750386146
"1","1","3","5","2","2","4","6","4","2","1","5","3","6","0","2","2","3","2","4",36,"0","some_college","married","white","disabled","2","very conservative","republican","trump","christian","midwest",0.906472092607715,-0.496169414435352
"1","0","4","4","3","3","3","4","5","1","1","3","3","6","0","3","4","5","3","3",42,"0","high_school","never_married","white","unemployed","1","moderate","republican","trump","christian","midwest",1.12087204826974,-0.637029270556552
"2","0","6","5","5","4","1","4","1","2","0","2","5","2","0","1","1","1","5","2",34,"0","four_yr_college","civil","white","disabled","10","very_liberal","democrat","clinton","no_rel","west",1.03404200778801,0.49232750386146
"2","0","7","1","5","4","1","2","2","2","0","1","5","1","1","1","1","1","5","1",44,"1","four_yr_college","never_married","white","full_time","6","moderate","democrat","clinton","no_rel","midwest",1.03413132599488,0.829275858480006
"1","1","5","4","3","2","2","4","4","1","1","2","2","3","1","3","2","3","3","2",35,"0","high_school","married","white","unemployed","1","conservative","republican","trump","no_rel","south",0.904579396115749,-0.866697231359771
"2","0","4","4","4","2","3","4","3","2","0","2","5","3","0","2","2","2","2","4",21,"1","some_college","never_married","white","student","4","moderate","independent","clinton","no_rel","midwest",1.72607310797372,0.49232750386146
"1","1","1","7","1","5","2","7","7","1","1","5","1","7","0","5","5","7","1","5",62,"1","two_yr_college","divorced","hispanic","retired","6","conservative","independent","trump","jewish","west",0.683915521636418,-0.866697231359771
"4","0","6","7","2","4","5","3","4","1","1","1","3","6","1","3","4","5","2","5",26,"0","two_yr_college","widowed","hispanic","unemployed","5","liberal","independent","no_vote","buddhist","northeast",1.00195079538359,-0.637029270556552
"2","0","4","1","4","1","4","4","1","2","0","1","5","1","0","1","3","1","5","2",51,"0","some_college","never_married","hispanic","student","3","liberal","democrat","clinton","other_rel","northeast",0.757863941097319,0.185616560394241
"2","0","6","1","3","2","2","2","1","2","0","1","5","1","1","1","1","1","5","1",35,"1","two_yr_college","divorced","white","full_time","6","very_liberal","democrat","clinton","no_rel","south",1.05546596271457,0.829275858480006
"1","1","1","7","5","3","5","4","5","2","1","3","5","7","0","5","5","7","2","5",28,"0","four_yr_college","married","white","homemaker","9","very conservative","republican","trump","christian","south",1.2993214173628,0.49232750386146
"3","0","3","3","3","2","2","4","2","2","0","2","5","6","0","2","2","5","5","2",25,"0","four_yr_college","never_married","white","full_time","3","moderate","independent","other","no_rel","south",0.772402543971215,-0.866697231359771
"2","0","6","2","2","1","1","2","1","2","0","1","5","2","1","1","1","2","5","1",24,"1","four_yr_college","never_married","white","student","9","liberal","democrat","clinton","christian","south",1.08737874806145,0.829275858480006
"2","0","7","1","4","2","1","2","2","2","0","1","5","1","1","1","1","1","5","1",72,"0","some_college","never_married","white","retired","6","very_liberal","democrat","clinton","no_rel","northeast",1.03566728393304,0.829275858480006
"3","0","5","4","2","2","3","2","2","1","0","2","3","2","1","1","3","4","3","3",43,"1","some_college","never_married","hispanic","part_time","6","moderate","independent","no_vote","christian","south",0.818925535303867,0.829275858480006
"2","0","4","1","5","5","1","2","2","2","0","1","5","3","1","1","1","3","3","2",71,"0","two_yr_college","widowed","white","retired","4","liberal","democrat","clinton","christian","west",0.994619280227256,0.49232750386146
"4","0","4","4","3","3","3","4","4","2","0","3","3","4","0","3","3","4","3","3",39,"0","two_yr_college","never_married","black","full_time","1","moderate","democrat","clinton","no_rel","south",0.724842180329313,-0.866697231359771
"2","0","7","1","3","2","1","2","1","2","0","1","5","4","1","1","2","1","4","2",45,"1","four_yr_college","married","white","full_time","8","very_liberal","democrat","clinton","no_rel","midwest",1.03413132599488,0.829275858480006
"2","0","6","1","3","4","1","3","2","2","0","1","5","4","1","2","3","3","4","3",62,"0","high_school","widowed","hispanic","disabled","3","liberal","democrat","clinton","christian","west",1.76997582064405,0.49232750386146
"2","0","7","1","1","1","2","1","1","2","0","1","5","1","1","1","1","1","5","1",39,"0","four_yr_college","never_married","white","full_time","6","liberal","democrat","clinton","no_rel","west",1.03404200778801,0.49232750386146
"1","1","7","5","5","5","3","4","4","1","1","5","1","7","1","5","1","7","1","5",41,"0","four_yr_college","married","white","full_time","5","very conservative","republican","no_vote","christian","midwest",0.96333141098758,-0.496169414435352
"2","0","7","1","5","2","1","4","1","2","0","1","5","1","1","1","1","6","5","1",41,"0","four_yr_college","divorced","white","part_time","2","very_liberal","democrat","clinton","other_rel","midwest",1.08295150660022,0.829275858480006
"2","0","4","1","3","3","3","7","1","2","0","1","5","4","0","3","3","5","3","2",28,"0","four_yr_college","divorced","hispanic","part_time","3","moderate","democrat","no_vote","christian","midwest",0.818480694706408,-0.866697231359771
