"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","eu_nat_identity","free_move_protect_jobs","free_move_protect_services","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schengen","mig_know_asylum","mig_know_syrians","gen_know_sum","mig_know_sum","gen_know_prop","mig_know_prop","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2","education_binary","gen_imm_sum","know_score_general","know_score_imm","know_score_general_binary","know_score_imm_binary","ps_value_general","weight.ATE_general","ps_value_imm","weight.ATE_imm"
"male",50,"spain","3","1","1",6,1,3,4,1,1,1,1,2,7,6,6,1,1,10,1,4,3,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,0,10,-0.94861939049062,-0.941440527749612,0,0,0.413399800743736,1.7047385958407,0.45007459743843,1.8184284547358
"female",18,"sweden","2","0","1",5,5,4,4,5,4,7,8,6,3,2,4,4,5,40,2,2,4,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,22,0.230219397408275,-0.941440527749612,0,0,0.0877128447826003,1.09614609202921,0.206697839598709,1.26055373338975
"male",49,"sweden","4","1","3",7,5,4,4,5,4,7,8,7,7,1,1,6,6,16,2,1,1,1,0,1,1,1,1,0,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1,0,22,0.230219397408275,0.0848716597143804,0,0,0.504587592419733,2.01852029682559,0.486459095560849,1.94726455352592
"male",26,"uk","2","0","1",5,4,3,4,4,3,5,4,6,5,4,4,4,3,20,3,4,3,0,1,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1,0,18,-0.605208346226583,1.14645059101092,0,1,0.199170444893754,1.24870516281998,0.289593187193762,3.45311990827642
"female",54,"hungary","3","0","1",7,4,1,4,4,1,3,2,5,10,7,5,1,1,0,5,2,2,0,1,0,1,1,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,14,-0.947460262711766,1.14645059101092,0,1,0.238495176990813,1.31318931907531,0.358685300879764,2.78795924323426
"male",41,"uk","3","1","1",4,4,5,5,4,4,6,5,4,7,3,4,5,5,30,4,3,3,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1,0,22,0.729090370818878,-0.941440527749612,1,0,0.363710831225214,2.74943695416315,0.399497992974298,1.66527336844887
"male",25,"hungary","0","0","3",5,5,3,3,3,2,3,4,4,4,3,6,4,4,5,4,3,2,1,1,1,0,0,1,0,3,2,1,0.5,NA,1,NA,NA,2,1,1,1,0,16,0.729090370818878,-0.272660516786574,1,0,0.230336517597748,4.3414739895754,0.267529205516687,1.36524214689734
"male",31,"sweden","4","1","3",6,4,5,5,4,3,7,6,7,4,1,1,5,5,15,4,4,4,0,1,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,21,-0.605208346226583,-0.941440527749612,0,0,0.405249279302571,1.68137669312508,0.414485949169391,1.70790094376284
"female",33,"spain","7","1","2",5,4,1,2,4,4,6,1,0,5,5,5,5,6,10,2,3,4,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,NA,-0.94861939049062,-0.504331780470674,0,0,0.291393828922924,1.41122112792217,0.332994624031764,1.49923829106832
"male",23,"uk","3","1","7",8,5,5,4,4,3,6,5,5,5,6,6,7,6,30,4,4,4,0,1,1,1,0,1,0,2,3,0.666666666666667,0.75,NA,1,NA,NA,2,1,1,1,0,21,-0.605208346226583,0.0848716597143804,0,0,0.227060352097668,1.29376207148111,0.448679616645249,1.81382736824469
"female",23,"poland","3","0","6",4,2,4,3,4,4,10,8,5,9,6,7,1,5,14,1,4,4,1,0,0,0,0,1,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,17,-0.155671114193257,-0.272660516786574,0,0,0.123811667922686,1.14130714070244,0.204099500488911,1.25643846261472
"male",41,"romania","6","1","1",5,4,3,4,3,3,5,5,5,5,4,4,4,4,8,4,4,3,0,0,0,1,1,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,17,-1.35759211319193,0.543292489902306,0,1,0.529121705361568,2.12369100760497,0.450998650492574,2.2173015349554
"female",30,"spain","6","1","2",8,3,5,4,3,5,7,7,4,9,1,1,2,2,60,1,4,3,1,1,1,0,0,1,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,20,0.729090370818878,-0.272660516786574,1,0,0.265310579829675,3.76916744383878,0.353472673724079,1.54672503289246
"male",41,"spain","6","1","1",8,4,3,3,3,4,8,8,8,8,6,6,5,5,15,2,3,3,1,1,1,1,1,1,1,3,4,1,1,NA,1,NA,NA,2,1,1,1,1,17,0.729090370818878,1.14645059101092,1,1,0.533290495040847,1.87515061546973,0.481624554570034,2.07630609882991
"male",42,"spain","6","1","2",7,2,3,1,2,1,7,5,8,7,5,6,6,5,20,4,4,4,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,9,0.729090370818878,0.543292489902306,1,1,0.503590859012978,1.98573898255415,0.464646921894788,2.15217179513875
"female",67,"romania","6","1","4",5,3,4,4,4,5,5,3,4,7,5,7,6,6,3,3,3,4,1,0,0,1,1,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,20,-0.155671114193257,-0.504331780470674,0,0,0.249664503830624,1.33273716238298,0.387399141254207,1.63238426085028
"male",34,"poland","7","1","1",2,5,5,5,5,5,5,5,7,6,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,25,0.729090370818878,1.14645059101092,1,1,0.506577912091159,1.97403000828044,0.394957283069735,2.53191938183208
"male",57,"spain","5","1","2",4,4,4,4,4,4,7,6,5,5,2,2,4,4,15,1,2,2,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,20,0.729090370818878,-0.504331780470674,1,0,0.52691786071604,1.89782900629157,0.481700396822057,1.92938600351712
"male",46,"poland","3","0","2",6,2,4,3,4,3,4,5,4,4,3,4,4,3,1,3,3,2,1,1,1,0,0,1,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,16,0.729090370818878,0.75718841640067,1,1,0.330941114595845,3.0216855987242,0.392231636842157,2.54951387412541
"male",52,"hungary","7","1","2",8,3,4,4,3,3,7,3,5,9,3,5,2,3,4,4,3,2,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,17,0.729090370818878,0.543292489902306,1,1,0.579511055475683,1.72559261907293,0.507234514291893,1.97147467655275
"female",36,"uk","2","1","1",3,4,4,4,4,3,8,7,3,7,3,5,6,6,38,2,4,4,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,19,0.729090370818878,0.543292489902306,1,1,0.138696088624375,7.21000865935204,0.261962604791067,3.81733874114425
"female",48,"romania","4","1","4",7,4,4,4,4,4,9,9,7,9,1,1,5,4,5,2,2,2,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,20,0.729090370818878,-0.504331780470674,1,0,0.114980045406413,8.6971612897295,0.303099645028008,1.43492537041424
"female",53,"romania","6","1","4",4,3,3,4,3,4,4,4,6,7,2,7,2,4,1,4,3,3,1,0,0,1,1,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,17,-0.155671114193257,1.14645059101092,0,1,0.195556404987817,1.24309523526613,0.333160877151499,3.00155290906281
"female",67,"hungary","4","0","1",5,4,3,4,4,4,3,4,4,4,2,4,3,4,10,2,3,3,0,0,0,1,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,0,19,-1.35759211319193,-0.504331780470674,0,0,0.321114563038947,1.47300257975245,0.376419270222852,1.60364160123642
"male",66,"romania","5","0","1",5,4,4,4,4,3,6,5,5,6,2,3,2,4,3,2,2,2,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,19,0.729090370818878,-0.504331780470674,1,0,0.57847729238441,1.72867632518145,0.498231063786368,1.99294919997647
"female",37,"hungary","4","1","5",9,2,3,4,2,3,2,2,0,10,6,7,1,1,2,4,2,2,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,14,0.729090370818878,0.543292489902306,1,1,0.164135029273787,6.09254468363325,0.348228822009042,2.87167499298502
"female",48,"romania","6","1","1",5,2,4,4,4,4,5,5,8,8,2,5,1,6,10,2,2,2,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,18,-0.94861939049062,-0.504331780470674,0,0,0.376733015882396,1.60444885656146,0.392768804618859,1.64681921417481
"female",46,"romania","6","1","4",6,3,4,4,3,4,6,6,6,6,1,3,3,3,10,3,4,4,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,18,0.729090370818878,-0.504331780470674,1,0,0.174034218666264,5.74599643485999,0.329781987461874,1.49205181193651
"male",69,"hungary","2","0","5",4,5,3,4,5,4,7,7,5,5,1,1,5,5,10,1,2,4,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,0,21,0.729090370818878,1.14645059101092,1,1,0.30548368762571,3.27349721280449,0.413211138734076,2.42007028915925
"female",22,"germany","3","0","7",3,5,5,4,4,5,10,10,7,5,1,1,5,5,15,1,1,1,1,1,1,0,1,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,23,0.729090370818878,0.19884063021269,1,0,0.101597503003896,9.84276158796594,0.288551980060608,1.40558406513689
"male",70,"romania","5","0","4",3,2,4,4,2,4,4,4,2,9,1,2,1,3,1,4,2,2,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1,1,1,0,16,-1.35759211319193,-0.941440527749612,0,0,0.349340105269326,1.53690124149104,0.420615604617952,1.72596985346938
"female",21,"romania","3","0","4",7,5,4,5,4,4,10,7,7,2,1,2,5,5,5,2,2,3,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1,0,22,0.729090370818878,-0.941440527749612,1,0,0.0520006255713543,19.2305378831995,0.209728771620427,1.26538834274717
"female",34,"poland","6","1","2",6,3,3,4,4,4,5,5,7,5,2,5,2,4,10,2,3,3,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,18,0.230219397408275,-0.504331780470674,0,0,0.280574083074982,1.38999718591487,0.347449752705498,1.53244903997208
"female",59,"romania","6","1","4",3,4,3,4,4,4,5,7,4,6,1,3,4,6,5,1,2,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,19,0.230219397408275,0.543292489902306,0,1,0.216234695085201,1.2758921500215,0.342641737522283,2.91850025986682
"female",34,"germany","3","0","3",0,4,4,4,4,4,8,0,0,4,5,5,5,5,50,3,4,4,0,1,1,0,0,0,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,20,-0.605208346226583,0.19884063021269,0,0,0.198945249267559,1.24835412196938,0.267972249717275,1.36606843062135
"male",54,"romania","3","1","66",0,3,2,4,3,4,5,5,5,5,4,6,4,4,1,1,3,4,0,1,0,1,1,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,16,-0.947460262711766,-0.504331780470674,0,0,0.361546193585045,1.56628402862096,0.350758124672736,1.54025801169392
"male",46,"hungary","7","1","2",8,3,2,5,4,3,5,5,5,8,2,5,1,4,10,2,3,4,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,17,0.729090370818878,1.14645059101092,1,1,0.547018081938667,1.82809313442791,0.48638502277776,2.05598436047428
"female",29,"romania","6","1","4",5,3,4,4,3,3,7,7,7,8,2,1,2,4,20,3,4,3,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,17,0.230219397408275,0.543292489902306,0,1,0.125948142451173,1.14409687636198,0.271595389542884,3.68194762688379
"female",41,"romania","3","1","4",5,4,4,4,4,4,8,10,10,9,4,4,4,7,5,2,1,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,20,0.230219397408275,0.543292489902306,0,1,0.0875975379019358,1.09600756414062,0.270990468276014,3.69016669243681
"female",52,"romania","7","1","3",5,4,3,4,4,4,7,7,5,5,5,1,6,6,5,1,2,3,0,0,0,1,0,0,1,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,1,19,-1.35759211319193,0.543292489902306,0,1,0.478216997554025,1.9165055115101,0.438285027404938,2.28162026414853
"female",36,"romania","7","1","4",4,1,1,2,2,2,3,3,1,9,4,7,1,4,5,4,3,5,0,0,0,1,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,8,-1.35759211319193,-0.504331780470674,0,0,0.153410921400084,1.18121060769387,0.280955087446822,1.39073371154134
"female",53,"romania","6","1","4",5,5,4,5,4,4,8,7,5,9,1,5,4,4,99,4,1,1,1,1,0,1,1,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,22,0.231583256036239,0.543292489902306,0,1,0.196435733650112,1.24445553626022,0.342338702183407,2.92108369174179
"female",23,"romania","6","1","4",4,3,2,2,3,4,5,6,6,5,3,2,2,5,5,3,4,2,1,0,0,1,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,1,14,-0.155671114193257,-0.504331780470674,0,0,0.111551877032905,1.12555812112064,0.247686257513314,1.32923266388118
"female",57,"hungary","2","0","1",0,4,2,4,3,4,3,1,0,10,7,7,1,1,10,3,5,4,0,1,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,17,-0.605208346226583,-0.504331780470674,0,0,0.180805842274165,1.22071183072899,0.267385510290643,1.36497436789262
"female",66,"germany","7","0","3",2,4,4,2,3,4,7,3,3,9,2,5,1,5,40,1,2,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,17,0.729090370818878,0.543292489902306,1,1,0.518471093165258,1.92874783798459,0.421266553718188,2.37379395818108
"female",57,"hungary","4","1","2",2,5,5,5,5,5,10,8,6,5,1,1,7,6,5,1,1,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,25,0.230219397408275,0.543292489902306,0,1,0.270796038523411,1.37135843032869,0.339191331875013,2.94818854736678
"male",71,"spain","4","0","5",5,4,4,4,4,4,8,5,0,10,4,4,4,4,5,2,3,3,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,20,0.729090370818878,0.543292489902306,1,1,0.435958813168921,2.29379466544361,0.469312040652439,2.1307784871869
"male",26,"romania","7","1","1",7,3,5,5,4,4,9,9,5,2,1,1,5,6,32,1,4,2,0,1,0,1,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,1,21,-0.947460262711766,-0.504331780470674,0,0,0.469545596398585,1.88517616822614,0.417615443553693,1.71707849895947
"male",58,"poland","3","0","2",10,5,1,4,5,3,9,3,6,6,4,4,6,6,20,5,3,5,1,0,1,0,1,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,18,0.230219397408275,-0.941440527749612,0,0,0.397154112073879,1.65879874115116,0.473280774518828,1.89854471153293
"male",40,"hungary","3","1","2",7,3,3,4,3,4,6,7,5,6,4,5,4,3,5,1,3,3,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,17,0.230219397408275,-0.504331780470674,0,0,0.331808990616628,1.4965780532169,0.415969815472021,1.71224026855429
"female",28,"romania","7","1","4",5,3,4,4,5,5,5,2,5,7,6,6,1,2,20,4,4,3,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,21,0.729090370818878,0.543292489902306,1,1,0.132538526891859,7.5449759662405,0.266996867895957,3.74536228788151
"female",56,"romania","6","1","4",2,1,1,5,1,3,2,5,3,10,7,5,1,1,20,3,1,1,0,0,0,1,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,11,-1.35759211319193,-0.504331780470674,0,0,0.204338834045776,1.25681639721692,0.324255255566793,1.47984872725687
"female",57,"romania","6","0","1",5,5,1,3,2,5,5,4,0,10,2,1,2,1,2,4,4,2,0,0,0,1,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,1,16,-1.35759211319193,-0.504331780470674,0,0,0.392764468089869,1.64680745353353,0.388992512426672,1.63664115471251
"female",44,"romania","6","1","1",9,1,3,4,2,3,5,3,7,7,1,1,1,1,2,1,1,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,13,0.230219397408275,-0.504331780470674,0,0,0.361419395370657,1.56597302321833,0.418931342195087,1.72096702613022
"female",31,"hungary","7","1","1",5,4,4,4,4,4,7,6,6,5,1,2,2,4,10,1,2,2,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,20,0.230219397408275,-0.504331780470674,0,0,0.310618025198003,1.450574625609,0.335927915002932,1.50586061753283
"female",19,"poland","3","0","2",4,3,4,4,5,3,7,5,4,4,3,3,2,1,3,3,4,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,19,-0.94861939049062,0.543292489902306,0,1,0.110669097739556,1.12444085486995,0.225877530126068,4.42717785802719
"female",55,"uk","2","1","3",6,3,4,3,3,3,5,4,5,8,4,5,4,4,13,4,4,4,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1,0,16,0.729090370818878,-0.941440527749612,1,0,0.241692431747306,4.1374899196079,0.375867367286154,1.60222354606234
"male",47,"spain","6","1","1",9,1,4,5,5,5,3,3,0,10,1,6,1,4,20,3,1,2,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,20,0.729090370818878,-0.504331780470674,1,0,0.567357124164539,1.76255828544067,0.512725360440418,2.05223075205358
"male",39,"spain","4","1","1",3,4,4,4,4,4,8,7,7,5,1,1,5,6,25,2,1,1,0,1,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,20,-0.605208346226583,-0.504331780470674,0,0,0.384199022803938,1.62390128796696,0.377832884298647,1.60728520483235
"male",70,"sweden","4","0","1",2,4,5,5,4,4,7,7,6,4,5,2,4,5,20,4,3,3,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,22,-0.94861939049062,-0.504331780470674,0,0,0.518713828111844,2.07776590812251,0.437872240994954,1.7789550221999
"female",27,"poland","6","1","2",8,4,5,5,5,3,7,6,7,7,6,5,5,6,10,4,3,4,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,22,-0.94861939049062,-0.504331780470674,0,0,0.252633633594701,1.33803184749914,0.344000704206473,1.52439188031498
"female",47,"germany","3","1","2",5,4,4,4,4,3,8,9,5,6,2,3,6,5,2,3,3,2,1,0,1,0,0,0,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,19,0.230219397408275,0.19884063021269,0,0,0.208955661214748,1.26415164229053,0.340636369625583,1.51661382874902
"female",37,"spain","6","1","2",10,4,4,4,4,4,5,10,3,5,1,1,4,7,30,2,3,3,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,20,-0.94861939049062,-0.504331780470674,0,0,0.298756425535657,1.42603802218632,0.395458176167795,1.65414527263139
"female",61,"romania","3","1","4",5,3,4,4,3,4,6,7,5,6,3,3,1,3,1,3,3,3,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,18,0.729090370818878,0.543292489902306,1,1,0.129783770884016,7.70512363131806,0.329254600001112,3.03716333802663
"female",65,"sweden","4","0","66",3,4,3,4,5,4,3,4,5,5,5,1,5,6,1,4,3,3,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,20,-0.94861939049062,-0.504331780470674,0,0,0.254035896975007,1.34054707987268,0.3016629133132,1.43197321045115
"male",51,"uk","7","0","1",7,3,5,4,3,4,7,7,7,8,5,5,4,4,4,5,4,4,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,19,0.729090370818878,-0.504331780470674,1,0,0.573984844211812,1.74220627963302,0.468542912366714,1.88161946330089
"male",71,"sweden","1","0","1",7,2,4,3,3,2,2,5,1,10,5,3,1,2,80,4,4,2,0,1,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,14,-0.605208346226583,0.543292489902306,0,1,0.436328643490789,1.77408340596363,0.379120466783626,2.6376840282029
"female",46,"romania","3","0","5",5,4,2,5,4,5,5,3,5,6,1,1,5,5,20,4,2,2,1,0,0,1,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,20,-0.155671114193257,-0.504331780470674,0,0,0.151932569983025,1.17915152098222,0.313357550934792,1.4563620431003
"female",21,"germany","3","1","1",5,5,4,3,4,1,7,9,5,5,3,2,4,4,15,1,5,4,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,17,0.729090370818878,0.543292489902306,1,1,0.14574304479995,6.86139089088349,0.272706143046054,3.66695076550264
"female",30,"uk","7","1","1",2,5,5,5,5,5,9,8,10,5,1,1,6,7,3,1,1,1,1,1,1,1,0,1,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,25,0.729090370818878,0.0848716597143804,1,0,0.302378985172415,3.30710812932256,0.306082585432,1.4410936791701
"female",59,"germany","2","1","1",5,4,4,4,4,3,5,5,5,8,2,5,4,4,20,3,1,1,1,0,1,0,0,0,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,19,0.230219397408275,0.19884063021269,0,0,0.212741777563779,1.27023125513435,0.346610128917526,1.53047980119939
"male",55,"sweden","4","0","1",3,4,4,4,4,4,7,5,5,6,4,4,5,5,7,3,2,2,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,20,0.729090370818878,-0.504331780470674,1,0,0.437855052203823,2.28386082327194,0.397162605246698,1.65882211140739
"male",55,"sweden","3","0","66",3,4,3,3,3,3,6,6,5,6,3,3,3,3,5,4,2,2,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,16,0.729090370818878,-0.504331780470674,1,0,0.34065650315987,2.93550832209036,0.349853003249849,1.53811369582362
"male",59,"uk","6","0","3",7,3,4,2,2,2,2,2,2,10,5,4,3,4,10,5,4,5,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,13,0.230219397408275,-0.504331780470674,0,0,0.655043036236599,2.89891234283324,0.533975720807079,2.14581094730051
"female",55,"germany","2","0","3",6,3,4,4,3,3,3,2,3,8,3,5,1,3,30,3,3,3,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,17,-0.94861939049062,0.543292489902306,0,1,0.218590904405856,1.27973939084962,0.343416153729463,2.91191893316638
"female",54,"germany","5","1","66",5,1,1,1,1,1,3,5,2,9,6,5,1,1,1,4,4,5,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,5,0.230219397408275,0.543292489902306,0,1,0.296330654830778,1.42112201826771,0.355709749967552,2.81128082682923
"male",48,"hungary","2","1","3",7,2,3,3,2,3,4,3,5,5,4,4,4,4,7,5,3,3,1,1,1,1,0,1,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,13,0.729090370818878,0.0848716597143804,1,0,0.373370107611034,2.67830760849707,0.443482373646364,1.79688827926639
"female",68,"uk","3","0","1",2,5,5,5,5,4,9,8,9,2,2,1,7,6,2,2,2,2,0,0,1,1,0,1,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,0,24,-0.94861939049062,0.0848716597143804,0,0,0.293068219819968,1.41456365102915,0.356264862284108,1.55343392244862
"male",59,"poland","3","1","1",1,3,3,3,3,4,2,8,5,5,2,2,4,4,1,1,1,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,16,0.729090370818878,0.543292489902306,1,1,0.455214412966495,2.1967669992769,0.430351168520089,2.32368371030302
"female",67,"germany","2","0","1",1,5,5,5,5,5,10,9,6,5,1,1,6,6,10,2,2,2,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,25,0.230219397408275,0.543292489902306,0,1,0.216685202442433,1.27662595308817,0.304095244493947,3.28844340089607
"male",57,"poland","6","1","2",3,3,3,4,4,4,6,5,8,5,2,1,4,5,5,2,2,2,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,18,0.729090370818878,-0.504331780470674,1,0,0.579905462242392,1.72441900466531,0.475706497138002,1.90732861372729
"male",50,"sweden","6","1","3",7,4,5,5,3,4,5,5,3,8,7,2,7,6,11,1,4,4,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,21,0.230219397408275,0.543292489902306,0,1,0.639581841574925,2.77455499015287,0.537920372002236,1.8590112069521
"male",55,"romania","6","1","4",3,3,3,3,3,3,5,3,5,7,4,3,5,5,1,2,2,2,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,15,0.729090370818878,1.14645059101092,1,1,0.353973202812642,2.82507261016959,0.408351315905261,2.44887174609229
"female",57,"sweden","3","0","66",6,4,5,4,4,5,1,4,0,7,4,6,1,4,60,5,4,4,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,0,22,-0.94861939049062,0.543292489902306,0,1,0.202006490370478,1.25314302426377,0.308925633329591,3.23702500573368
"female",68,"poland","7","0","1",3,4,3,5,4,4,5,4,2,7,3,5,1,4,5,2,3,3,0,0,0,1,0,0,1,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,1,20,-1.35759211319193,0.543292489902306,0,1,0.469034329080066,1.88336093041087,0.403678839082458,2.4772167950962
"male",35,"poland","7","1","2",9,4,5,4,5,4,9,8,9,8,5,5,6,5,1,4,4,4,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,22,0.230219397408275,0.543292489902306,0,1,0.487992013614013,1.95309453483042,0.458504623480362,2.1810030887133
"male",48,"uk","2","1","1",3,4,3,3,4,3,3,5,3,7,4,4,4,4,1,2,2,2,1,0,1,1,0,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,17,0.230219397408275,0.0848716597143804,0,0,0.312668810744973,1.45490269557513,0.36991109390666,1.58707761766538
