"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","eu_nat_identity","free_move_protect_jobs","free_move_protect_services","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schengen","mig_know_asylum","mig_know_syrians","gen_know_sum","mig_know_sum","gen_know_prop","mig_know_prop","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2","education_binary","gen_imm_sum","know_score_general","know_score_imm","know_score_general_binary","know_score_imm_binary","ps_value_general","weight.ATE_general","ps_value_imm","weight.ATE_imm"
"female",72,"uk","3","0","1",5,3,3,4,3,2,3,5,1,6,5,6,4,4,75,5,4,5,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.8764,0.8714,0.8431,0,15,-0.94861939049062,-0.504331780470674,0,0,0.315248016742554,1.46038277281488,0.398216409922757,1.66172693388273
"male",60,"romania","4","1","5",2,3,3,4,3,4,5,3,0,9,4,4,3,4,2,2,5,3,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.8462,0.8498,0.8432,0,17,0.729090370818878,0.543292489902306,1,1,0.404657174470131,2.47122765414805,0.435867271182767,2.2942764142084
"female",51,"uk","2","1","2",5,4,2,4,3,2,3,2,0,10,6,6,1,2,40,3,4,5,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9614,0.9598,0.9534,0,15,0.230219397408275,0.543292489902306,0,1,0.165191358380172,1.19787931047245,0.312990889702424,3.19498117325635
"female",65,"germany","3","0","1",5,3,4,4,3,4,7,5,3,8,4,5,4,3,65,2,3,3,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.9648,0.962,0.9359,0,18,0.729090370818878,-0.504331780470674,1,0,0.282953779660353,3.53414611107285,0.375142425314982,1.60036469191253
"male",22,"romania","3","0","4",5,1,3,3,3,3,5,0,3,4,7,7,1,2,1,2,1,1,0,1,0,0,1,1,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.1883,1.1917,1.2321,0,13,-0.947460262711766,-0.272660516786574,0,0,0.107357781454876,1.1202696659697,0.257623172751261,1.34702480370517
"male",60,"uk","3","0","1",2,2,2,3,2,2,1,1,1,9,7,7,2,2,15,5,5,5,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.1207,1.119,1.1041,0,11,0.729090370818878,-0.504331780470674,1,0,0.429842311303804,2.32643454053368,0.409395897204359,1.69318160044346
"male",58,"sweden","3","1","1",5,2,3,3,2,3,0,0,0,10,5,7,1,4,30,5,5,5,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,0.935,0.9336,0.9163,0,13,-0.94861939049062,0.543292489902306,0,1,0.455288267705513,1.8358334155714,0.467499577852712,2.13903936468378
"female",40,"poland","8","1","66",5,3,3,4,3,4,0,0,5,6,2,2,2,2,10,3,3,3,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0903,1.0866,1.061,1,17,0.230219397408275,-0.504331780470674,0,0,0.313173071302359,1.4559708686673,0.310106633756467,1.44949937038096
"male",69,"poland","3","0","2",5,5,3,5,5,5,5,5,5,5,1,1,5,7,0,4,3,3,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.2122,1.199,1.1681,0,23,0.729090370818878,-0.504331780470674,1,0,0.449426786211716,2.22505651794622,0.460277991683989,1.85280567512914
"male",64,"uk","7","0","1",5,3,4,4,3,1,5,5,5,5,1,1,1,1,1,3,3,3,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1.0681,1.0603,1.0418,1,15,-1.35759211319193,-0.941440527749612,0,0,0.639516072386992,2.77404878109721,0.493167078832301,1.97303679030179
"male",44,"spain","4","0","2",5,4,1,3,4,2,7,0,10,10,7,4,4,4,0,5,3,3,1,0,0,1,0,0,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.8896,0.8883,0.8878,0,NA,-0.155671114193257,0.543292489902306,0,1,0.35060048931079,1.53988412916834,0.370717317136691,2.69747312513939
"female",44,"poland","3","0","5",10,3,4,4,2,2,0,0,0,0,1,7,1,5,30,1,3,3,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.1425,1.1665,1.1807,0,15,-0.94861939049062,0.543292489902306,0,1,0.149863989526578,1.17628236856256,0.352720121742718,2.83510902371888
"female",50,"romania","6","1","4",9,2,3,5,2,3,10,7,2,5,7,4,7,7,90,1,2,3,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,0.9163,0.912,0.8979,1,15,-1.35759211319193,-0.941440527749612,0,0,0.189621772009337,1.2339916911138,0.370409457783251,1.58833389789984
"female",40,"romania","6","1","4",5,3,5,5,5,5,5,6,8,5,2,5,6,6,40,4,4,3,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.8101,0.8036,0.7753,1,23,0.230219397408275,0.543292489902306,0,1,0.155117002686381,1.18359583892632,0.302880481326956,3.30163236540988
"male",45,"poland","3","1","2",6,4,3,4,4,3,8,7,5,9,5,4,1,1,5,2,3,2,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9703,0.9736,0.9737,0,18,0.230219397408275,-0.504331780470674,0,0,0.355378324385395,1.55129750957655,0.422904191477134,1.73281452616958
"male",59,"uk","3","1","1",5,3,4,3,3,3,8,5,5,6,3,1,1,1,40,4,3,3,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1.0368,1.0397,1.0352,0,16,0.729090370818878,1.14645059101092,1,1,0.460755107437708,2.17035033113593,0.47096196236203,2.12331372789571
"male",55,"uk","2","1","1",7,1,4,3,2,4,5,3,7,5,3,2,3,2,20,4,4,4,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1.0447,1.0433,1.0097,0,14,0.729090370818878,1.14645059101092,1,1,0.351787471950166,2.84262539099647,0.43262552757258,2.31146785445349
"male",62,"germany","6","1","1",5,2,5,5,2,5,5,3,2,10,5,5,4,3,22,4,4,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,1.1863,1.1794,1.1476,1,19,0.729090370818878,0.0848716597143804,1,0,0.640859822560872,1.56040364022823,0.523809610941818,2.10000038425349
"male",37,"spain","4","1","2",1,4,3,4,4,3,3,2,4,2,5,6,6,5,10,5,4,3,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,1,NA,NA,2,0.9119,0.9187,1,0,18,0.230219397408275,0.543292489902306,0,1,0.340199049212601,1.515608607121,0.343077174125946,2.91479607335489
"female",71,"germany","2","0","1",3,5,2,4,4,3,7,2,5,6,2,3,5,5,30,2,4,5,0,0,1,0,1,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9852,0.9849,0.9586,0,18,-0.94861939049062,0.19884063021269,0,0,0.234004229887055,1.30549023769746,0.333989670904224,1.50147821484642
"female",67,"uk","3","0","1",7,4,4,4,3,3,6,5,5,8,5,5,3,4,12,5,4,4,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.9573,0.9584,0.9111,0,18,0.230219397408275,-0.941440527749612,0,0,0.294287490557289,1.41700761516851,0.401229275889175,1.67008833219927
"male",49,"spain","7","1","2",9,2,3,5,3,3,5,4,0,10,4,5,4,5,10,4,3,4,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9261,0.9203,0.9213,1,16,0.729090370818878,1.14645059101092,1,1,0.564704692163665,1.77083706559707,0.507066338265275,1.97212854519411
"male",68,"poland","6","0","2",10,5,4,5,5,5,8,5,8,5,1,4,5,6,3,4,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.2122,1.199,1.1681,1,24,0.729090370818878,-0.504331780470674,1,0,0.616146461877825,1.6229907365731,0.550311760664254,2.22376284840614
"female",66,"uk","2","0","1",6,2,4,4,2,1,4,2,2,8,5,3,4,7,30,5,4,5,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.0268,1.028,0.9963,0,13,-0.94861939049062,0.543292489902306,0,1,0.217684545897065,1.27825673742657,0.346014461192254,2.89005261963423
"male",53,"uk","5","0","5",5,2,5,3,2,2,3,0,0,6,6,1,1,1,1,5,5,5,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.2263,1.2216,1.1995,0,14,0.729090370818878,-0.504331780470674,1,0,0.415565599968075,2.40635894808623,0.450682582649137,1.82044109364418
"female",69,"germany","3","0","3",5,3,3,4,3,3,5,5,5,6,1,2,1,2,50,2,4,4,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9771,0.973,0.9529,0,16,0.230219397408275,-0.504331780470674,0,0,0.35567170000255,1.55200384649248,0.422336994194305,1.73111310565102
"female",42,"romania","3","1","3",5,4,4,4,3,4,5,5,5,0,1,1,1,7,20,4,1,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0362,1.0342,1.0131,0,NA,0.230219397408275,-0.504331780470674,0,0,0.257626320663009,1.34703051553915,0.366429117231843,1.57835536196181
"male",55,"spain","4","1","66",8,3,5,5,4,4,8,4,3,5,2,3,5,5,5,2,3,3,1,1,1,0,0,0,1,3,1,1,0.25,NA,NA,NA,NA,2,0.9098,0.9017,0.8747,0,21,0.729090370818878,0.19884063021269,1,0,0.409788740584696,2.44028178659369,0.426560980121137,1.74386458774857
"female",45,"poland","7","1","2",6,2,2,4,3,3,7,1,2,8,6,6,1,6,30,3,4,3,1,0,0,0,0,0,1,2,0,0.666666666666667,0,NA,NA,NA,NA,2,1.2016,1.1862,1.1246,1,14,-0.155671114193257,0.19884063021269,0,0,0.350061196347132,1.53860639552474,0.380645108360775,1.6145831953524
"female",56,"poland","7","1","2",8,3,2,3,3,3,5,5,2,8,4,5,2,1,5,4,2,2,0,1,0,1,1,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.7724,0.7677,0.7377,1,14,-0.947460262711766,0.0848716597143804,0,0,0.409662943022983,1.69394753078991,0.437375944698283,1.77738578821293
"female",27,"poland","4","1","2",6,4,3,4,4,4,3,3,5,6,1,4,2,4,5,3,3,3,1,0,0,0,0,0,0,2,0,0.666666666666667,0,NA,NA,NA,NA,2,1.0506,1.0566,1.0869,0,19,-0.155671114193257,-0.941440527749612,0,0,0.163974051978655,1.1961351227994,0.284992185131356,1.39858611221433
"female",22,"poland","6","0","2",7,4,4,4,4,4,5,5,5,5,4,4,4,4,3,3,3,3,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1.1491,1.1515,1.1763,1,NA,-0.94861939049062,-0.941440527749612,0,0,0.209029849203778,1.26427021170566,0.28965875539333,1.40777409110423
"female",55,"poland","3","0","2",5,5,3,5,5,4,5,5,5,5,2,5,3,4,90,4,3,3,1,0,0,0,0,0,0,2,0,0.666666666666667,0,NA,NA,NA,NA,2,0.7557,0.7502,0.7214,0,22,-0.155671114193257,-0.941440527749612,0,0,0.216611525328845,1.27650588735017,0.333983568784283,1.50146445812853
"male",74,"uk","3","1","5",6,2,5,3,2,3,5,5,3,6,5,5,4,4,12,4,3,2,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1.1294,1.1277,1.1105,0,15,0.729090370818878,-0.941440527749612,1,0,0.451994874479148,2.21241446853206,0.530755190767266,2.13108377615324
"female",22,"poland","6","0","2",5,3,2,3,3,2,6,5,6,6,4,3,3,5,2,4,4,2,0,1,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1.0399,1.0535,1.1097,1,13,-0.605208346226583,-0.941440527749612,0,0,0.207190635528693,1.26133727074082,0.273068469465821,1.37564537785995
"female",25,"romania","7","1","2",1,1,2,2,1,3,2,7,0,7,5,7,1,3,2,2,3,1,1,1,0,1,0,0,1,3,1,1,0.25,NA,NA,NA,NA,2,0.6273,0.6257,0.6419,1,9,0.231583256036239,0.543292489902306,0,1,0.252159604244941,1.33718371684154,0.274875472833972,3.63801102255498
"female",75,"uk","0","0","1",5,1,1,1,1,1,3,3,0,9,1,3,2,1,25,4,5,4,0,0,1,0,0,0,1,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9787,0.9741,0.9401,0,5,-0.94861939049062,0.19884063021269,0,0,0.244705346712144,1.32398659999369,0.312196125434316,1.45390283041289
"male",45,"spain","6","0","2",5,5,5,5,5,5,5,5,0,10,3,2,1,4,20,4,5,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,0.9368,0.9309,0.9451,1,25,0.729090370818878,0.0848716597143804,1,0,0.484704288856631,2.06311357871188,0.419947095813016,1.72398067966167
"male",69,"poland","7","0","2",10,3,4,4,3,3,5,5,5,5,3,5,1,5,5,4,3,3,0,1,0,1,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1.0442,1.0369,1.0056,1,17,-0.947460262711766,-0.504331780470674,0,0,0.640109857637662,2.77862570348815,0.551408962070209,2.22920191320565
"female",31,"romania","7","1","4",10,3,3,4,4,5,9,8,5,5,1,3,1,7,1,1,4,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.2887,1.2948,1.3607,1,19,-0.94861939049062,0.543292489902306,0,1,0.143720241704067,1.16784262422609,0.317987285733149,3.1447798225467
"male",48,"poland","6","1","1",5,4,3,5,4,3,7,7,8,5,1,1,1,5,0,1,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.9258,0.9198,0.9216,1,19,0.729090370818878,-0.504331780470674,1,0,0.567284022756366,1.76278541239557,0.47519017699398,1.90545213935245
"male",50,"uk","2","1","1",5,3,3,2,3,2,5,5,5,7,2,2,2,2,66,3,3,4,0,1,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0492,1.0561,1.0666,0,13,-0.605208346226583,-0.504331780470674,0,0,0.324653859336799,1.48072216570007,0.3958646295578,1.65525815723725
"female",24,"romania","2","0","4",5,3,3,3,3,4,4,2,5,5,4,6,4,3,25,4,3,3,0,1,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.8737,0.8703,0.8862,0,16,-0.605208346226583,-0.504331780470674,0,0,0.0382302768158686,1.0397499275495,0.175339899180961,1.21262081069136
"female",39,"romania","6","1","5",5,3,3,4,3,3,1,0,2,6,1,3,2,3,20,4,3,3,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.6273,0.6257,0.6419,1,16,0.729090370818878,-0.504331780470674,1,0,0.254856409780147,3.92377810258983,0.361025289459061,1.56500716460817
"male",31,"romania","3","1","4",8,3,4,5,3,4,7,6,7,5,3,3,4,6,15,1,2,2,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.6799,0.6802,0.7049,0,19,0.729090370818878,-0.504331780470674,1,0,0.145219383766631,6.88613306338643,0.338685776202604,1.51214046819952
"female",64,"spain","4","1","1",5,3,3,3,3,3,5,2,0,10,6,6,1,2,30,4,3,3,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.898,0.8926,0.8529,0,15,-0.94861939049062,-0.504331780470674,0,0,0.335313603105172,1.50446888137268,0.399991504199974,1.6666430675563
"female",43,"poland","7","1","2",10,4,3,3,4,5,5,2,0,10,3,7,1,6,5,5,5,2,0,1,0,1,1,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.2658,1.2565,1.2324,1,19,-0.947460262711766,0.0848716597143804,0,0,0.345134598943472,1.52703135390364,0.413266046771108,1.70434997752702
"male",74,"poland","7","0","1",5,4,4,4,3,5,5,5,3,5,1,1,1,4,1,1,3,4,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1.0298,1.0201,0.9931,1,20,0.729090370818878,1.14645059101092,1,1,0.688580756921695,1.45226248330044,0.527893268315975,1.89432231858172
"female",46,"spain","4","0","1",2,4,4,4,4,3,7,7,5,5,1,1,5,5,20,2,3,3,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.914,0.911,0.8985,0,NA,0.729090370818878,-0.504331780470674,1,0,0.226553731206505,4.4139639399207,0.28499388590955,1.39858943901772
"female",23,"sweden","3","1","1",7,5,3,3,5,3,3,5,0,10,5,5,3,4,20,3,5,5,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1.1046,1.1146,1.289,0,19,-0.94861939049062,-0.941440527749612,0,0,0.152751582594146,1.18029137553523,0.295033051308898,1.41850621771231
"female",63,"sweden","5","1","2",9,2,4,3,2,3,0,5,0,10,6,6,1,3,25,5,4,4,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.8915,0.8748,0.8093,0,14,0.729090370818878,0.543292489902306,1,1,0.376037025131185,2.65931260266496,0.469782909051079,2.12864278528121
"male",38,"poland","3","1","2",5,4,4,3,3,3,6,5,5,7,1,5,2,4,1,2,4,4,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.892,0.8945,0.9441,0,17,-0.94861939049062,-0.504331780470674,0,0,0.319684835650574,1.46990696724552,0.389548083874553,1.63813065957271
"male",65,"germany","3","1","1",5,4,4,3,3,3,5,4,2,9,6,6,2,2,35,2,4,3,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1.0014,1.0018,0.988,0,17,0.729090370818878,0.543292489902306,1,1,0.4937087746272,2.02548557245129,0.491783352070851,2.03341572216526
"female",42,"hungary","3","1","1",5,3,4,4,3,3,2,3,2,8,5,5,3,2,3,2,3,3,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.2779,1.2774,1.2344,0,17,0.729090370818878,-0.504331780470674,1,0,0.213172428051226,4.69103818510571,0.33425807907166,1.50208356806727
"male",50,"sweden","4","0","5",4,3,4,3,4,5,7,5,6,8,3,2,5,5,6,1,2,2,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.9342,0.9254,0.9067,0,19,0.729090370818878,-0.504331780470674,1,0,0.326152487829357,3.06605050495031,0.387961925785268,1.63388527957683
"male",48,"poland","7","1","2",5,5,3,5,4,4,8,7,7,5,2,2,5,5,1,2,2,2,1,0,1,0,1,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9233,0.9187,0.9215,1,21,0.230219397408275,-0.272660516786574,0,0,0.553774915969047,2.24102148397071,0.46262719775469,1.86090549395446
"female",37,"uk","6","1","3",5,4,4,4,4,2,8,8,6,9,4,4,4,4,20,4,5,5,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9699,0.9681,1.0097,1,18,0.230219397408275,-0.504331780470674,0,0,0.377981637483118,1.60766958061123,0.390028792906701,1.63942164543357
"male",53,"germany","3","0","2",7,3,4,4,3,3,4,3,0,10,5,5,2,2,20,4,4,4,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9791,0.9779,0.9718,0,17,0.729090370818878,1.14645059101092,1,1,0.36721301587856,2.7232150189652,0.425657304882565,2.34930773777251
"male",48,"spain","4","0","1",4,3,3,4,3,3,5,3,2,3,2,1,2,4,10,2,3,2,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.0477,1.055,1.1406,0,16,-0.94861939049062,-0.504331780470674,0,0,0.401684471508135,1.6713589274887,0.383768422124516,1.62276656358247
"female",33,"uk","3","0","5",5,4,4,2,4,3,5,4,3,10,2,4,3,5,40,3,5,4,1,0,0,0,0,0,0,2,0,0.666666666666667,0,NA,NA,NA,NA,2,0.9273,0.9254,0.9531,0,17,-0.155671114193257,-0.941440527749612,0,0,0.118593215711043,1.13454992385464,0.27583868142876,1.38090778167078
"male",67,"uk","3","0","1",8,2,5,4,2,1,3,3,4,10,5,4,2,2,7,5,4,5,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9639,0.9559,0.9397,0,14,0.729090370818878,1.14645059101092,1,1,0.476304290219111,2.09949820006865,0.494264185298761,2.02320950969883
"female",33,"romania","7","1","4",5,1,4,3,3,4,5,5,5,5,3,4,3,4,20,4,2,2,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.1837,1.1788,1.2288,1,15,0.230219397408275,-0.504331780470674,0,0,0.145718555355786,1.17057441229626,0.280819180451575,1.3904708980252
"male",74,"uk","2","0","1",6,4,4,4,3,1,5,4,2,10,5,6,2,4,20,5,4,5,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0529,1.0445,1.0374,0,16,0.230219397408275,-0.504331780470674,0,0,0.418529760422647,1.71977847176987,0.452885406502002,1.82777065697784
"female",72,"sweden","3","0","66",8,3,4,4,2,2,1,0,1,10,7,6,1,1,40,5,4,3,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9102,0.8953,0.8466,0,15,0.230219397408275,0.543292489902306,0,1,0.2626388181313,1.35618747581164,0.374128568971647,2.67287794339968
"female",40,"hungary","6","0","2",5,1,1,1,1,1,0,0,0,10,4,2,2,2,30,4,4,4,1,1,0,1,0,1,1,3,2,1,0.5,NA,NA,NA,NA,2,1.094,1.09,1.0554,1,5,0.231583256036239,1.14645059101092,0,1,0.279784104247666,1.3884725481592,0.325442885618379,3.07273578311563
"male",56,"romania","6","1","4",5,4,3,4,4,4,7,5,3,6,2,4,4,5,2,3,1,1,1,1,0,1,1,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.2073,1.2097,1.1748,1,19,0.231583256036239,-0.504331780470674,0,0,0.361597639100672,1.56641024727929,0.431725369972096,1.7597125529797
"male",18,"romania","2","0","1",8,2,4,4,2,3,6,5,5,5,5,4,2,2,8,2,2,2,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,0.7201,0.7177,0.7366,0,15,-1.35759211319193,-0.941440527749612,0,0,0.174952097558331,1.21205083612791,0.292044111536354,1.41251738462141
"male",61,"poland","3","0","3",5,4,3,4,4,4,5,6,6,5,4,2,6,5,97,4,4,3,1,1,1,0,0,0,1,3,1,1,0.25,NA,NA,NA,NA,2,0.6576,0.6507,0.6408,0,19,0.729090370818878,0.19884063021269,1,0,0.500958485048629,1.99617339529228,0.478004841192976,1.91572657931429
"male",26,"poland","7","1","2",8,5,4,4,3,4,8,7,8,6,7,5,5,6,100,1,2,5,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,1,NA,NA,2,0.9045,0.9093,1,1,20,-1.35759211319193,-0.941440527749612,0,0,0.437373939011537,1.77737945207004,0.417628029216104,1.71711560680704
"male",49,"sweden","3","1","3",10,3,4,3,3,3,4,3,1,10,4,6,2,6,25,4,4,4,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9458,0.9478,0.9285,0,16,-0.94861939049062,-0.941440527749612,0,0,0.474505798180317,1.90297056853757,0.522805644205282,2.09558220430877
"female",23,"hungary","3","1","1",5,2,2,2,2,2,2,0,0,10,6,6,1,1,30,3,4,4,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.1892,1.1937,1.2369,0,10,-0.94861939049062,0.543292489902306,0,1,0.151312822220098,1.17829045398791,0.278255528385649,3.59381898286688
"male",36,"hungary","6","1","3",7,4,4,4,3,4,5,5,5,10,4,4,2,3,2,3,2,2,1,0,1,1,0,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0377,1.0424,1.098,1,19,0.230219397408275,1.14645059101092,0,1,0.565921563738291,2.30373111507685,0.489337097626577,2.04358100959499
"female",29,"sweden","3","1","2",3,3,5,2,3,4,4,6,0,10,7,7,3,4,20,3,4,3,0,1,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1.0593,1.0783,1.1146,0,17,-0.605208346226583,-0.941440527749612,0,0,0.149465045089693,1.17573063191207,0.270365741189689,1.37054968009661
"male",60,"poland","7","1","1",3,4,2,3,3,3,7,7,7,7,3,4,5,6,2,2,4,2,1,0,0,1,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.7932,0.787,0.7551,1,15,-0.155671114193257,-0.504331780470674,0,0,0.646682089928825,2.83031222447385,0.493992971162023,1.97625713282374
"male",67,"hungary","5","0","2",6,2,3,3,4,3,3,4,5,7,3,1,1,1,2,3,3,3,1,1,0,1,0,0,1,3,1,1,0.25,NA,NA,NA,NA,2,1.2799,1.2874,1.2604,0,15,0.231583256036239,0.543292489902306,0,1,0.551984061304539,2.23206344602786,0.501719546949784,1.99314538586253
"female",46,"germany","5","0","3",7,3,5,4,3,5,7,7,6,8,2,5,4,4,25,2,2,2,1,0,1,1,0,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9836,0.9843,0.9659,0,20,0.230219397408275,0.0848716597143804,0,0,0.345377225445103,1.52759732607827,0.401793312912585,1.67166302481315
"male",31,"uk","3","1","1",3,4,4,5,3,2,6,5,5,6,2,2,4,5,5,2,3,2,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9184,0.9142,0.952,0,18,0.230219397408275,-0.504331780470674,0,0,0.313221262035657,1.45607303301798,0.35718260472067,1.55565174082674
"female",72,"germany","3","0","1",7,3,3,4,2,2,2,5,0,10,7,7,1,1,15,3,3,3,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9444,0.945,0.904,0,14,0.729090370818878,1.14645059101092,1,1,0.317662108772377,3.1479989976285,0.418037583919148,2.39212941244395
"male",45,"germany","4","0","1",8,2,2,3,2,2,2,2,0,9,7,6,1,1,20,5,4,4,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9868,0.9821,0.9725,0,11,0.729090370818878,1.14645059101092,1,1,0.39121706870235,2.55612569082672,0.41310243330289,2.42070711616165
"male",62,"romania","6","0","1",7,3,3,3,3,4,4,4,5,6,1,1,4,5,0,3,2,2,0,0,0,1,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.2073,1.2097,1.1748,1,16,-1.35759211319193,-0.504331780470674,0,0,0.612963055831081,2.58373267737345,0.509098357187646,2.0370679435315
"female",42,"spain","6","1","2",4,4,4,3,3,4,6,6,4,4,3,3,7,5,40,5,3,3,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1.347,1.3355,1.3631,1,18,-0.94861939049062,-0.941440527749612,0,0,0.315054522448168,1.45997022065793,0.354087973380725,1.54819845240231
"female",54,"sweden","2","1","1",8,4,3,4,4,3,3,5,5,5,1,1,1,1,25,4,3,3,0,1,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9751,0.9616,0.9457,0,18,-0.605208346226583,-0.504331780470674,0,0,0.19752258079904,1.24614098300201,0.358844480732728,1.5596839923375
