x01_1,x01_2,x01_3,x01_4,x01_5,x01_6,eu_vote,party_id,income,gender,religion,age,ethnic_group,education,marital_status,social_class,region,wt_vote,ability
1,0,1,1,1,1,2,2,7,1,1,4,1,4,2,2,Eastern,0.938073833283071,0.4077488558446815
1,0,1,0,1,0,1,1,1,2,1,3,1,3,5,2,Eastern,1.5059932665423,-0.7159648149255413
1,0,1,0,0,1,1,1,4,2,1,5,1,3,5,2,Eastern,0.406120507570684,-0.8119912597841162
1,0,1,0,0,0,0,0,9,2,1,5,1,0,2,2,Eastern,0.695743875442941,-1.3322879951954447
1,0,1,0,0,0,1,2,7,2,1,5,1,2,1,2,Eastern,0.930343704803447,-1.3322879951954447
0,0,1,0,1,0,0,0,2,2,0,4,1,1,5,2,Eastern,1.59194948291387,-0.7159648149255413
1,1,1,1,1,1,2,2,6,2,1,8,1,3,4,2,Eastern,0.52239302789081,1.0073761227189837
0,0,1,0,1,1,2,1,15,1,0,5,1,5,1,1,Eastern,1.28573585553815,-0.31929598673165877
1,1,1,0,0,1,2,2,3,2,1,7,1,4,6,1,Eastern,0.428985967275067,-0.350184702862402
1,0,1,1,1,1,2,1,1,2,1,6,1,3,5,1,Eastern,0.416453797343449,0.4077488558446815
1,0,1,1,1,0,2,2,1,1,0,3,1,3,1,2,Eastern,1.10197844816381,0.009059745233523505
1,0,1,0,0,0,1,2,7,2,0,2,1,2,1,2,Eastern,1.56785266837916,-1.3322879951954447
1,0,1,0,0,0,2,0,11,2,0,4,1,2,1,2,Eastern,1.59655754660914,-1.3322879951954447
1,1,1,1,1,1,0,6,13,1,0,1,1,3,3,1,Eastern,2.73316244783247,1.0073761227189837
1,1,1,0,1,1,2,3,5,1,0,5,1,5,3,1,Eastern,0.397994407010851,0.10198396588856312
1,1,1,1,1,1,2,2,8,1,0,6,1,3,1,1,Eastern,0.969589342188505,1.0073761227189837
1,0,1,1,0,1,1,2,6,2,1,3,1,4,1,1,Eastern,0.400790567305877,-0.07169754637681017
1,1,1,0,1,1,1,2,8,1,1,7,1,2,3,1,Eastern,0.571720029130829,0.10198396588856312
1,0,0,0,1,0,2,0,6,1,1,5,1,4,1,1,Eastern,0.857157237025435,-0.7159648149255413
0,0,1,0,0,0,1,0,11,1,0,5,1,5,1,1,Eastern,0.857157237025435,-1.3322879951954447
0,0,0,0,1,0,2,2,5,2,1,5,1,4,1,1,Eastern,0.783203214183303,-0.7159648149255413
1,0,1,0,0,0,1,2,7,2,1,5,1,3,5,2,Eastern,0.930343704803447,-1.3322879951954447
1,0,1,0,1,1,2,2,5,2,1,8,1,4,4,1,Eastern,0.857971934550134,-0.31929598673165877
1,1,0,1,1,1,1,7,4,2,1,6,1,0,3,2,Eastern,0.832907594686897,1.0073761227189837
1,0,0,0,1,0,1,2,9,2,0,1,1,2,3,2,Eastern,2.30425580478753,-0.7159648149255413
1,0,0,0,1,1,1,1,4,1,1,7,1,0,1,2,Eastern,1.14344005826166,-0.31929598673165877
1,1,0,0,1,1,0,0,11,1,0,4,1,3,1,2,Eastern,1.74731261391799,0.10198396588856312
1,0,0,0,0,1,1,0,7,2,0,3,1,2,1,2,Eastern,1.5059932665423,-0.8119912597841162
1,1,1,1,1,1,1,2,9,1,0,2,1,1,3,2,Eastern,0.857948637693093,1.0073761227189837
1,0,0,0,1,0,0,1,5,1,1,7,1,2,1,2,Eastern,1.71020970715278,-0.7159648149255413
1,0,0,0,0,0,0,0,4,2,0,1,1,2,3,2,Eastern,0.861601930210013,-1.3322879951954447
1,0,0,1,1,1,2,0,13,2,0,1,1,3,3,2,Eastern,1.72819185359065,0.4077488558446815
1,0,1,1,1,1,1,2,10,1,0,4,1,4,3,2,Eastern,0.469036916641535,0.4077488558446815
1,0,1,0,0,1,0,1,7,2,1,1,4,3,3,2,Eastern,1.72320386042003,-0.8119912597841162
1,0,0,0,0,1,0,0,5,1,1,2,3,3,3,2,Eastern,0.857948637693093,-0.8119912597841162
1,0,0,1,1,1,0,2,3,1,1,7,1,0,3,2,Eastern,0.571720029130829,0.4077488558446815
1,1,1,1,1,1,2,1,4,2,1,3,1,3,3,2,Eastern,0.439540160821976,1.0073761227189837
1,0,0,0,1,0,1,0,5,2,1,2,1,4,3,2,Eastern,0.655072876023334,-0.7159648149255413
0,1,1,1,1,1,1,2,14,2,1,7,1,4,3,1,Eastern,0.428985967275067,1.0073761227189837
1,0,1,0,1,0,2,3,5,2,1,3,1,4,2,2,Eastern,1.19890135698732,-0.7159648149255413
1,0,1,1,1,0,2,1,11,2,1,1,1,4,1,1,Eastern,0.57922198904506506,0.009059745233523505
1,1,1,0,0,0,2,2,6,2,1,7,1,3,1,1,Eastern,1.04478605578162,-0.7517599917374171
1,0,1,0,1,0,0,1,8,2,0,2,1,4,1,2,Eastern,0.764759959222099,-0.7159648149255413
1,0,1,1,0,0,1,2,13,2,1,3,1,2,1,2,Eastern,1.0069016806738,-0.44391011316283324
1,1,1,1,0,1,2,3,8,1,1,3,1,4,1,1,Eastern,0.877270493982826,0.3719916958057807
1,1,1,0,0,1,1,1,6,1,1,7,1,0,1,2,Eastern,0.998285804354393,-0.350184702862402
1,1,1,0,1,0,2,1,4,2,1,5,1,3,4,2,Eastern,0.695743875442941,-0.26893785481927324
1,0,1,0,1,0,1,0,6,2,0,2,1,3,2,2,Eastern,1.04826065422222,-0.7159648149255413
1,0,1,1,1,0,2,2,12,2,1,3,1,5,1,2,Eastern,0.801581134611753,0.009059745233523505
1,1,1,1,1,1,1,1,7,1,1,6,1,2,1,2,Eastern,0.905274050046703,1.0073761227189837
1,1,1,1,1,0,2,3,13,2,1,2,1,4,3,1,Eastern,0.437979368490883,0.4681354858055186
1,0,1,1,1,0,2,6,14,2,0,3,1,4,2,1,Eastern,1.1165680970553,0.009059745233523505
1,0,1,0,1,1,1,0,10,2,0,4,1,4,1,2,Eastern,2.1428461711359,-0.31929598673165877
1,0,1,0,0,1,2,1,4,2,0,4,1,2,6,1,Eastern,0.464627397270486,-0.8119912597841162
1,1,1,1,1,1,2,1,8,2,1,6,1,2,1,1,Eastern,0.416453797343449,1.0073761227189837
1,0,1,0,1,1,1,0,11,1,0,2,1,3,2,2,Eastern,1.06537325157691,-0.31929598673165877
1,0,1,0,1,1,0,0,7,2,0,3,1,2,5,2,Eastern,2.25898989981344,-0.31929598673165877
1,0,0,0,0,0,0,1,1,2,0,4,1,2,3,2,Eastern,0.795974741456935,-1.3322879951954447
1,1,1,1,1,1,0,2,13,1,0,1,1,2,3,1,Eastern,1.89137650031008,1.0073761227189837
1,1,1,1,1,1,2,3,4,1,1,6,1,3,1,2,Eastern,1.5616270711154,1.0073761227189837
1,0,1,0,0,1,0,0,13,2,1,8,1,2,4,1,Eastern,0.781327906778087,-0.8119912597841162
1,1,1,1,0,1,2,2,12,2,0,3,1,4,2,1,Eastern,0.400790567305877,0.3719916958057807
1,1,1,0,1,1,1,2,14,1,1,5,1,2,1,1,Eastern,1.52728721943171,0.10198396588856312
1,1,1,1,1,1,2,1,12,2,0,4,1,3,1,1,Eastern,0.929254794540972,1.0073761227189837
1,1,1,1,1,1,1,2,13,2,1,7,1,2,1,1,Eastern,1.04478605578162,1.0073761227189837
1,1,1,1,1,1,2,2,15,1,1,4,1,4,1,1,Eastern,0.938073833283071,1.0073761227189837
1,1,1,1,1,1,2,2,6,1,0,5,1,2,4,2,Eastern,1.01819147962114,1.0073761227189837
1,1,1,1,1,1,2,1,8,1,1,5,1,4,6,2,Eastern,0.374172609941183,1.0073761227189837
1,0,1,0,1,1,2,0,10,2,0,4,1,2,6,2,Eastern,0.795974741456935,-0.31929598673165877
1,1,1,0,1,1,1,1,3,1,0,6,1,0,1,2,Eastern,0.911554957424154,0.10198396588856312
1,0,1,0,0,0,1,1,7,1,0,1,1,4,3,2,Eastern,0.633915069247974,-1.3322879951954447
1,0,1,0,1,0,1,2,8,2,1,4,1,3,1,2,Eastern,1.06437169773943,-0.7159648149255413
1,0,1,0,0,0,1,2,7,1,1,5,1,0,1,2,Eastern,1.34249659323928,-1.3322879951954447
1,1,1,1,1,1,2,1,10,2,0,4,1,5,2,4,Eastern,0.374164416945872,1.0073761227189837
1,0,1,0,1,1,1,2,15,2,1,5,1,4,6,2,Eastern,0.391601607091652,-0.31929598673165877
1,0,1,0,1,1,1,3,3,2,1,6,1,0,6,2,Eastern,0.416453797343449,-0.31929598673165877
1,1,1,1,1,1,1,2,5,2,0,7,1,0,4,1,Eastern,0.52239302789081,1.0073761227189837
1,1,1,0,0,1,1,2,14,2,1,7,1,0,4,1,Eastern,0.52239302789081,-0.350184702862402
1,1,1,1,1,1,1,2,13,1,1,5,1,3,1,2,Eastern,1.01819147962114,1.0073761227189837
1,0,0,1,1,1,1,2,15,1,1,3,3,4,1,2,Eastern,1.31210770846094,0.4077488558446815
1,1,1,1,1,1,1,0,15,1,0,5,1,4,1,1,Eastern,1.49669043976473,1.0073761227189837
1,1,1,1,1,1,2,0,14,2,1,3,1,4,1,1,Eastern,0.699824238218254,1.0073761227189837
1,0,1,1,1,1,2,2,12,2,0,7,1,4,1,1,Eastern,1.2869579018252,0.4077488558446815
1,1,1,1,1,1,2,1,7,2,0,6,1,4,1,1,Eastern,0.590204692494874,1.0073761227189837
1,0,1,0,0,0,1,2,13,1,0,5,1,0,3,2,Eastern,0.894997728826186,-1.3322879951954447
1,1,0,1,1,1,2,1,15,2,1,5,1,4,1,1,Eastern,0.727312295418738,1.0073761227189837
1,0,1,0,0,1,1,0,14,2,0,2,1,4,1,1,Eastern,0.764759959222099,-0.8119912597841162
1,1,1,1,1,1,1,2,11,2,1,5,1,3,1,2,Eastern,0.465171852401724,1.0073761227189837
1,1,0,0,1,1,2,1,9,1,0,5,1,3,3,2,Eastern,0.444468467269572,0.10198396588856312
1,0,0,0,0,1,0,7,6,1,1,3,1,1,2,2,Eastern,1.64819679484383,-0.8119912597841162
1,1,1,1,1,1,2,2,6,1,1,7,1,2,4,1,Eastern,0.571720029130829,1.0073761227189837
1,0,1,0,0,0,1,2,12,2,1,8,1,0,4,2,Eastern,0.52239302789081,-1.3322879951954447
1,1,1,0,1,1,1,1,5,2,1,6,1,4,6,1,Eastern,0.295102346247437,0.10198396588856312
1,1,1,0,1,1,2,2,7,2,1,6,1,2,1,2,Eastern,0.954015277429776,0.10198396588856312
1,1,1,1,1,1,2,2,12,2,1,6,1,0,1,2,Eastern,0.954015277429776,1.0073761227189837
1,1,1,1,1,1,2,1,11,1,0,5,1,4,1,4,Eastern,0.748345219882365,1.0073761227189837
1,1,1,1,1,1,2,2,6,2,1,7,1,0,1,2,Eastern,1.04478605578162,1.0073761227189837
1,1,1,0,1,1,1,1,9,1,1,2,3,5,1,1,Eastern,0.836972476317084,0.10198396588856312
1,1,1,1,1,1,1,2,5,2,1,8,1,2,4,1,Eastern,0.459187277515696,1.0073761227189837
1,0,1,1,1,1,1,0,5,1,0,6,1,0,2,2,Eastern,0.917769961957795,0.4077488558446815
1,0,1,1,1,1,0,0,6,1,0,2,1,0,3,2,Eastern,0.573621372961639,0.4077488558446815
1,0,1,1,1,0,1,0,5,1,0,5,1,0,1,2,Eastern,0.888936934539144,0.009059745233523505
1,0,1,0,1,0,1,1,4,2,1,2,3,4,3,1,Eastern,0.38237997961105,-0.7159648149255413
1,1,1,1,1,1,1,2,13,2,0,4,1,2,1,2,Eastern,1.59194948291387,1.0073761227189837
0,0,1,0,0,0,1,2,7,2,1,3,1,2,3,2,Eastern,0.752996633271148,-1.3322879951954447
0,0,0,0,0,0,0,0,5,2,1,3,1,1,1,2,Eastern,2.25898989981344,-1.3322879951954447
1,1,1,1,1,1,2,1,6,2,0,3,1,4,3,2,Eastern,0.349912119109127,1.0073761227189837
0,0,0,0,0,0,1,1,6,1,0,2,1,1,2,2,Eastern,1.71589727538619,-1.3322879951954447
0,0,1,0,1,1,2,0,6,2,0,3,1,5,1,2,Eastern,0.699824238218254,-0.31929598673165877
1,1,1,1,1,1,1,2,3,2,1,6,1,0,4,2,Eastern,0.477007638714888,1.0073761227189837
1,1,1,1,1,0,2,3,9,2,1,4,1,4,3,1,Eastern,0.397985692406351,0.4681354858055186
1,0,1,1,1,1,2,0,1,1,0,4,1,3,6,2,Eastern,0.582437537972663,0.4077488558446815
1,1,1,1,1,1,1,2,12,1,1,6,1,0,1,2,Eastern,1.04409824228629,1.0073761227189837
0,1,1,1,1,1,1,2,13,1,1,6,1,0,1,2,Eastern,1.04409824228629,1.0073761227189837
1,1,1,0,0,1,1,2,7,2,1,5,1,3,1,1,Eastern,2.32585926200862,-0.350184702862402
1,0,1,0,1,1,1,2,1,2,1,6,1,5,1,1,Eastern,0.676022522837623,-0.31929598673165877
1,0,1,1,1,0,2,1,4,1,1,1,3,3,3,2,London,2.71369598914181,0.009059745233523505
1,0,1,1,1,1,2,0,14,2,0,3,3,5,1,1,London,0.917480685841195,0.4077488558446815
0,0,1,0,0,0,1,7,3,2,1,6,1,0,6,2,London,0.587933637913106,-1.3322879951954447
1,0,1,0,0,1,2,0,12,2,1,2,4,4,3,2,London,1.88520295468255,-0.8119912597841162
1,0,1,1,1,1,2,1,13,2,1,2,1,5,2,1,London,1.00261244691578,0.4077488558446815
1,0,1,0,0,0,1,1,8,2,1,3,3,3,1,2,London,2.88122064214592,-1.3322879951954447
1,0,1,0,0,1,2,1,1,1,0,3,1,1,1,1,London,1.18581671645462,-0.8119912597841162
0,0,1,0,0,0,1,2,13,1,1,3,3,4,1,1,London,1.61723250480347,-1.3322879951954447
0,0,1,0,0,0,0,0,10,2,0,2,1,3,3,2,London,3.8648996293449,-1.3322879951954447
1,1,1,1,1,1,2,2,12,1,1,6,1,1,1,1,London,1.28689863244091,1.0073761227189837
1,0,1,0,1,1,1,2,12,2,0,4,1,2,1,1,London,1.13745703040806,-0.31929598673165877
1,0,1,0,1,1,1,0,4,2,1,4,3,2,1,1,London,1.1453488530594,-0.31929598673165877
1,0,1,1,0,1,2,1,7,1,1,1,4,3,3,2,London,2.03527199185636,-0.07169754637681017
0,0,0,1,1,0,0,1,7,1,1,2,3,0,1,2,London,2.11492153484355,0.009059745233523505
1,1,1,1,1,1,2,1,5,2,1,5,3,5,3,1,London,0.421394567791716,1.0073761227189837
1,0,1,0,0,0,2,3,5,1,1,7,1,0,2,2,London,1.30876853704938,-1.3322879951954447
1,0,1,0,0,1,1,1,9,2,1,4,1,2,3,2,London,0.5726744265297,-0.8119912597841162
1,1,1,0,1,1,0,1,15,1,1,7,3,0,4,2,London,0.615216358182789,0.10198396588856312
1,1,1,0,0,1,0,1,4,1,1,2,3,4,3,2,London,1.54741003988943,-0.350184702862402
1,1,1,0,1,0,2,1,6,2,1,2,3,0,1,1,London,4.83112453668112,-0.26893785481927324
1,1,1,1,1,1,2,1,3,1,1,4,3,4,1,2,London,2.01888455192433,1.0073761227189837
1,0,1,0,1,0,0,0,6,1,1,3,3,4,1,2,London,3.23446500960694,-0.7159648149255413
1,1,1,0,0,0,1,2,5,2,1,5,1,2,2,4,London,2.29338196909498,-0.7517599917374171
1,0,1,0,0,0,0,0,13,2,1,1,3,3,3,2,London,3.18589085046564,-1.3322879951954447
1,1,1,0,0,0,0,0,6,1,1,2,1,0,1,2,London,5.28730383710887,-0.7517599917374171
0,0,1,0,0,0,0,0,11,1,1,6,3,0,1,2,London,2.57379726488183,-1.3322879951954447
1,1,1,1,1,0,2,1,4,1,0,4,2,2,3,2,London,0.626749252645991,0.4681354858055186
1,0,1,0,1,1,1,2,8,2,0,6,3,4,6,2,London,0.833228545844489,-0.31929598673165877
1,0,1,1,1,1,2,1,13,2,0,2,3,5,2,2,London,0.942601477341277,0.4077488558446815
1,0,1,1,0,1,1,1,4,1,1,4,2,3,1,1,London,1.88024775793797,-0.07169754637681017
1,0,1,0,0,1,1,0,5,2,1,3,3,3,1,1,London,1.08350653024002,-0.8119912597841162
1,1,1,0,1,1,1,0,7,2,1,4,1,5,6,2,London,0.528231098469736,0.10198396588856312
1,0,1,0,1,1,2,1,7,1,1,5,2,0,6,2,London,0.938508913870688,-0.31929598673165877
1,1,1,1,1,1,1,2,3,1,1,5,1,2,6,2,London,0.627483683823763,1.0073761227189837
0,0,1,0,0,1,0,1,7,1,1,2,3,0,1,2,London,2.11492153484355,-0.8119912597841162
1,0,1,0,0,0,0,1,15,2,0,7,1,0,3,1,London,0.963022227217711,-1.3322879951954447
1,1,0,1,1,1,1,2,6,2,1,6,1,0,6,2,London,0.587933637913106,1.0073761227189837
1,1,1,0,1,1,2,2,8,2,0,1,1,3,3,1,London,1.42005010825505,0.10198396588856312
1,0,1,0,1,0,2,1,4,1,1,3,3,4,1,2,London,1.61723250480347,-0.7159648149255413
0,0,1,0,0,0,1,2,4,2,1,5,4,0,6,2,London,0.573345492273744,-1.3322879951954447
1,1,1,0,1,1,0,1,1,2,1,5,1,0,4,2,London,0.857536011052068,0.10198396588856312
1,0,1,0,1,1,2,1,9,2,1,6,3,2,4,1,London,1.53989481230011,-0.31929598673165877
1,1,1,1,1,0,2,1,15,1,1,3,1,4,1,1,London,0.944013032514951,0.4681354858055186
0,0,1,0,0,0,0,1,15,2,0,7,1,0,6,2,London,0.562136569970544,-1.3322879951954447
1,1,1,0,1,1,0,1,13,1,1,5,3,2,1,2,London,2.19131050901811,0.10198396588856312
0,0,1,0,0,1,2,1,6,2,1,1,3,4,3,2,London,0.713917479594235,-0.8119912597841162
1,0,0,0,0,1,2,1,7,2,0,3,1,2,1,2,London,2.16701306048003,-0.8119912597841162
1,1,1,1,1,1,2,1,6,2,1,5,3,1,1,1,London,1.50168606161378,1.0073761227189837
1,0,1,0,1,1,0,1,12,2,1,2,1,3,3,2,London,0.564006042518166,-0.31929598673165877
1,1,1,1,1,1,2,1,6,1,1,5,1,2,1,2,London,2.19131050901811,1.0073761227189837
1,0,1,0,0,0,0,0,1,2,1,2,3,4,1,2,London,3.22962860834856,-1.3322879951954447
0,1,0,0,1,0,1,1,4,1,1,3,3,4,1,1,London,1.8880260650299,-0.26893785481927324
1,1,1,1,1,0,0,1,8,2,0,6,1,4,6,1,London,1.45490832350927,0.4681354858055186
0,1,1,0,1,1,2,2,5,1,0,3,1,4,5,1,London,0.540637917613553,0.10198396588856312
1,1,1,1,1,1,1,2,4,1,1,7,1,2,1,2,London,2.81868388942581,1.0073761227189837
1,0,1,0,1,1,1,1,4,2,1,8,4,4,4,1,London,0.923246243094603,-0.31929598673165877
1,1,1,1,1,1,1,1,4,1,1,8,1,0,4,2,London,1.23043271636558,1.0073761227189837
0,0,0,0,0,0,0,0,13,2,1,1,3,2,3,2,London,2.12392723364376,-1.3322879951954447
1,1,1,1,1,1,2,3,11,1,1,6,1,3,1,1,London,1.19506301989304,1.0073761227189837
1,1,1,1,1,0,2,0,5,1,0,1,4,5,3,2,London,0.781329191698052,0.4681354858055186
1,1,1,1,1,1,2,1,11,2,1,5,1,5,1,1,London,1.26418370337515,1.0073761227189837
1,1,1,1,1,1,2,2,5,1,0,7,1,4,6,2,London,1.01042383955267,1.0073761227189837
1,0,1,1,1,1,2,1,15,1,0,2,2,4,3,2,London,1.03160669325962,0.4077488558446815
1,1,1,1,1,1,2,1,7,2,0,7,1,4,3,4,London,0.461623121547302,1.0073761227189837
1,0,1,0,0,0,2,1,7,2,0,3,1,2,3,2,London,1.08350653024002,-1.3322879951954447
1,1,1,0,0,1,2,1,15,1,0,1,2,3,3,1,London,1.3568479945709,-0.350184702862402
1,1,1,1,1,1,2,6,7,2,0,6,1,4,6,2,London,0.361220884090109,1.0073761227189837
1,1,1,0,0,1,2,1,5,2,0,1,1,3,3,1,London,1.85967229453824,-0.350184702862402
1,1,1,0,1,1,2,2,3,1,1,5,1,1,1,2,London,1.25496736764753,0.10198396588856312
1,1,1,1,1,1,1,1,5,1,0,7,1,4,3,2,London,0.505211919776334,1.0073761227189837
0,0,1,0,0,0,1,3,10,2,0,2,1,3,1,2,London,1.19982726944038,-1.3322879951954447
1,0,1,0,1,1,1,2,3,1,1,2,4,4,1,1,London,1.02449859073925,-0.31929598673165877
1,0,1,0,0,1,1,1,10,1,0,5,4,4,1,2,London,0.922369563568563,-0.8119912597841162
0,0,1,0,0,0,0,1,13,1,0,2,4,4,2,1,London,1.76729326719952,-1.3322879951954447
1,0,1,1,1,0,2,0,12,1,1,4,1,4,1,1,London,1.15621871993304,0.009059745233523505
1,0,0,0,0,1,2,1,12,1,1,1,3,2,3,2,London,1.3568479945709,-0.8119912597841162
1,1,1,1,0,1,2,3,5,1,0,2,3,4,3,1,London,0.515803346629809,0.3719916958057807
1,0,1,0,1,0,2,1,15,1,0,2,1,4,1,1,London,0.515803346629809,-0.7159648149255413
0,0,1,1,1,1,0,1,3,2,0,2,4,4,3,2,London,0.471300738670638,0.4077488558446815
1,0,1,0,1,1,1,1,6,2,1,3,4,4,3,2,London,0.431282621997332,-0.31929598673165877
1,1,1,0,0,0,1,1,3,1,1,4,1,0,6,2,London,0.6666514077301,-0.7517599917374171
1,0,1,0,0,1,2,1,7,2,1,2,1,5,3,1,London,0.942601477341277,-0.8119912597841162
0,0,1,1,1,1,1,2,15,2,1,2,1,4,2,1,London,1.07965903498515,0.4077488558446815
1,1,1,1,1,0,1,3,6,2,1,6,1,4,1,1,London,0.833228545844489,0.4681354858055186
1,0,1,1,0,1,2,3,15,2,1,3,1,4,1,1,London,0.493992626433064,-0.07169754637681017
1,0,1,1,1,1,2,1,1,2,1,1,4,4,3,2,London,0.611522571182766,0.4077488558446815
1,1,1,1,1,1,2,0,14,1,0,4,1,4,3,4,London,0.578109359966518,1.0073761227189837
1,1,1,1,1,1,2,2,14,1,1,7,1,4,4,1,London,0.57867150315448,1.0073761227189837
1,1,0,1,0,1,1,2,11,2,1,6,1,0,4,1,London,0.587933637913106,0.3719916958057807
1,1,1,0,1,1,1,2,7,2,1,5,1,4,3,2,London,0.482666814498599,0.10198396588856312
1,1,1,1,1,1,2,1,7,1,0,5,1,3,1,2,London,1.09565525450905,1.0073761227189837
0,0,1,0,0,0,0,0,6,2,1,2,2,4,1,2,London,0.942601477341277,-1.3322879951954447
0,1,1,0,1,1,2,1,6,2,1,2,4,4,3,2,London,1.61481430417428,0.10198396588856312
1,0,1,0,0,0,2,1,15,2,1,7,1,0,4,2,London,1.12427313994109,-1.3322879951954447
1,1,1,1,1,1,2,1,9,1,1,5,1,4,3,2,London,1.38355434535285,1.0073761227189837
0,0,0,0,0,1,0,1,5,2,1,1,2,3,2,2,London,2.12392723364376,-0.8119912597841162
1,0,1,0,0,1,1,1,3,2,1,5,1,0,6,2,London,0.481232586807219,-0.8119912597841162
1,1,1,0,0,1,0,1,12,2,1,3,3,0,1,2,London,1.08350653024002,-0.350184702862402
1,0,1,0,1,0,0,1,6,2,1,2,3,0,1,2,London,1.93244981467245,-0.7159648149255413
1,1,1,0,0,1,2,1,10,2,0,3,1,4,1,2,London,0.862565243994664,-0.350184702862402
1,0,1,1,0,0,0,1,6,2,0,1,2,3,3,2,London,3.18589085046564,-0.44391011316283324
1,0,1,0,1,1,2,1,7,2,1,3,4,4,3,2,London,0.431282621997332,-0.31929598673165877
1,1,1,0,1,1,0,1,8,2,1,3,3,5,3,1,London,0.738850260565558,0.10198396588856312
1,0,1,0,1,1,0,2,5,2,1,4,4,3,3,1,London,2.62377317910301,-0.31929598673165877
1,0,1,0,0,1,1,1,8,2,1,5,3,3,6,2,London,1.00112404107585,-0.8119912597841162
1,0,1,0,1,0,2,1,3,2,1,8,4,0,4,2,London,0.562136569970544,-0.7159648149255413
0,0,1,0,0,1,0,1,8,2,1,2,3,0,1,2,London,1.93244981467245,-0.8119912597841162
1,1,1,1,1,1,1,3,12,1,1,4,3,5,1,1,London,2.01888455192433,1.0073761227189837
1,0,1,0,0,1,0,1,9,2,1,3,2,5,1,2,London,2.95540104226223,-0.8119912597841162
1,0,1,1,0,1,0,1,3,2,0,4,1,3,3,2,London,0.5726744265297,-0.07169754637681017
1,0,1,1,1,1,2,2,12,2,1,2,4,5,1,2,London,1.61481430417428,0.4077488558446815
0,0,1,1,1,0,1,1,4,2,0,2,3,2,3,2,London,0.966224907336224,0.009059745233523505
1,0,1,0,1,1,1,0,6,2,0,2,2,3,3,2,London,0.966224907336224,-0.31929598673165877
1,0,1,0,1,1,1,1,12,2,0,2,1,3,2,2,London,0.966224907336224,-0.31929598673165877
1,0,1,0,1,0,1,2,8,2,0,4,1,2,3,2,London,0.655943294775752,-0.7159648149255413
1,0,1,1,1,0,2,1,4,2,0,5,1,3,1,2,London,0.500562020537926,0.009059745233523505
1,0,0,0,0,1,0,1,3,1,1,8,1,0,4,2,London,1.0539556739904,-0.8119912597841162
1,1,1,1,1,1,2,1,10,1,0,2,1,4,2,1,London,1.03160669325962,1.0073761227189837
1,1,1,0,1,1,2,1,4,1,0,7,1,4,1,2,London,1.515635759329,0.10198396588856312
0,0,1,0,0,0,2,1,15,2,0,2,1,5,2,1,London,0.942601477341277,-1.3322879951954447
1,0,1,0,1,1,1,1,1,2,1,4,2,0,1,2,London,0.5726744265297,-0.31929598673165877
1,1,1,1,1,1,2,1,6,2,0,5,1,4,3,2,London,0.448222763157948,1.0073761227189837
1,0,1,1,1,1,1,1,4,2,0,7,1,4,6,2,London,0.458442389495861,0.4077488558446815
0,0,1,0,0,0,0,1,15,2,1,7,4,0,3,2,London,0.963022227217711,-1.3322879951954447
1,0,1,0,0,0,1,0,4,2,1,3,1,3,3,2,London,1.85620528479645,-1.3322879951954447
1,0,1,0,0,0,0,0,14,1,0,3,1,4,3,1,London,1.61723250480347,-1.3322879951954447
1,0,1,0,1,0,0,1,2,2,1,2,2,3,3,2,London,0.966224907336224,-0.7159648149255413
1,1,1,1,1,1,2,1,13,1,1,4,1,5,3,1,London,0.536854341230907,1.0073761227189837
1,1,1,0,1,1,2,1,7,1,1,7,4,4,1,2,London,1.01042383955267,0.10198396588856312
1,1,1,0,1,1,2,1,8,2,0,2,1,4,3,1,London,0.471300738670638,0.10198396588856312
1,1,1,1,1,1,2,3,6,1,1,6,1,1,4,2,London,0.597531509946521,1.0073761227189837
1,0,1,0,1,1,2,1,10,2,1,5,3,0,1,2,London,2.50281010268963,-0.31929598673165877
1,1,1,1,1,0,2,2,5,1,1,2,3,5,3,2,London,0.590802960584393,0.4681354858055186
1,1,1,1,1,1,0,1,10,2,1,6,4,0,1,2,London,0.87935507196526,1.0073761227189837
1,0,1,0,0,1,2,1,12,2,0,2,3,4,2,2,London,1.61481430417428,-0.8119912597841162
1,1,1,0,1,0,2,1,10,2,0,6,1,4,3,1,London,0.363727080877318,-0.26893785481927324
1,1,1,1,1,0,2,2,8,2,0,6,1,2,1,1,London,1.17586727582621,0.4681354858055186
1,1,1,1,1,0,2,0,15,1,0,2,1,5,3,1,London,2.36321184233757,0.4681354858055186
1,1,1,1,1,0,2,3,15,1,1,3,1,5,1,1,London,1.00411386911875,0.4681354858055186
1,0,1,0,0,0,2,1,15,1,0,3,4,3,3,2,London,0.59290835822731,-1.3322879951954447
1,1,1,1,1,0,2,2,15,2,1,5,1,5,1,1,London,0.965333628997198,0.4681354858055186
1,0,1,0,0,1,1,2,9,1,1,4,1,0,1,2,London,2.14742642067142,-0.8119912597841162
1,0,1,0,0,0,0,0,9,2,0,3,1,4,2,2,London,1.47770052113112,-1.3322879951954447
1,0,1,1,1,0,1,1,5,2,1,4,1,4,1,2,London,1.05646219693947,0.009059745233523505
0,0,1,0,0,0,1,7,6,2,1,3,3,3,1,1,London,1.08350653024002,-1.3322879951954447
1,0,1,0,0,0,1,0,6,2,1,3,4,4,1,2,London,1.47770052113112,-1.3322879951954447
1,0,1,0,1,1,1,0,4,2,1,3,1,2,1,2,London,1.24105217630112,-0.31929598673165877
