"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","free_move_protect_jobs","free_move_protect_services","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schenger","mig_know_asylum","mig_know_syrians","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2"
"male",48,"uk",6,1,2,5,5,5,3,5,4,10,7,5,5,1,1,5,5,15,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1.1342,1.1367,1.1376
"male",24,"other",4,2,NA,5,5,5,5,5,5,10,10,10,5,1,1,7,7,30,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",25,"other",6,2,NA,NA,5,3,5,3,3,NA,5,5,5,4,2,5,5,40,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",59,"uk",3,2,7,3,4,5,4,4,5,6,10,6,6,4,4,6,5,80,5,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",45,"spain",4,1,1,4,5,5,5,5,5,8,5,4,6,3,4,5,4,15,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",61,"sweden",7,1,NA,6,5,5,5,5,5,8,10,10,1,1,1,7,7,12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",49,"sweden",6,1,NA,5,5,5,5,5,5,10,10,8,5,1,1,6,6,20,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",38,"uk",6,1,NA,5,3,4,3,3,4,5,6,3,7,3,5,4,4,50,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",38,"germany",3,1,NA,6,4,3,4,3,2,5,6,1,8,6,6,1,3,15,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",23,"other",7,2,NA,5,1,3,4,2,4,5,5,2,6,2,5,3,4,50,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",29,"other",8,1,NA,5,3,3,3,3,3,7,7,8,5,5,3,4,2,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",33,"other",7,1,2,7,4,5,5,4,5,5,5,7,7,5,4,3,3,20,5,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,0.9337,0.9328,0.9417
"fenale",20,"uk",6,2,NA,7,3,3,3,3,3,5,5,5,5,4,4,4,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",34,"other",3,2,NA,5,3,3,3,3,3,5,5,5,5,5,4,4,4,40,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",44,"sweden",3,1,NA,2,5,5,5,5,5,6,0,10,3,7,7,7,7,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",48,"sweden",3,1,NA,5,3,3,3,3,3,0,0,0,10,7,5,1,5,25,1,4,1,NA,1,1,1,0,1,NA,NA,NA,NA,2,1.0123,1.0093,1.0267
"male",48,"sweden",3,1,NA,5,3,3,3,3,3,0,0,0,10,4,4,4,4,25,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",51,"hungary",3,2,1,0,5,4,5,5,5,9,9,9,0,1,1,5,6,40,2,5,1,1,1,1,0,0,1,NA,NA,NA,NA,2,0.8671,0.8714,0.8728
"male",28,"other",4,1,NA,5,5,5,3,5,3,10,0,10,0,7,4,7,5,20,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",19,"sweden",5,1,NA,3,3,3,3,3,2,4,4,4,4,1,1,1,1,60,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",20,"sweden",3,1,NA,7,3,4,4,4,4,7,7,6,5,6,5,7,4,30,4,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1.0194,1.0219,1
"male",28,"other",3,1,NA,2,5,4,4,5,4,10,10,10,1,1,1,7,5,1,3,3,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,2,0.945,0.9712,1.0696
"fenale",20,"other",3,1,NA,5,4,3,3,4,3,6,5,6,5,5,7,4,6,15,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"male",22,"other",3,1,NA,7,5,5,5,5,5,10,8,5,0,3,3,6,7,30,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",30,"uk",7,1,NA,3,4,4,4,4,4,8,NA,10,4,3,4,5,5,10,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",39,"germany",3,1,NA,5,4,4,4,3,4,2,5,5,10,3,5,1,1,30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",23,"germany",6,2,3,5,3,3,4,3,3,8,7,5,5,3,3,NA,NA,50,3,3,1,NA,1,1,1,NA,1,NA,NA,NA,NA,2,1,1,1
"fenale",42,"sweden",7,2,NA,5,3,3,3,3,3,5,5,5,5,4,4,4,4,50,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",72,"uk",5,2,NA,8,4,4,4,3,3,NA,8,5,9,6,4,2,5,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",34,"other",7,NA,NA,7,3,3,3,3,3,5,5,5,3,4,5,5,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",42,"uk",6,1,66,6,4,NA,3,4,3,7,5,4,8,4,3,6,3,35,5,5,1,NA,1,1,NA,0,1,NA,NA,NA,NA,2,1.0313,1.0362,1.0206
"fenale",32,"sweden",3,1,NA,8,2,5,5,1,1,0,0,0,0,1,1,1,1,19,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",34,"germany",2,1,NA,5,5,3,3,5,3,6,5,3,5,1,2,3,4,45,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",39,"germany",6,1,NA,6,3,3,5,3,3,10,1,5,7,4,7,1,2,20,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",32,"germany",3,1,NA,1,3,4,3,3,3,5,4,0,10,3,4,1,1,30,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",26,"germany",7,2,NA,5,3,4,4,3,3,3,6,3,9,5,5,2,2,10,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",49,"germany",2,1,NA,5,3,3,3,3,3,10,8,5,8,1,6,1,4,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",63,"germany",2,1,NA,7,4,4,4,4,4,7,7,7,7,5,5,5,5,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",24,"germany",7,2,NA,3,5,3,5,5,3,6,5,5,5,1,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",71,"germany",7,2,3,6,NA,2,4,1,3,6,5,6,7,4,4,3,4,10,3,3,1,1,1,1,1,NA,1,NA,NA,NA,NA,2,0.9771,0.973,0.9529
"fenale",18,"germany",3,2,NA,4,3,4,4,3,3,5,5,6,5,2,2,5,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",35,"other",5,1,NA,7,4,5,4,2,5,9,3,0,7,3,5,5,6,60,4,2,1,0,1,1,1,0,1,NA,NA,NA,NA,2,1.0136,1.0418,1.1615
"fenale",19,"sweden",2,NA,NA,5,5,5,5,5,5,10,10,10,6,1,1,7,7,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",81,"other",5,2,NA,3,5,5,5,5,5,8,10,8,3,1,1,7,6,10,5,3,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",30,"hungary",3,1,1,5,4,3,5,3,5,3,1,4,5,3,1,1,NA,5,3,2,1,0,NA,1,NA,1,1,NA,NA,NA,NA,2,0.9945,1.0013,1.0213
"male",38,"hungary",8,1,NA,5,3,3,3,3,3,5,5,5,5,2,4,NA,4,15,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",50,"other",6,1,NA,5,4,3,2,4,4,5,10,4,9,1,2,7,7,1,5,5,1,1,1,1,0,0,1,NA,NA,NA,NA,2,1,1,1
"fenale",52,"uk",2,1,NA,5,3,5,NA,4,4,5,5,0,5,1,1,1,1,15,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",68,"uk",3,2,3,5,3,3,3,3,3,10,8,10,10,1,7,7,7,20,5,5,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,2,0.9573,0.9584,0.9111
"male",56,"other",3,1,3,3,4,5,5,3,2,10,7,2,8,2,5,7,4,30,5,5,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",18,"uk",3,1,1,5,3,4,3,3,3,5,5,5,6,4,4,4,4,45,3,3,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",35,"other",6,1,1,5,3,3,3,3,3,5,5,5,5,4,4,4,4,15,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.1441,1.1466,1.2046
"male",21,"other",3,1,NA,2,4,4,4,4,4,10,10,10,0,1,1,5,7,30,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",24,"other",4,1,NA,5,5,4,NA,5,5,8,2,1,5,2,4,4,4,70,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",38,"sweden",1,2,NA,7,3,4,4,3,3,6,6,7,6,4,6,5,5,25,4,3,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,2,1.0997,1.1317,1.2101
"fenale",47,"germany",7,1,7,7,4,4,4,5,4,7,7,7,5,5,5,5,6,33,3,4,NA,0,1,NA,1,0,0,NA,1,NA,NA,2,0.9836,0.9843,1
"male",51,"other",3,2,NA,5,3,2,3,3,3,5,5,5,5,2,4,2,3,30,4,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",52,"sweden",1,1,NA,3,4,4,4,3,4,3,4,3,5,4,4,4,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",36,"other",6,2,NA,3,5,4,5,4,4,7,8,7,5,3,2,4,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",24,"other",3,2,NA,5,3,5,5,5,5,5,5,5,5,4,4,4,4,40,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",35,"other",4,2,NA,5,4,4,5,4,3,7,7,7,5,4,4,4,4,15,2,2,1,1,1,1,0,1,1,NA,NA,NA,NA,2,1,1,1
"male",36,"sweden",3,2,NA,4,5,3,5,5,4,0,4,7,8,1,2,4,5,10,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",36,"sweden",3,2,NA,4,4,4,4,4,4,2,6,8,8,2,3,4,6,11,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",32,"other",5,1,NA,5,5,5,5,5,5,10,10,10,1,1,1,7,7,50,3,3,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",51,"germany",4,2,1,4,5,5,5,5,3,8,8,3,7,3,5,5,4,25,3,4,1,0,1,1,1,0,1,NA,NA,NA,NA,2,0.9709,0.9655,0.9437
"fenale",64,"sweden",8,1,NA,7,4,4,4,4,4,8,9,10,5,1,3,5,6,50,5,4,1,1,1,1,1,1,1,NA,NA,NA,NA,2,0.966,0.9541,0.9164
"male",55,"sweden",5,2,7,5,5,4,4,5,5,9,8,8,6,1,1,7,7,15,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,2,1,1,1
"male",27,"other",4,2,NA,7,5,5,5,5,5,5,3,4,4,2,5,6,4,60,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",30,"other",2,1,NA,6,3,3,4,2,2,3,4,4,3,3,6,6,3,40,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",27,"other",1,2,NA,1,3,3,2,2,1,1,3,1,5,4,3,4,3,10,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",53,"sweden",5,1,4,4,5,4,5,4,5,6,2,4,8,5,7,3,5,50,3,3,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,2,1,1,1
"male",35,"other",3,2,NA,3,4,5,5,4,4,8,8,8,4,2,2,5,7,92,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",57,"sweden",6,1,4,6,2,3,1,1,5,0,6,0,10,7,6,2,1,21,2,5,1,1,1,1,NA,NA,1,NA,NA,NA,NA,2,0.966,0.9541,0.9164
"fenale",45,"sweden",3,2,NA,5,NA,1,3,4,2,3,4,5,7,3,4,3,5,60,5,5,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",22,"germany",4,2,1,3,3,5,5,3,4,3,5,6,10,4,1,2,3,5,2,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",38,"other",6,1,1,5,4,4,4,4,4,7,6,5,5,3,4,4,4,20,4,5,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",20,"other",4,1,NA,3,3,4,4,4,4,6,5,7,6,3,5,4,5,20,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",32,"other",7,1,NA,NA,4,4,4,4,4,6,7,3,7,5,5,4,3,30,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",60,"uk",3,1,7,5,5,5,5,5,5,10,10,0,10,1,1,1,1,30,5,5,1,1,1,1,1,0,1,NA,NA,NA,NA,2,1,1,1
"fenale",39,"spain",5,2,NA,4,3,5,3,4,4,9,9,5,7,3,4,7,5,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",71,"uk",7,2,1,3,5,4,5,5,4,10,10,10,8,1,1,7,7,3,1,2,1,1,1,1,1,1,0,NA,NA,NA,NA,2,1.0528,1.0514,1.0156
"fenale",22,"sweden",4,2,NA,8,5,5,5,5,3,10,10,10,5,1,NA,7,7,40,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",71,"sweden",3,2,NA,0,3,3,3,3,3,9,8,7,8,1,1,6,6,10,3,3,NA,1,1,1,0,0,1,NA,NA,NA,NA,2,0.9595,0.9311,0.8304
"male",30,"sweden",3,2,NA,5,3,3,3,3,3,5,5,5,5,5,5,5,5,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",70,"spain",7,2,NA,2,4,5,4,3,5,7,7,2,5,1,1,4,6,25,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",68,"sweden",4,1,NA,4,5,5,4,4,2,7,7,5,7,5,2,3,6,60,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",18,"other",2,NA,NA,3,NA,4,4,3,3,5,NA,NA,6,3,3,7,4,70,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",64,"hungary",2,2,NA,10,2,2,3,4,4,0,0,0,0,4,3,1,1,25,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",19,"other",5,1,NA,9,3,5,5,3,2,7,6,5,9,4,6,4,2,60,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",69,"sweden",6,1,NA,9,5,5,5,5,5,8,9,8,6,1,2,6,6,20,2,1,1,NA,1,1,1,0,1,NA,NA,NA,NA,2,1.0136,1.0081,0.998
"male",37,"uk",4,1,7,5,5,5,5,5,5,7,7,6,7,1,1,6,7,9,3,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,1,1,1
"fenale",40,"uk",5,2,7,5,NA,NA,NA,NA,NA,NA,NA,7,NA,1,1,6,6,15,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,0.8677,0.8704,0.83
"fenale",39,"uk",6,2,1,3,3,4,4,5,5,8,10,6,6,2,3,5,2,15,4,5,0,0,1,1,1,0,1,NA,NA,NA,NA,2,1.0403,1.0452,1.0807
"male",25,"other",6,2,7,6,4,3,3,2,2,5,4,6,7,3,4,5,5,4,3,4,0,1,1,1,NA,1,1,NA,NA,NA,NA,2,1,1,1
"fenale",75,"spain",5,2,NA,5,5,4,4,4,4,8,8,6,5,1,1,5,6,12,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",22,"spain",4,1,NA,3,4,5,3,3,4,9,8,10,4,1,1,6,7,9,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",23,"spain",4,2,NA,5,3,3,4,3,4,6,10,10,5,1,1,4,4,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",65,"other",6,2,NA,7,4,4,2,3,4,7,8,9,2,1,1,4,7,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",73,"spain",6,2,1,5,3,4,4,3,4,8,8,8,6,1,4,1,5,5,1,2,1,0,1,1,1,NA,1,NA,NA,NA,NA,2,1,1,1
"fenale",73,"spain",4,2,2,9,3,4,3,4,4,2,5,1,5,5,7,5,4,30,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",19,"other",4,2,NA,NA,5,4,3,5,3,4,6,8,4,1,5,3,6,99,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",66,"spain",6,2,NA,10,3,5,5,4,5,10,10,0,0,1,5,6,7,50,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",77,"spain",4,2,2,10,4,4,5,4,3,5,6,4,5,3,1,6,6,35,4,2,NA,1,1,1,1,1,1,NA,NA,NA,NA,2,0.8062,0.8013,0.7907
"male",78,"spain",6,2,3,9,5,5,4,4,5,9,5,3,2,NA,1,6,4,12,3,3,1,1,1,1,NA,NA,1,NA,NA,NA,NA,2,1.0711,1.0782,1.0547
"male",57,"spain",7,2,2,2,2,4,4,3,3,5,5,7,8,1,4,5,4,7,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,2,1.0893,1.0936,1.0673
"male",67,"other",7,2,1,2,5,5,5,5,5,10,10,10,7,1,1,7,7,8,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,2,0.8973,0.9,0.8828
"male",58,"other",6,1,1,4,3,5,4,3,3,7,9,5,2,1,1,5,4,8,3,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1.0277,1.0177,1.0221
"fenale",57,"spain",4,1,NA,0,4,4,4,4,5,9,10,10,10,3,2,6,3,10,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",66,"other",6,1,NA,5,NA,5,4,5,5,7,7,7,NA,1,1,6,4,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",48,"spain",4,1,2,8,5,5,5,5,5,10,10,8,8,1,2,6,6,30,2,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,0.9513,0.9437,0.9324
"male",30,"other",7,1,NA,1,5,5,5,3,4,10,10,10,7,4,4,4,4,45,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",72,"other",5,2,NA,3,5,4,3,5,3,8,8,8,6,1,1,7,7,25,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",75,"spain",5,2,NA,5,3,4,5,3,4,10,10,5,7,1,1,4,6,30,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",62,"spain",4,1,2,8,3,3,3,3,3,2,2,5,9,4,5,4,2,20,2,3,1,1,1,1,1,1,1,NA,NA,NA,NA,2,1,1,1
"fenale",57,"other",5,1,NA,5,4,4,4,4,4,6,7,4,4,2,4,5,5,30,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",76,"sweden",3,2,NA,3,5,3,5,5,4,9,10,7,6,6,7,7,5,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",36,"other",6,1,NA,6,4,4,5,4,5,4,5,3,8,6,7,2,5,40,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",62,"other",7,2,NA,2,5,3,4,5,3,9,10,7,5,1,1,5,6,30,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",19,"other",3,2,NA,5,5,5,5,5,5,10,10,8,6,1,1,3,7,40,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",37,"other",4,2,5,5,3,4,5,3,5,10,10,10,10,4,5,3,6,3,3,3,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,1.2196,1.2267,1.2507
"fenale",35,"sweden",6,1,NA,0,3,3,3,3,3,10,5,5,5,1,1,1,1,10,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0.9122,0.9322,0.9673
"male",58,"spain",6,1,NA,4,4,3,4,4,3,8,8,5,6,1,2,4,6,10,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",73,"uk",7,2,3,5,4,5,5,3,4,10,10,7,1,2,NA,6,5,20,3,4,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,2,1.0268,1.028,0.9963
"male",43,"other",6,1,NA,3,5,5,5,5,5,8,2,9,0,1,1,7,7,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",70,"uk",2,1,NA,7,4,5,5,4,4,8,5,10,5,2,1,5,5,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",20,"other",3,2,NA,6,5,5,5,5,3,9,10,7,5,5,5,6,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",41,"other",7,1,NA,9,4,5,4,4,4,9,8,8,9,6,6,7,6,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",46,"other",7,1,1,5,4,2,4,2,4,3,2,3,3,2,3,6,4,25,4,4,1,1,1,NA,0,0,0,NA,NA,NA,NA,2,1.0313,1.0362,1.0206
"male",63,"germany",3,1,3,9,2,4,4,2,3,6,2,0,10,7,7,1,1,8,5,4,1,1,1,1,0,1,1,NA,NA,NA,NA,2,1,1,1
"fenale",57,"sweden",6,1,NA,6,5,5,5,5,5,10,5,4,6,1,1,7,7,30,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",63,"other",6,1,NA,1,3,1,5,5,5,5,5,5,10,1,6,1,1,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",63,"other",6,1,NA,1,3,3,5,3,4,5,5,5,10,1,1,1,1,40,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",57,"spain",6,1,1,5,4,1,4,3,3,4,1,6,9,4,6,1,3,10,2,3,1,1,1,1,1,NA,0,NA,NA,NA,NA,2,0.8797,0.8705,0.8269
"male",75,"poland",8,2,NA,8,5,4,5,4,5,8,10,7,6,5,2,3,6,33,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",60,"poland",7,2,2,3,5,5,5,5,5,10,10,10,1,1,1,6,6,10,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,2,1,1,1
"male",27,"poland",4,1,NA,3,3,3,3,4,2,3,5,6,2,5,3,4,4,10,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",29,"poland",7,1,NA,5,3,3,4,3,3,5,2,6,5,3,1,1,NA,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",49,"other",6,1,4,3,4,5,5,4,5,8,8,9,5,1,1,3,4,5,2,2,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,2,1,1,1
"fenale",19,"other",4,2,NA,3,3,4,5,4,4,6,5,5,4,1,3,1,5,30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",26,"other",7,1,5,6,3,2,4,2,3,4,5,4,7,5,3,4,4,10,3,2,0,0,NA,0,0,NA,NA,NA,1,NA,NA,1,1.2367,1.242,1
"fenale",26,"other",7,1,4,7,3,3,4,3,3,5,6,6,7,5,4,4,5,30,3,2,0,0,NA,1,1,NA,1,NA,1,NA,NA,2,1.2367,1.242,1
"male",19,"other",6,2,NA,6,3,5,5,4,5,8,3,6,5,4,1,5,7,18,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",32,"other",4,1,NA,5,2,3,2,3,4,8,5,5,8,4,3,2,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",23,"uk",3,2,NA,5,5,4,4,5,4,7,5,5,5,1,2,5,5,30,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",24,"other",3,2,7,5,3,3,3,3,3,5,5,5,5,4,4,4,4,60,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",29,NA,4,1,NA,5,4,4,2,4,3,7,5,5,7,5,6,5,6,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",48,"spain",6,2,1,4,4,4,4,4,4,NA,NA,8,5,1,1,2,2,20,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,2,0.9752,0.9689,0.9802
